report_date,total_redeem_amt,tftobal_amt,category1,category2,category3,category4,card0,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11
20140129,655183716,94355711,41171772,34298133,0,16412896,0,197976575,32399920,27284289,43027763,62025068,58298841,7024046,5784259,19615195,10461996,5047252
20140130,326221465,50679877,46865781,13675798,1000000,7559828,0,54265189,7713839,22832054,17936101,22207340,32146606,5737078,17878901,7179610,11731281,6812182
20140131,147238579,19149475,15863859,7920041,0,7380408,0,51504294,3266228,6574810,3067429,5059088,9034232,1337194,6526318,5850017,2750031,1955155
20140201,128137499,23340426,31882294,4663338,50000,12197273,0,25772026,716447,70407,1111206,5108783,7775385,2438233,3294811,3931054,3137937,2647879
20140202,168615299,18125150,37518723,11517822,50000,7957674,0,16320058,12092964,10681293,5980970,14665448,14784565,7354958,2237348,4521108,2924587,1882631
20140203,190131967,28565275,38323239,1532428,100000,10442804,0,16028354,3454254,13007330,13957933,22769427,25000609,2332844,4567539,4653423,3042424,2354084
20140204,204748098,20978376,23740794,11092174,240000,10001425,0,60133255,7559749,2065287,22923066,13293233,11594233,2671895,4787578,6273592,4137690,3255751
20140205,261553365,31751048,50567528,14209777,0,13802061,0,27976078,7547884,17466310,25641896,34600466,16195055,1855783,4192429,6251632,7189140,2306278
20140206,476437612,41496866,55585228,6790257,1000000,17792725,0,161347408,31967183,17639465,18766270,34687283,42331277,14236160,13035533,11088097,5840045,2833815
20140207,961019446,105023518,60838839,28506248,200000,33523008,0,485707770,35987222,30963222,50077828,42607244,40772253,22145579,4982886,5777387,9381804,4524638
20140208,589227302,99977634,62961898,33097137,20000,25639080,0,139121268,10567487,34481900,28938606,50083957,57436383,18504722,12776012,3838687,7471820,4310711
20140209,705117872,113610100,62299564,25116247,3000000,24356906,0,267551194,1920551,28988280,51748131,47263653,49067975,5892457,6261599,8135120,5905279,4000816
20140210,1156243623,140305104,74022795,50735996,250000,26907914,0,477615467,53871831,37897029,77045015,62782098,86813443,21012311,20039617,12451062,8925116,5568825
20140211,1073355231,108884721,61752493,27372740,11000000,48320777,0,513806368,35331849,46662901,54073895,69343999,41243782,10582450,14496982,13981417,11733915,4766942
20140212,827889422,105736949,55282100,23279794,60000,39671266,0,247061317,35063716,36342700,77557366,83837714,84490944,10853587,8538334,5265166,9982883,4865586
20140213,897619307,100968403,55491682,39556792,1250000,25369122,0,373040846,38764798,32871230,52683201,82356381,54149841,10185809,9263551,9104991,8475236,4087424
20140214,861625218,109640805,40335865,28727170,163600000,43549587,0,177204899,25540068,63907968,68641345,64707293,40618727,6767510,10577026,7290884,6127345,4388726
20140215,423375925,89719528,34453914,17416601,100,21588291,0,95846807,22840389,23300933,14401385,43143014,18637804,13124344,6047313,10098364,7209033,5548105
20140216,676507036,108295510,35703502,39869433,1400000,25298443,0,219476266,22043970,8212846,83111216,53880686,36292751,8076025,10334874,11711487,6586125,6213902
20140217,1083851374,134032981,25043551,32155454,2080000,35470686,0,411283928,93105530,53167752,110073654,73294852,54967869,14072436,14804211,13169402,11100930,6028138
20140218,859611268,149990611,30237187,28094421,6430100,31542768,0,328483818,45919038,50943293,41751062,58577836,40261879,9235946,12138265,11698386,10109770,4196888
20140219,1076342724,118314237,41718431,35236796,501100,31840108,0,464379483,30832808,48295939,45496492,113552597,93343140,16835802,11434956,9253824,8469090,6837921
20140220,1069323623,122579652,48340318,35332370,47100000,32440810,0,427901065,20231915,42784916,71741288,79627796,66501935,26906994,17527303,12650925,13508904,4147432
20140221,777708588,95316336,61886871,23742052,540000,36132260,0,274330723,16887174,36328705,60871840,58102393,59281077,16719622,7320340,17063046,7610467,5575682
20140222,441799971,77687500,55764440,9915364,13000000,31612335,0,72970940,16905695,25478254,20513289,29790849,38443987,9992607,11008993,9687000,12401165,6627553
20140223,555429939,72672385,76751005,35209692,250000,40073026,0,95172646,12055524,32170822,31587629,63557589,53915459,5717864,8642293,13433290,8342947,5877768
20140224,1291458796,152362500,93962895,43964505,483841,43072710,0,523370087,29180078,89378596,85618037,92183157,72571281,13958434,17361083,15235538,11675134,7080920
20140225,1573899869,148076220,109522695,35599993,260000,37943332,0,833716279,44317940,56814241,82920907,68755635,94869692,11557312,17106502,14699543,11614648,6124930
20140226,1314047449,149586900,56827314,35231071,495000,41538855,0,650110932,39845142,72378713,52169748,92433245,60988333,14264468,21505279,12041552,7766200,6864697
20140227,1178223055,118354206,69227837,60165433,217000,31168039,0,470116356,47028823,75255159,57123772,91211737,69973211,33615133,21476586,14317691,11462165,7509907
20140228,1001438453,136793864,90222771,38174917,7870000,40150733,0,334500030,31201997,35777891,70523618,98382153,61597860,10673146,16823466,9438214,11896173,7411620
20140301,719031985,114713440,78346667,39135156,2000000,32591670,0,222920418,30500394,32927314,9432986,63063801,43832164,6462312,13456764,11297587,9626968,8724344
20140302,667168240,92696098,57317688,30311447,250000,34163615,0,206025246,36770178,15431448,38035609,50787334,59159802,3329005,10282722,11819140,12768288,8020620
20140303,1659150228,169279615,77677108,35614489,210000,52283576,0,855750178,54819224,88471386,80929834,98316034,73328613,30445708,10122338,13775415,10400719,7725991
20140304,1121666444,132020326,79777241,41186380,420000,36611119,0,506409625,35984050,44168019,24600860,75957382,87430193,14798028,8426475,12107904,11504749,10264093
20140305,1340659608,198391689,76847282,44591063,882000,33978250,0,604746282,46057885,80136915,51542750,65256250,81075981,14526790,8283392,15543322,8995110,9804647
20140306,1080141511,161451591,71902435,45861443,2815000,41305951,0,414753977,31931547,43164628,49672236,83058779,69992041,15532691,15141448,13880014,11904906,7772824
20140307,673792270,126933967,59867015,28099164,51000,41703779,0,164672304,5545015,7532522,62008550,51705354,69626590,11178898,15214516,9949088,10237503,9467005
20140308,662284575,78496842,64050493,37563987,5500000,56212747,0,175773206,28733876,40139235,21330043,56589326,46830019,6534318,15259600,9651537,10922483,8696863
20140309,816868008,98358213,56397085,19921639,3000000,43149882,0,272036160,30600045,65137057,58584438,66076720,50777359,9029757,10485166,12868670,13552588,6893229
20140310,1318576957,159219284,62967393,53579688,300000,39443025,0,570583084,29861877,47552157,75621193,85693705,111415950,18668147,24153045,15634304,16337932,7546173
20140311,1192108538,145927014,60416513,41637817,530000,38893206,0,498735278,42439038,42383393,70215950,95017420,87686088,16447533,15233231,14403207,15251498,6891352
20140312,1148117172,132553394,78620848,37279768,869900,43356829,0,465206575,41064858,51400136,82971028,75239269,79188173,10808776,13065662,14559936,14847243,7084777
20140313,1126126746,142261967,81021415,31968662,420000,36282056,0,484195472,37190060,55472174,44166830,77971276,62754659,20764088,16484462,14105982,11180587,9887056
20140314,937029733,115195839,63460095,41752204,1770000,33276250,0,276884139,27702232,48636842,52241972,96042174,113370345,14353202,13026714,14770546,14148388,10398791
20140315,988992648,123743945,35413550,33085800,0,28551078,0,407437160,49615041,55113906,52558303,68469795,48449025,19825730,26918731,16404551,12639793,10766240
20140316,877762638,103868534,36150414,34399725,202000,25724655,0,367222935,20070193,51492067,72769654,71977777,45706531,9999349,12265279,6958854,11323631,7631040
20140317,1304329533,152552159,49147451,39436370,710200,61758040,0,606173355,36076504,53937303,62354691,80157864,96940094,19218912,8935130,16000754,12618356,8312350
20140318,1212319810,149433898,56448538,32089566,651100,77836854,0,441615008,39299615,95058485,97799371,67244522,81702343,12461722,17477732,21239070,14509535,7452451
20140319,1122114777,156732942,52868428,49893176,40000,39522606,0,413994973,59440966,49459436,84811134,59244523,89249884,18311987,11803612,10697522,17311789,8731799
20140320,1005809366,151622910,44495386,41174996,150000,41811983,0,344528160,53016365,51792006,53486271,69127701,100314970,7477635,9639444,16291926,9368150,11511463
20140321,737559666,119796860,62106835,35593964,0,39355095,0,179364074,15408296,17935076,61382346,61121841,77835649,11393266,14112477,23554605,8971407,9627875
20140322,693819409,87535540,50824908,37073328,40000,35182287,0,280448798,19161096,17825181,43945370,40714762,31505936,8776322,10884038,9667873,12777841,7456129
20140323,745165215,76825681,76659999,41659040,500900,34333767,0,235767708,47537816,50297890,23781654,42915257,59883586,13736249,7528380,13569428,12289554,7878306
20140324,1461615384,107549008,99401291,37198763,100000,44294184,0,757453013,64560977,50841086,56143426,81851535,95922984,16075445,17920003,15968879,8163897,8170893
20140325,1328689434,153371852,97723159,42021421,140000,47962024,0,524828335,59167634,47067475,82945783,123608261,79657043,21295154,23213772,9612239,9945505,6129777
20140326,1109585503,114457451,45833016,29295366,725200,50693085,0,420889618,63387273,47206408,77909233,101749765,85749704,19325320,15454430,18856651,9656660,8396323
20140327,1222922504,111756484,63993901,37279871,70000,45003391,0,625857783,33192985,67870893,37838801,65480895,63748103,22982469,15426612,13181254,9785847,9453215
20140328,1066495631,130699071,65362705,45327971,2030000,32425700,0,348681933,49226266,50769524,77880640,108658548,79505280,20940005,17044953,15376232,12463872,10102931
20140329,748028107,99488252,38808029,28405374,100000,41491426,0,336188451,31077735,16170678,18171772,45824955,29990850,10179164,13211419,11704724,16692004,10523274
20140330,754729383,100321217,31146062,29446683,0,30162421,0,307311652,77901623,28933048,30103058,36939410,31179829,7756854,13069585,10699267,12224764,7533910
20140331,1474157772,179565479,60782180,52772986,140000,50290582,0,623057089,78191953,108012774,80071973,78290137,90939385,18567705,19921948,10351840,15947060,7254681
20140401,1093091222,147044276,79045242,41901448,220000,48464950,0,441546211,37686349,35012862,77747199,58040867,61062709,14760764,12548767,15662699,13925537,8421342
20140402,926693242,159692342,75240562,39941108,710000,55526913,0,325958946,25336981,53734279,48786139,42860646,39119303,11742979,13820316,14515322,12084840,7622566
20140403,852305388,120473293,83958453,41364423,1017000,51965166,0,285295563,6397717,16758526,43851472,50469095,78050411,20348087,15587698,12708486,13974707,10085291
20140404,623701916,112619514,73475397,29483420,185000,33647616,0,175534892,4405321,15412705,33033870,50780232,39106790,11039293,10536709,11512566,12895107,10033484
20140405,341894852,60521562,43909167,19570359,370000,30875380,0,35449191,14795081,6289166,10294674,36215274,28751218,12092025,11942790,10328705,11124052,9366208
20140406,456402127,79195311,48541395,19946872,0,29092692,0,137042388,13517961,4502268,22946921,31863158,28729763,6944610,9138686,5926947,10563081,8450074
20140407,782523603,135498791,56699923,26095113,0,31969161,0,319386513,22046825,10169944,32700029,32287953,54582354,17166217,13643244,14546379,8784928,6946229
20140408,991972881,134942568,84261287,42403828,901000,56706838,0,294930981,47951197,76714026,25833347,80335678,76458310,23483247,10687938,13780771,13770118,8811747
20140409,1064150564,130974714,86306616,44207487,220000,52343237,0,446723528,23288044,33430238,49265742,63161289,73792297,16351519,8372907,12663252,14227470,8822224
20140410,846163822,137007430,75914793,48467008,11570000,40093134,0,236000745,21597650,34169029,30523172,52958248,86945935,15435627,10954235,22146076,13170232,9210508
20140411,809807312,119738065,71740151,38467328,54390000,45373205,0,215518610,32563878,22573360,51031176,51978554,52885997,13945379,12460441,11579641,6708106,8853421
20140412,567002242,94544184,53625671,30731155,18650000,43002164,0,147224839,5971091,10577752,28485219,45254659,40581099,8235737,9028022,11332814,10486876,9270960
20140413,584200823,68338579,49958250,24110605,12000000,36397519,0,136841940,32686845,35252002,25369440,48244989,56092266,9871006,18946889,9728365,12400180,7961948
20140414,1118620195,103158371,56032119,43782517,300000,44486203,0,493244351,48885586,94952826,48732673,53628424,66052581,19054316,10020347,13170145,15414951,7704785
20140415,1040810671,174951578,57970021,58916160,2050000,50031976,0,359965922,32627917,24689569,74253202,67882142,67781039,20541844,8623938,19944849,11538424,9042090
20140416,869093271,129185338,30682949,41416372,1670000,48843887,0,364266901,26742669,19647912,28408034,51513711,69157559,12303783,11778096,12746325,14909311,5820424
20140417,851757988,133614682,38332918,33201272,3070000,55760891,0,359661811,21927521,39357368,36877535,41266286,41566368,9285515,10143191,9911725,9021031,8759874
20140418,751459635,123757915,41922709,37241481,1460000,56321100,0,235772960,4855070,31670099,48953689,55682876,47304585,15546968,9744469,13523370,17175054,10527290
20140419,560775750,105498682,46927999,30628109,1165000,35360760,0,163192555,5697221,22150235,19919600,40601668,25878691,9512488,12747260,14976518,15964713,10554251
20140420,663922816,107552070,56823645,33002036,800000,44071368,0,187564742,23955827,52682898,22469438,45211182,45515074,8774833,5465520,11839317,9825300,8369566
20140421,1062371043,165257296,119000749,32833139,5500000,55809150,0,367753549,15901481,50417390,58294147,61446072,62729581,18284819,14139462,12818845,13660630,8524733
20140422,905544882,121218301,71060430,39724288,350000,49253921,0,307144444,48121396,43693265,45920008,57639202,56737946,17372740,11457286,12142682,14072428,9636545
20140423,1054022740,126678121,113867730,54144710,1550000,41828454,0,358548437,38203433,51730581,31389763,78545730,61815349,19714558,36336926,17954948,10496127,11217873
20140424,944967766,166051372,86644613,32386104,6090000,42435489,0,288572038,31113226,48984011,36537451,73350903,63727657,17800337,16701200,16477455,9211209,8884701
20140425,863185856,141165670,103303103,34865926,4051000,48003605,0,229280285,31761109,31001937,40747260,60967584,66621157,13936676,15805650,12841058,20321420,8512416
20140426,480359471,81853465,50520345,16854793,50000,38295152,0,119408743,6646033,20507359,31719398,27343442,32988753,11071659,9620820,13126508,12090629,8262372
20140427,643976007,108570305,84986546,23342715,200000,37097540,0,168582549,15438472,51350321,14159272,39649255,49083531,9278012,12027307,10791817,8603420,10814945
20140428,1106383527,158527464,91025145,47230212,1205000,47988034,0,353918351,52797686,33923202,75100967,70499064,96482553,17594833,17825994,18183466,14783451,9298105
20140429,894370025,156428190,74046778,37431387,300000,48285123,0,240966456,33667826,53264996,57184316,56242494,69560687,10660841,15034804,17282733,13122742,10890652
20140430,761129230,124152642,74096105,53447926,1600000,40526056,0,146887215,33953425,44142483,42593624,56940190,49502711,14602448,17037864,27042976,21292825,13310740
20140501,353838677,65970316,59241255,20036438,3900000,28563369,0,40849972,2860450,6670066,9814905,16406741,47557392,6733629,11718150,8447844,15510401,9557749
20140502,388477236,81044488,44785113,17804665,100000,33948034,0,72085722,4612333,12736364,19898097,19519568,38736338,7851435,9266437,12280351,5949630,7858661
20140503,603591698,104236197,74527622,28039315,3500000,38611276,0,199286650,6160688,6246691,19164564,34892090,40863127,8910285,10898858,8847808,11444754,7961773
20140504,1055224546,128585088,104119995,78303004,401000,57792379,0,362177022,25988325,52573018,53514912,67692760,56642490,23130557,10856715,12052177,12839250,8555854
20140505,1008107208,156425925,80592899,45900572,59488812,47291444,0,279186138,36904085,31588894,66017863,73251523,66575682,19199342,14926107,8426844,14281581,8049497
20140506,1131318047,141185009,79364806,43043925,5460000,53939986,0,492929141,21312991,39132867,53696189,80364907,62412136,17235612,6723199,13952330,13383683,7181266
20140507,935810047,150536990,70769268,33834347,3950100,43975569,0,361906587,15809585,47904873,63390259,38498150,44555208,14203890,16444944,11992480,11402477,6635320
20140508,930169778,134293103,81006973,55788095,323800,38068679,0,358985372,36279813,37150796,42834172,45225871,58806885,5833335,7930218,9639299,11454304,6549063
20140509,663111696,126943933,73041850,40248923,16245300,42070672,0,122627797,25222956,31882402,38446921,31164132,54381172,8437630,22872826,10800270,10733722,7991190
20140510,421426911,82045164,64452961,41761670,5000,36073098,0,37319777,12670452,21038171,18075063,25164946,36297467,8083997,8438433,11308886,7515957,11175869
20140511,569188828,113655528,66842902,38878308,100000,49240336,0,122298038,18186633,22953311,16430758,26670829,40209026,14964333,9639918,10646724,9868981,8603203
20140512,1149138669,129301117,87928185,53951794,11060000,46530306,0,422095298,56155513,58732734,76891818,73155270,72261563,21763391,8622954,12950161,10411318,7327247
20140513,1029146114,137073388,72974653,41585542,2000000,58062726,0,359536557,60315564,59332448,56227904,56241924,66981544,13428009,10570320,16312878,11511038,6991619
20140514,1031829159,114103882,58013829,46804166,43010000,51203607,0,407583010,23512302,66839163,63191376,52683346,58877459,16716519,5308392,8637617,9832171,5512320
20140515,952913519,127192746,36653596,69268564,25700000,43780316,0,296497546,28761014,56132455,92920489,48058934,61984997,19118494,10672856,15292989,12507311,8371212
20140516,761267069,106241569,45972318,38759391,1300000,54122146,0,217110723,13016129,44262613,43029243,85741896,42902128,17334712,7713431,20738388,13720143,9302239
20140517,634493111,125155640,32131768,37369683,0,46856715,0,200724523,19087381,34955296,15427784,31549390,41795109,7168959,11621460,9810506,10892782,9946115
20140518,632326858,108204650,35302087,35336956,2005000,36007036,0,169869368,14185881,45745424,34369212,55619014,35337199,13115447,11549526,16886953,8424498,10368607
20140519,1253371215,157814744,50709933,58022387,9021600,57502078,0,511414086,21759371,77554560,77770838,99001306,72379436,15064339,12129496,14684609,10652523,7889909
20140520,1058700731,139972713,56293245,49230894,600000,52119288,0,421036523,53764491,28345247,72102230,56411719,61346465,15721536,13407617,15264828,13748728,9335207
20140521,842564229,149117778,74796138,60033752,2010000,47024207,0,203875842,36757747,40134963,64379551,37636826,61263631,14649292,20760948,12849215,9676360,7597979
20140522,847421768,151610188,75650480,40288079,7100000,49417114,0,232833899,53682525,51301209,52410246,32374656,54294999,8751956,11433322,9823483,8524339,7925273
20140523,672341659,141141690,72850314,31270700,20000,45268080,0,140310954,24345744,34068653,33344471,45059661,43777844,10147049,14456011,15460613,11230960,9588915
20140524,594191835,107724907,70247120,19693110,240100,38916579,0,141828844,15164486,22966224,33945876,40947921,40637008,13404452,15825553,9792182,11415923,11441550
20140525,683904643,91484927,69209798,21077773,2000000,38599671,0,247746443,25723919,32042774,29718822,33994356,38792455,10824401,16340133,7500685,10155565,8692921
20140526,1131983595,183290402,79248745,50233514,26200000,57931768,0,443432467,38889049,37396184,21780564,50403958,61575998,32688006,19136219,8789387,10439068,10548266
20140527,852759024,141223780,70232801,30830861,3250000,53121021,0,185967271,54897295,51964770,94892880,38041513,66427872,15191438,13221388,14118417,11561234,7816483
20140528,1069478302,146974389,78292515,43266323,3800000,52713155,0,404248331,44524637,56573525,55357295,47506154,78915599,14900940,11608823,8199968,13943403,8653245
20140529,929565855,166015847,80861086,61209932,5500000,42528562,0,249759347,74951634,29820550,34646948,53930546,58197077,14569337,18934023,11007399,17663796,9969771
20140530,821674693,138207352,57330492,59793373,6100000,43507083,0,192980822,49913816,26810990,48910501,66778155,62712408,17002386,12086006,15527840,12960645,11052824
20140531,486335199,98583365,39291189,30476013,10000,38652212,0,51311480,23835861,18611498,31329234,46764326,46626235,12192498,10765829,14547009,11965902,11372548
20140601,510179061,84524611,63998817,34287082,0,35524841,0,125038439,25143436,12677246,14389450,29149407,34996747,11403021,11851176,4362977,12969158,9862653
20140602,526313376,89026200,62318453,16432319,100000,35455152,0,74237767,30841404,29671127,51063527,38126536,47907599,8207042,8363717,11218772,14192139,9151622
20140603,1262849834,153040393,98792158,44638966,3500000,54225305,0,573956468,24904860,56655627,38813962,68531030,73257521,21200844,17844946,16455542,9606338,7425874
20140604,1011805928,168533367,104115887,51509769,2050900,54358715,0,359061172,26696498,34131791,25027737,78442463,45270994,11647695,17630141,11023239,12223965,10081595
20140605,956689776,165098968,77613655,48821595,98600000,44828545,0,247679202,51261034,20406013,27076705,41318511,71712025,12135793,13270725,17986250,11981469,6899286
20140606,840725163,129138867,78740105,46358259,1000000,57538721,0,218501254,52046127,26603479,46369673,37728907,82955079,18606429,13845866,10576680,12423342,8292375
20140607,520236581,97990788,57624198,38834048,2120000,35212939,0,85289858,17151336,22179955,25941361,32807807,51148441,14679201,12126023,8633232,10179959,8317435
20140608,539414916,97553451,69138033,34238055,0,34177981,0,155151816,7991438,5754548,2132134,38789132,37796035,11309558,13625976,12330683,10532165,8893911
20140609,991554728,133855934,73050738,68914234,0,47021679,0,275881953,43949795,37888950,70937801,81442222,74850906,16273752,18930775,25179736,16171918,7204335
20140610,958028076,140549540,79422176,57628516,1800000,49681700,0,319505034,16733032,42575490,44326193,50226020,71919232,31349591,20435718,13320932,10213943,8340959
20140611,849220391,156098967,66957512,42539218,370000,49475782,0,223670634,16392888,25246746,64140006,69943747,69853362,18912765,11968286,12482356,11406136,9761986
20140612,878073690,137726682,64223421,73415871,63030000,40639432,0,168686634,43131002,54262052,35601761,54698319,71121069,16177181,13448575,18272014,12621002,11018675
20140613,711304989,128345144,76443046,37017466,2900000,51117942,0,172826187,30354316,12293079,28060410,64302543,57157114,9976990,10144949,13142953,8329578,8893272
20140614,584584153,120486034,42608343,30682541,25000,31778201,0,187949548,10287550,36837762,5923334,29490868,39264338,6096589,6498094,14697829,11949459,10008663
20140615,647180585,100852118,52694980,28510108,50000,36848566,0,215252775,10448297,6471978,26767260,52632929,51514260,13650239,15957673,10897152,13707010,10925240
20140616,1115064026,144224315,59490316,65998274,1000000,54314512,0,453241520,25187521,52488499,88175975,57023080,61047472,12817171,11125422,9257676,10246216,9426057
20140617,1130015079,130467344,53130084,42573920,42517138,59371512,0,472957746,40930426,32573535,46708206,67824615,71727903,17312075,14406593,14069821,14549366,8894795
20140618,1249375149,138991421,36112646,44361878,110000,71007685,0,512042344,36000917,52402461,97565040,111230770,69485990,16631091,23217452,16369828,14731395,9114231
20140619,1125610758,141532481,54472169,44819215,1700000,69582462,0,492996886,6921219,23326816,66572426,60568136,86455970,21504793,11432064,15121483,19892954,8711684
20140620,1015111194,165388019,75734876,45350144,1900000,51567807,0,315701830,40241926,18206904,75664448,79276273,67829298,22727074,13957406,13703189,16060751,11801249
20140621,621729256,109362064,54282703,32356997,10000,40793878,0,175707593,7313077,8330571,35744291,44553513,51911565,16222788,9414679,14275752,11508105,9941680
20140622,694468262,115411799,54183082,38683866,0,33964786,0,211591217,20821034,11246722,45288339,44584763,65010696,10871368,9749325,10840311,13027212,9193742
20140623,1468797041,159982693,84481315,53733157,100000,44320592,0,675042877,46130461,58788733,100362470,77092740,94815931,11150600,18880569,16710165,17110523,10094215
20140624,1487077921,194559751,93702285,30067016,72800000,60273949,0,584000690,45728453,36620900,90304571,108917925,100587868,13459040,11261262,19030972,16211930,9551309
20140625,1273672648,160130080,117606706,37915173,19300000,52181427,0,431382972,77856972,61712567,56109755,94146231,92198350,17036518,18982540,17524797,11832147,7756413
20140626,1334529832,179180552,82581612,39806651,27500000,64624878,0,519539474,71966515,44021096,70933254,91094808,83339719,14069829,11972548,12853400,13215394,7830102
20140627,1079126114,179442358,56888136,32307667,19350000,50216936,0,385378730,31556908,21894243,64730350,89522255,68572341,19067243,19996348,14383332,14825195,10994072
20140628,746553542,149398400,60074697,39307033,0,42770017,0,153170935,19085963,41604490,77134341,52100999,48758299,10302478,17067983,12831137,11609595,11337175
20140629,931620037,159043638,57523858,39313523,1000200,45170767,0,265906622,10727466,69736520,34583984,90298358,65619545,31402108,14664832,24435298,12196313,9997005
20140630,1513804836,204279809,69826228,64220358,11000200,63738147,0,542589453,70618752,90111832,99010452,88189347,119151529,18299183,20785804,22753430,14908129,14322183
20140701,1152439615,183939645,83342920,55118589,7000200,56693798,0,300618549,38195831,62856855,75642921,93301778,109205121,21671229,21442697,18976143,12150691,12282648
20140702,1238475458,142276867,81254531,77254569,6000000,54544163,0,443695109,46566850,59282117,86736060,84970813,78293017,11889389,30450277,11683627,13561102,10016967
20140703,1065113399,131483120,74917582,70785778,20730000,41422347,0,332086403,67276012,50604870,63202573,58756644,74548081,14948820,13579541,21122558,20313718,9335352
20140704,721247030,153432354,68020805,46440271,2125200,59659363,0,85937986,41121701,39952935,26328504,44712927,84919205,14779207,12872014,21825084,11225349,7894125
20140705,632298301,114144984,61079535,35080972,200000,45845110,0,140450684,21209834,39815131,23732863,29566977,50013778,11871972,22020026,13063564,14001623,10201248
20140706,550798204,79851352,52938623,35332476,300000,37045783,0,93410943,30994157,34850518,23708899,55150233,49590474,3027493,15382070,16401393,13474533,9339257
20140707,1064665636,150213163,106061724,58333075,400000,49920897,0,302434662,59385397,49015879,84332157,53523506,85417614,10553491,16704383,16272558,11632195,10464935
20140708,1013498905,157124939,76191507,41922324,37300000,50242216,0,315791896,25748001,46797258,76904498,59842942,54868559,19907892,16229828,17387594,10269591,6969860
20140709,1228887069,145572057,80189619,54101316,1510000,55326954,0,484458320,59936819,38397645,86435487,70827083,76797108,20980344,14816302,11952971,16022184,11562860
20140710,1064396479,152460845,97873415,47633293,6580300,51602409,0,210241498,85173289,55919565,103330837,84938621,91849413,13345941,24153377,16250280,15515427,7527969
20140711,733882032,110048866,79227798,50394483,3200200,45652774,0,174294515,27744246,41531982,44204886,27674163,63201331,11465437,11492216,19144878,15169133,9435124
20140712,633273805,97009279,57691473,45479739,5080000,47129954,0,199789053,18092939,23522062,21023569,31156070,43945003,10638856,5718439,6392177,10401313,10203879
20140713,556986336,95250121,64817423,35067349,1000000,44417740,0,92227777,29975421,22815153,19528694,38621531,48497405,7619615,16432786,21499559,10358382,8857380
20140714,1129795152,158695093,83875029,52839818,3500000,44553434,0,422373492,19165144,36616993,67873809,85748198,70106199,21173278,19866026,20376230,14511401,8521008
20140715,926324069,133516979,57516774,37309239,23832000,44411846,0,326979807,20625766,37999298,57377936,58959648,55425666,17582582,16266213,19087549,10478511,8954255
20140716,933710356,141236544,54534882,56203781,23072000,42287377,0,275368032,26071325,60619640,54038624,66238011,53225032,21312051,14426503,23952654,12113984,9009916
20140717,1018760950,116184191,37115686,48858907,87100000,48781534,0,367472786,58379251,31907641,33834252,67936205,60342889,9965367,12766089,17621169,12192727,8302256
20140718,830952813,162434914,53585113,47847037,120000,41918414,0,220853967,31835501,42558406,62831076,49323736,51169404,7721968,11995848,23055270,14016703,9685456
20140719,632613700,107417150,35405989,42405826,300000,43411962,0,182386033,19871820,32450462,21527385,38400109,59512463,5553116,9390777,12499332,14184040,7897236
20140720,719839198,87714527,69773424,48718594,0,37626577,0,229444308,16772535,26038276,44957265,33605934,59841070,6754626,19911742,14664575,15359226,8656519
20140721,1190369958,156847499,78967846,63094976,100000,56504118,0,417894980,67703174,40970577,61087867,86221102,92253062,16177314,14843963,15101877,14241930,8359673
20140722,1312410471,165666604,82208454,62278838,87822000,52376514,0,522845061,44837380,31665477,43674032,62405326,78222484,16791483,25206808,15790715,13418678,7200617
20140723,1116484141,187737733,66100759,45689578,16210000,63224693,0,283811523,101220101,55261501,55861919,96536684,78422883,18733388,9104497,15548246,13630152,9390484
20140724,1125162507,135393196,101620926,60680699,65010000,54247660,0,316407813,43035865,43547591,60608457,90994362,91602741,13462948,15982940,13330592,11407295,7829422
20140725,711686622,97050013,93335474,66555747,33000000,42787894,0,87946753,16321295,20813140,48896511,54837106,76836582,16743346,15209773,15431545,16047356,9874087
20140726,578280477,103142369,61072021,38215973,3201000,42353346,0,72272659,24827066,26150763,31692354,47483582,59636625,16916660,15805090,12013041,15216328,8281600
20140727,607609483,120432886,68954952,32485044,5900000,41572826,0,122625824,17319169,18266025,31341581,32911127,55494952,17564401,10871567,10450976,12511039,8907114
20140728,1203257220,149175354,84034210,62288551,57400000,51039219,0,374615727,75036570,48227158,73262947,72090519,74656571,22979016,16651795,23041960,10103545,8654078
20140729,853300674,126534228,46118419,57976257,901000,48633337,0,267027653,24991673,27049171,44243664,65755323,63498365,22012008,21152705,15674267,13731408,8001196
20140730,935698563,148855144,63337481,50701474,21426343,53103855,0,253461641,48098839,36695972,63781023,80081038,51493240,16877315,12534724,15258837,11435730,8555907
20140731,1135234949,153801849,64914191,50490024,60980000,53807499,0,381949444,38142936,59903606,49649527,87081206,51537930,23936553,16703353,13453307,20855474,8028050
20140801,870055896,171526338,79746579,65867369,17800000,44300088,0,201251181,24653554,44473404,44132208,29544568,76757083,18319072,14569575,13436132,12053517,11625228
20140802,490901486,68753058,61507618,48574631,2000000,50401412,0,94943475,4731509,20846954,26652193,20493845,38005646,11298975,7969816,9871945,15073044,9777365
20140803,662743001,69551437,71406762,45724659,10000,42388835,0,209939297,5592919,39216873,16503719,52151772,44173007,15814027,14330683,16371792,12262636,7304583
20140804,884036613,124675446,77289733,76052202,4350000,59072089,0,162984927,37117346,66224671,53310047,49723274,92509463,18512774,21722816,14914279,13996905,11580641
