report_date, total_purchase_amt, zfb00, zfb01, zfb02, zfb03, zfb04, zfb05, zfb06, zfb07, zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb30, zfb31, zfb32, zfb33, zfb34, zfb35, zfb36, zfb37, bank00, bank01, bank02, bank03, bank04, bank05, bank06, bank07, bank10, bank11, bank12, bank13, bank14, bank15, bank16, bank17, bank20, bank21, bank22, bank23, bank24, bank25, bank26, bank27, bank30, bank31, bank32, bank33, bank34, bank35, bank36, bank37, share
20130908,98918622,0,0,0,0,0,0,0,0,0,134620,6506797,1941426,1719668,5561595,138137,136185,0,3369415,13167831,6052153,4617156,2063421,1802536,691051,0,226731,1968667,202941,19881,410542,330166,30389,0,0,0,0,0,0,0,0,0,0,0,1018601,1607508,5055274,0,0,0,1310538,8685115,3067992,392517,1503748,29552,0,0,1569768,4441167,4607298,2323613,3244787,2345807,5921453,702576
20130909,213520532,0,0,0,0,0,0,0,0,0,1644326,3090341,782602,1603787,249625,1950286,391,0,6849922,44446203,23774143,18148507,15796649,5131678,6284416,0,1168957,9942667,1723109,851051,14756,0,110019,0,0,0,0,0,0,0,0,0,0,0,2034204,4908254,4917991,0,0,0,4215325,9217668,7481660,1194796,200485,115153,0,0,7822489,8989148,2339573,2905271,4966280,3295606,4542087,811107
20130910,235334890,0,0,0,0,0,0,0,0,0,332843,1528046,1039450,2641105,2656293,1816449,326999,0,10916598,39786963,17269583,4769597,36166173,2748438,3088989,0,1210331,15615244,19512,199023,15737,1431,1001785,0,0,0,0,0,0,0,0,0,2562747,10289389,6405662,2986372,98198,0,0,0,5451981,4328718,14012149,721395,1075330,1465505,0,0,8988394,13831554,7448605,2641917,3336310,2039089,3692636,808350
20130911,156030112,0,0,0,0,0,0,0,0,0,1409561,1751949,1371914,7911638,3339275,1274,14292,0,5605314,20107477,11776321,5013740,6509971,11230340,4384501,0,1143713,1798948,1750166,11663,2512511,192469,101,0,0,0,0,0,0,0,0,0,0,5028813,0,2973046,0,0,1953882,0,5759066,8782890,8760051,0,2090753,200570,498,0,8366168,7547598,4067317,4001706,3630426,2054884,2225986,749320
20130912,200890607,0,0,0,0,0,0,0,0,0,995264,4355419,2313191,1365021,996331,0,381764,0,17771222,29369726,17552573,23767676,10502055,3542553,21067350,0,0,125937,1609394,412425,1853,226218,22406,0,0,0,0,0,0,0,0,0,0,408564,0,0,1956891,3033970,0,0,5823821,6183315,8554340,710782,3996012,1322671,0,0,4345408,10195826,6319556,2020004,4664236,3453477,756459,766897
20130913,138108652,0,0,0,0,0,0,0,0,0,598039,5777550,1905940,1052689,4371648,60615,92756,0,13140594,33924136,1334650,2260108,2896780,1929398,267258,0,722188,2340970,61328,49373,80,5114,21483,0,0,0,0,0,0,0,0,0,0,1007537,0,0,5019327,2026879,0,0,7227630,8638807,11024485,611016,272724,996948,0,0,4358805,10199650,3602843,1223547,4484807,2822327,927117,851506
20130914,98337797,0,0,0,0,0,0,0,0,0,285911,3151971,1012031,8778382,19827,0,9932,0,4242599,13175527,5083890,1985486,8404254,1525452,165995,0,562033,633029,1272235,189808,10831,0,1472,0,0,0,0,0,0,0,0,0,2986489,0,2224162,0,0,0,0,0,6571087,2391478,660107,2605909,200830,0,0,0,4274055,6523359,8853111,1216171,5802403,701782,2023886,792303
20130915,130360305,0,0,0,0,0,0,0,0,0,148602,1893912,1600133,1070534,7082519,1993,9951,0,2701676,54099815,3787018,4635024,5176818,1014791,2876153,0,495804,1178771,616964,18477,523813,59528,0,0,0,0,0,0,0,0,0,0,3144306,0,0,0,0,0,59632,0,1010842,8037850,3637145,1489712,1950852,0,0,0,807512,7716132,6943778,2926994,1016499,872274,970234,784247
20130916,244970979,0,0,0,0,0,0,0,0,0,5132377,5278805,1105015,3682558,5826498,100,40733,0,20565344,30502981,28792464,25435196,5329661,4467588,6660696,0,100431,25592685,1929053,65485,2003,9957,41839,0,0,0,0,0,0,0,0,0,2946315,1384358,0,0,0,0,0,0,4134117,9111147,13438676,0,7636312,993395,0,0,4646846,11160624,5833516,5306133,3755298,2032363,1159030,871380
20130917,205792163,0,0,0,0,0,0,0,0,0,2795340,6607201,7345425,2183064,6726061,2983431,450511,0,7137053,50713102,5100936,12648686,6474155,7740442,4740785,0,0,2308444,2184547,701801,2856493,0,1155546,0,0,0,0,0,0,0,0,0,0,843163,0,0,3981687,0,2022216,0,383348,5025146,12838143,903903,509115,3363433,9873,0,4049567,19615567,7484405,2713582,2955712,2564884,2902739,772657
20130918,165970416,0,0,0,0,0,0,0,0,0,101236,3769008,2479540,4024211,841290,3637438,200340,0,6886133,15731415,17634638,12820173,9207874,3743432,82344,0,1025142,3570487,189686,6689780,1066122,490,81688,0,0,0,0,0,0,0,0,0,0,306704,0,2017063,0,0,2013546,0,8916268,8588311,6853996,4112149,0,4887306,0,0,4588533,13276634,4404350,4015402,4406021,652472,2282342,866852
20130919,90641505,0,0,0,0,0,0,0,0,0,2388989,7307584,739308,2507028,1188046,1392634,73581,0,7518097,15100583,10328244,4221023,1012628,5340666,195544,0,0,1794195,10368,51202,110,0,1232176,0,0,0,0,0,0,0,0,0,0,200822,0,0,506586,491612,0,0,202775,208876,2470416,489544,302194,984986,5768,0,5226414,4528172,3078673,521936,3685642,3221074,1282583,831426
20130920,78211465,0,0,0,0,0,0,0,0,0,627037,4317455,143804,5857300,5319003,1625186,0,0,13387538,8830209,861491,1694204,2858437,673203,7467,0,12058,71816,188192,316987,200583,102525,2091,0,0,0,0,0,0,0,0,0,493213,203067,203736,0,487850,887521,0,0,10264204,253443,1696372,802552,295701,681531,0,0,2268240,2423430,1355579,1295549,2822559,3637352,197332,845648
20130921,114655993,0,0,0,0,0,0,0,0,0,2030860,2478554,1718393,3908123,1702018,990041,268487,0,2477874,43444537,3863393,3378022,3350161,1253326,299594,0,684,255788,995140,128606,51748,95462,29776,0,0,0,0,0,0,0,0,0,0,196764,0,0,0,704944,0,0,5039509,5427464,2780747,603821,1796986,0,1994938,0,3249996,8571275,4676074,2065023,2134016,1229261,618925,845663
20130922,229705941,0,0,0,0,0,0,0,0,0,2361173,4102088,2503883,8404332,3430689,2102833,0,0,7021610,20720902,7930141,7033769,16567289,56054761,599193,0,4493308,691004,9200,275113,0,48936,492718,0,0,0,0,0,0,0,0,0,7066389,515689,0,0,4919733,993017,0,0,8242519,10250874,712457,71757,6331228,5628106,0,0,4255423,18274312,5109447,2457268,5800491,2385610,1008103,840576
20130923,215173883,0,0,0,0,0,0,0,0,0,597343,8546539,3870187,2918446,3345067,1994393,0,0,18197205,21929335,10522305,8935472,9660399,5093603,826649,0,420946,23276064,1801782,3880767,556710,129748,278134,0,0,0,0,0,0,0,0,0,0,201315,0,0,0,507773,0,0,4406925,15342084,3877242,6854304,10858065,4245110,0,0,8211436,15107635,4222231,3166903,5794594,3542988,1235503,818681
20130924,220603453,0,0,0,0,0,0,0,0,0,407364,7407436,445718,3892979,2915759,0,0,0,16646132,54050145,12822651,2804957,22899932,604950,18845989,0,2658935,12232801,4280358,1910053,1713033,3903078,253264,0,0,0,0,0,0,0,0,0,0,304108,0,0,0,0,0,0,4551500,4045635,1142647,3969854,302531,955446,0,0,2340287,11086017,8977951,3670296,3978664,3053434,652458,877091
20130925,178184987,0,0,0,0,0,0,0,0,0,1596120,6719119,468288,2749039,2899791,542943,0,0,8558394,21467410,8273772,8950573,16717790,1224624,2918207,0,367980,2963944,5785006,1341970,2895268,398275,14583,0,0,0,0,0,0,0,0,0,3043756,4948017,0,0,2966365,5034616,0,0,805336,9919132,10953905,3987934,2967520,8710,995953,0,4897208,18192963,3662173,1929173,2606059,1936567,1504778,971726
20130926,196326843,0,0,0,0,0,0,0,0,0,111564,7086860,1483786,759249,1610913,685715,341754,0,17598599,23145330,14954498,7221405,31047561,6845359,1300850,0,5845,8405191,299390,379591,1403521,212384,102155,0,0,0,0,0,0,0,0,0,0,685589,505711,0,0,0,0,0,7664331,2298557,8173414,4562717,2222363,2296426,0,0,10768796,11128825,7487966,3351754,2711023,3311289,3127089,1029473
20130927,257158567,0,0,0,0,0,0,0,0,0,152993,3899487,285510,12875890,3331505,897912,0,0,36725823,18124621,7042422,5424407,9615687,13751972,5984984,0,814217,38222463,100306,1171612,13868169,3367428,597809,0,0,0,0,0,0,0,0,0,1998885,1906013,5478146,0,64783,5009141,0,0,7886572,7544546,3813456,5117901,0,980520,0,0,5064997,19755060,4883734,3732150,3077248,2070432,1532532,987234
20130928,118852653,0,0,0,0,0,0,0,0,0,727029,6408934,2134935,1845379,1620264,0,7804,0,5297306,7226691,8940269,4264535,16345120,1215713,19448,0,3025554,5366370,8474,35086,2423691,663601,63747,0,0,0,0,0,0,0,0,0,1012230,2527690,0,0,0,0,0,0,4469739,6455700,2443856,3468729,1589108,0,0,0,5999131,8480839,5451334,1793126,2957835,3052047,563441,947898
20130929,161394027,0,0,0,0,0,0,0,0,0,444736,5263445,11194753,704490,361148,0,29339,0,6127241,21071210,10503072,6347795,14092295,1062868,243401,0,100456,3167541,132625,1222339,373250,98095,507,0,0,0,0,0,0,0,0,0,2960586,510220,8563189,0,0,3101457,0,0,2806117,16520026,5058477,4449291,2142330,0,0,0,3701814,10719090,4661522,3860421,4734783,2694122,1433372,936604
20130930,160072281,0,0,0,0,0,0,0,0,0,60706,9654307,939207,540996,1334104,0,992,0,13349926,15652671,15221352,7877887,6073654,10220199,4161547,0,215258,547817,2814659,10424,510900,19404,503,0,0,0,0,0,0,0,0,0,0,0,1971676,0,0,99985,0,0,5912777,8244269,5130816,0,1998640,1978045,0,0,4984539,18068691,6655981,4232900,6026666,2882059,1756645,922079
20131001,58411310,0,0,0,0,0,0,0,0,0,729107,2530163,0,546022,108541,0,0,0,1586014,6634560,2412992,2045836,1974220,241794,629717,0,56427,1152399,5117466,43388,113760,1077,0,0,0,0,0,0,0,0,0,0,1990050,900440,99059,0,0,0,0,0,98838,5610113,1394344,0,805944,887344,0,0,2161857,7330563,3208540,1188071,2485263,2157478,1237078,932845
20131002,54721123,0,0,0,0,0,0,0,0,0,541628,2272825,502729,1347034,0,0,0,0,2213617,8220123,1857350,9526135,2535522,427534,98689,0,10240,150170,0,255479,1660208,49754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952777,0,0,0,0,1335890,1067350,0,604198,0,0,0,973490,5992093,3339105,1434702,1061550,3113532,1200394,977005
20131003,64648545,0,0,0,0,0,0,0,0,0,614566,4201429,1504299,2602595,230104,2952,0,0,591677,8682439,12958363,4072856,2063165,2126061,203579,0,9775,300855,897423,9792,0,40416,0,0,0,0,0,0,0,0,0,0,2945695,1019268,0,0,0,0,0,0,0,921641,4977206,0,0,0,0,0,302455,3891690,2007748,3808168,1009712,603415,1070264,978937
20131004,66589920,0,0,0,0,0,0,0,0,0,287243,632068,21427934,949714,209737,0,29482,0,1628774,2340240,877312,3078956,5890099,492293,206996,0,29593,1928448,2043934,1310265,66602,790,0,0,0,0,0,0,0,0,0,0,0,1882,0,0,0,0,0,0,1172078,487284,0,505,0,1009101,0,0,3598639,3317176,3116297,1657648,4677246,1416569,1724171,980844
20131005,54212404,0,0,0,0,0,0,0,0,0,0,5179116,1419950,3162757,665452,13507,0,0,323905,5941417,1764680,1083457,3032437,324616,10142,0,0,2403169,458582,11025,1898645,23660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5264252,1529722,489225,1206,2048388,0,0,885098,4310418,2399833,1027233,3052451,3086789,1420521,980751
20131006,70693085,0,0,0,0,0,0,0,0,0,293641,3248044,3121428,1672159,3686944,0,9813,0,2755019,6481669,833734,2154392,3864411,3348740,118784,0,39636,418101,625534,276493,926281,264006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755913,8606392,0,9920,0,0,0,0,2247782,4470900,9234407,2859688,2402427,3083955,1912629,970243
20131007,192110784,0,0,0,0,0,0,0,0,0,518525,6392883,1917428,2496225,1690672,0,0,0,4659473,59644817,20820995,5159322,13211138,8074275,0,0,25886,1832272,127900,49595,113089,163397,0,0,0,0,0,0,0,0,0,0,0,506201,0,4889658,0,0,0,0,3502725,16032160,3609553,3918340,509407,0,0,0,2024191,15566374,5304471,2112529,3170083,1792856,1310194,964150
20131008,400213868,0,0,0,0,0,0,0,0,0,1631241,8908313,4564593,5429850,1833130,0,0,0,15686505,67567256,6489617,21979903,26880259,5584735,18157471,0,589207,56375024,24450078,302951,10283175,1075855,188973,0,0,0,0,0,0,0,0,0,505512,2443705,3874483,4990323,0,0,0,0,5902725,16679985,12125846,3496469,1985392,6826834,494706,0,6103880,29604277,7783949,4690668,4391599,6593830,2660513,1081036
20131009,274434171,0,0,0,0,0,0,0,0,0,1516475,7377244,5481539,1858361,3215503,0,98959,0,25794824,19047726,25345160,10493862,18373508,3328394,2309677,0,22088173,633670,349939,1290804,1451351,397611,49877,0,0,0,0,0,0,0,0,0,1024414,5421194,5050284,5018996,5008184,2937347,0,0,7643038,6538058,15949471,266410,3566456,4123674,0,0,9365392,26074473,6745096,6306559,2998576,3473395,5461827,958670
20131010,293972112,0,0,0,0,0,0,0,0,0,745566,4891349,1551492,2999403,1228939,10150,33064,0,22549204,28819516,27845688,16912113,5324881,3302159,7821336,0,3965711,548687,169439,13871940,1146541,104688,40037,0,0,0,0,0,0,0,0,0,1894601,1498694,12801327,4861956,5071016,1651891,0,0,11469446,19760707,13627479,1583002,3291305,3471921,504974,0,4754985,30704896,9649277,7378373,8809450,4810320,1501071,993518
20131011,289116360,0,0,0,0,0,0,0,0,0,295048,4726710,1157126,4309694,518278,5003,151409,0,40979773,38202364,13129620,12247280,17407927,14381064,9273996,0,1640997,1379298,11179497,122311,347188,6356741,109823,0,0,0,0,0,0,0,0,0,2968281,100571,5003387,0,0,5111769,0,0,8247322,19032927,7246968,3258997,5038063,5752405,0,0,5578485,19145142,8034048,4154085,7646078,2903697,964121,1008867
20131012,314468363,0,0,0,0,0,0,0,0,0,469396,3583170,19527849,4238217,7878607,0,40515,0,31846411,50500519,57887225,26104058,17203609,1978643,142386,0,1617981,283417,3039625,765773,23395,101878,11795,0,0,0,0,0,0,0,0,0,0,10748957,4945197,0,0,19,0,0,2889789,5321657,5196545,51614,939835,833901,1787217,0,4658793,16893444,12036336,10421327,6836048,1249604,1383989,1029622
20131013,182858328,0,0,0,0,0,0,0,0,0,2008363,3288776,9281318,6757010,649136,5055,0,0,4084951,27398893,29408106,825289,11619956,1655787,142162,0,985,1841312,52103,632831,421796,574451,3904,0,0,0,0,0,0,0,0,0,6074388,3074697,5058650,0,0,0,0,0,2329533,1647803,4751137,501064,0,4061114,1602858,0,2354532,22884400,3415485,11494258,2588330,6516919,2830147,1020829
20131014,417460081,0,0,0,0,0,0,0,0,0,1284678,7909443,2963600,6549767,4214379,1850798,0,0,99800959,45174431,16468126,21808454,7209918,16653427,4659719,0,12740016,4256931,1440930,1358632,633868,22813585,16773,0,0,0,0,0,0,0,0,0,294852,6532193,3020076,0,5035875,2955983,0,0,2429682,23978241,4312265,1506666,2477588,504465,0,0,6010028,27457445,18660329,12227686,11323441,2879706,5053769,991357
20131015,346614200,0,0,0,0,0,0,0,0,0,2221462,4722541,1755582,2450450,509455,1325342,0,0,21207451,31553440,28297736,21566074,11991956,5913175,4723714,0,24712522,19837135,2426221,1563600,30593867,22511,346408,0,0,0,0,0,0,0,0,0,2002805,4575130,5070975,982455,601887,0,0,0,2279826,13470449,17138544,4933916,8330881,1024280,0,0,5576225,21398819,16564610,9645009,11148818,2120007,943716,1065206
20131016,363420403,0,0,0,0,0,0,0,0,0,2458473,6372633,2836854,4245310,1023607,1606807,0,0,18096319,16206464,20727471,49983438,17441571,1816250,5914730,0,126550,38692231,6131569,1512472,5320741,198742,19127,0,0,0,0,0,0,0,0,0,10589590,6526024,5013562,0,983409,5018587,0,0,11453092,21909157,6539732,2507409,3204209,697864,3115064,0,7534924,35494723,12684250,6758930,6931502,8567946,6037688,1121382
20131017,296070297,0,0,0,0,0,0,0,0,0,1676315,5860887,2034415,11448070,4803709,1610477,0,0,5502273,21613688,6179293,42754143,4421975,2312870,3325758,0,1424064,11741847,72388,737276,926973,355876,124923,0,0,0,0,0,0,0,0,0,2468282,6201657,3973967,0,2771728,0,0,0,3520167,24300846,16629413,7510419,3193780,2971197,495571,0,6956268,34348795,18870882,7619062,15297515,5051280,3830865,1131383
20131018,236454735,0,0,0,0,0,0,0,0,0,1795330,5902419,2461833,1543006,1299994,1614067,633317,0,16017535,44262937,20434248,15062489,3052020,2266689,693173,0,337761,3520807,9679139,2125849,66309,39823,48761,0,0,0,0,0,0,0,0,0,2348610,103426,0,0,199117,0,989606,0,6688734,7818221,10104352,6335225,12648604,1503974,1967341,0,4819992,18687620,9036732,4963567,4168870,5330291,4720758,1162189
20131019,198958559,0,0,0,0,0,0,0,0,0,5155356,2011058,2422160,5366829,7223397,640149,0,0,1657102,23670430,27655099,13621680,3349978,14035872,1032307,0,3628254,316939,3441184,83406,5037636,47918,283219,0,0,0,0,0,0,0,0,0,2161035,6021360,0,0,496038,0,0,0,5966379,3395042,109845,1991432,8269083,1081938,2411558,0,4315502,12802539,12321634,6487754,4554923,1763370,2960548,1168606
20131020,187152905,0,0,0,0,0,0,0,0,0,1957228,2281648,5880023,11746000,6791469,1237426,0,0,7606146,18531987,10721340,7053251,10456048,2727809,2586353,0,416031,3387392,238500,2442782,80983,115567,3036,0,0,0,0,0,0,0,0,0,4756939,0,1199532,0,1470733,0,0,0,4834993,6060843,6262442,1050682,102146,0,2505411,0,8412839,21112160,13328020,8400715,3478422,2471469,4281697,1162843
20131021,386053376,0,0,0,0,0,0,0,0,0,6872294,8785594,13057919,6620548,12431251,5649962,0,0,11027474,104271004,20487845,8003069,13166067,13996644,1892506,0,4711182,1915296,83270,1494828,1556982,629683,500,0,0,0,0,0,0,0,0,0,2202770,8042009,0,0,0,0,0,0,9041143,13812431,7101379,4210388,5142991,2765538,2057109,0,7782197,34713512,21856433,11507881,11088171,3926304,2943039,1206163
20131022,355931275,0,0,0,0,0,0,0,0,0,3431485,2712530,6343842,5409838,4010531,2759157,234503,0,16680080,59767893,25641920,20949746,7798834,4314292,2929672,0,619132,11130124,4722526,595859,327400,1013727,123370,0,0,0,0,0,0,0,0,0,7252028,5192530,1179631,0,2525250,0,204218,0,4392563,21591275,27680564,16310493,2000099,8904034,1787734,0,6720781,31309497,9488838,11122889,7030298,7128639,1440014,1153439
20131023,354289136,0,0,0,0,0,0,0,0,0,3011510,3016202,3772276,1343832,3198866,1174685,0,0,36318353,36819413,40278438,7588362,42960356,2150655,4824933,0,848819,8431031,4220197,8032666,1424783,193761,30270,0,0,0,0,0,0,0,0,0,1309173,6057755,10363705,5123753,0,0,0,0,9337827,18822451,11786871,3811853,3817851,2053699,0,0,8213278,27141626,10262139,8439242,6630403,6844652,3406854,1226596
20131024,298758783,0,0,0,0,0,0,0,0,0,1573045,3761052,4453230,23942311,7371167,2359213,0,0,16940947,24078696,36689685,2383466,6268873,1692510,10659457,0,104629,1859805,3071396,605292,1307345,11789,185298,0,0,0,0,0,0,0,0,0,3067267,10670115,4553430,4900876,8170976,0,0,0,10459156,21808326,15409620,382344,1393749,2666312,2012251,0,11798281,20847128,15704523,3625212,4084485,4989578,1647133,1248815
20131025,267017153,0,0,0,0,0,0,0,0,0,3555167,7470813,2877735,1502533,3257482,199126,227776,0,2051043,43169379,45308254,6399450,6449576,3855437,209432,0,30348,2708965,1187207,4124627,1036059,761756,10016,0,0,0,0,0,0,0,0,0,2028962,10505127,0,0,0,0,0,0,2766525,7381724,21558726,2065869,494338,1724028,2264864,0,11395196,39436436,5298236,7974909,5286946,5444570,3742515,1256001
20131026,252249276,0,0,0,0,0,0,0,0,0,3011127,2137981,50271673,2614259,589381,226622,0,0,12858633,42850651,11013671,7836598,9612086,4953951,61723,0,3100534,286215,3132981,31480,169700,1536897,0,0,0,0,0,0,0,0,0,0,4945676,10355932,2949118,0,0,0,0,0,2522226,12697462,5882070,7083578,0,2983736,2935940,0,4345841,16714373,8109923,4827829,4474672,1689352,2161961,1273424
20131027,150344030,0,0,0,0,0,0,0,0,0,2140168,3895661,1968896,5882744,3500373,80170,60819,0,2441176,32088953,5373165,6208650,3445972,325355,396859,0,30479,931522,52472,213555,223845,13252,0,0,0,0,0,0,0,0,0,0,0,13664894,3049824,0,0,0,0,0,6530974,11677531,2028293,2029762,99742,2496701,2008438,0,3394133,17396707,4742978,3258212,3635012,2508825,1281691,1266227
20131028,459922019,0,0,0,0,0,0,0,0,0,2847347,21422329,3193424,4060333,3695964,328209,15090,0,51597963,52575184,29551203,27480362,25352601,2380258,401443,0,1000959,8448569,1440141,4895972,535049,153986,56733,0,0,0,0,0,0,0,0,0,0,19340262,8060807,0,4593241,0,0,0,17453763,42795690,10651921,9157099,2121437,11130516,2962332,0,6545492,33823365,15591469,11962013,7683923,8235609,5150053,1229908
20131029,442440394,0,0,0,0,0,0,0,0,0,4134572,3667020,9114190,4005778,1460754,98040,44918,0,44809410,84251889,10910061,53797224,18643905,2336198,1095719,0,1484651,6473015,263351,1106526,2515113,10382510,12469,0,0,0,0,0,0,0,0,0,2206409,1400654,6037496,0,0,0,0,0,8370844,33782252,17735448,12126573,2602274,8111763,6986763,0,7858361,30883913,12124348,8971167,11870637,7847207,1645622,1271350
20131030,416808511,0,0,0,0,0,0,0,0,0,2449756,2744242,9092840,8506217,1507878,179852,122712,0,6761777,51187207,18323866,44695745,27461518,6728938,523118,0,1030300,7596301,2508758,2954433,488443,39654,19694,0,0,0,0,0,0,0,0,0,3265979,15001354,2110129,5114071,1978661,101499,0,0,6903638,22383463,17722130,24881188,5077646,9318414,999180,0,8640737,61410831,9980990,7268969,6977963,9628301,1773560,1346559
20131031,317970797,0,0,0,0,0,0,0,0,0,1497733,11101055,2769881,2637344,3273519,132484,204933,0,6079707,32870912,17766728,11909216,10478153,5441252,3466686,0,2041918,5068493,6147506,13721277,3414430,35216,11308,0,0,0,0,0,0,0,0,0,7237,6081734,6957069,0,9837,0,0,0,3481061,38437603,7220892,13816189,8840084,8221297,544406,0,5332015,42232367,9975427,8210395,6885683,7466837,2800410,1380503
20131101,402779908,0,0,0,0,0,0,0,0,0,2432911,7265125,7641362,6000728,5568888,51625988,500371,0,13891379,27516918,6412423,47547942,17007584,6055155,38711,0,2625010,8807208,1035929,4918866,105335,85856,28273,0,0,0,0,0,0,0,0,0,300,8072900,17530091,0,0,0,0,0,7579046,32768499,14124843,13053654,4499183,49049,2535646,0,18908878,29827514,9490428,6536978,5449977,6371204,7475831,1393925
20131102,269181203,0,0,0,0,0,0,0,0,0,1733056,2302955,1589041,7029077,1521945,37653,25297,0,4098002,36180689,13654426,11106274,8008938,4558490,25676391,0,2155388,1100156,296245,111127,692731,2007,28965,0,0,0,0,0,0,0,0,0,7677110,6841094,12685075,0,0,612826,0,0,6080148,15913391,3789625,6918541,3066027,6836685,7291,0,8710396,29125394,10140947,9639323,5966869,4466537,7386838,1408233
20131103,274526001,0,0,0,0,0,0,0,0,0,1652873,2861180,2492793,5966144,3468640,647835,54508,0,31360462,13653072,6961053,14455645,5507295,7506855,2702050,0,1081185,23918388,10753721,116113,1483929,118406,229851,0,0,0,0,0,0,0,0,0,0,8076403,0,0,993576,0,500641,0,9820417,26934582,3857618,5395356,4359229,4048715,0,0,11873745,23447325,12596502,6505341,9317095,2099538,6313159,1394761
20131104,398719844,0,0,0,0,0,0,0,0,0,4099572,3347020,16218114,4564755,1688612,231015,153268,0,19355145,80366082,13459056,23846565,33209628,15799769,902796,0,829580,8879822,311992,5656835,273416,215633,11195,0,0,0,0,0,0,0,0,0,4789833,12711775,11233141,0,2086517,3034212,0,0,5210591,22395584,11211773,7856598,3137028,5861459,5372934,0,18935149,23740406,6495721,4229876,5538719,7180508,2893160,1384990
20131105,552606084,0,0,0,0,0,0,0,0,0,13689103,9966706,14305294,7670370,2978778,614042,301985,0,77385867,80485955,15666895,10190638,12748920,7704831,2026205,0,378889,2261391,2301063,222447,528411,1610252,183586,0,0,0,0,0,0,0,0,0,5274480,7042240,7486443,226572,156318,0,0,0,11510838,35593783,20903355,7655735,10545749,5083344,283860,0,25103499,59777972,26373660,19738616,15781019,21487537,7948970,1410466
20131106,680731675,0,0,0,0,0,0,0,0,0,5044400,4900052,2125766,13278480,1598455,295436,676513,0,62387300,89642706,14943549,37134129,14810070,3154995,648474,0,1996748,35566458,1612843,1213591,2409087,577274,20293644,0,0,0,0,0,0,0,0,0,5686872,13939081,1185048,356754,3227776,5146800,715477,0,36022567,41794622,18689275,12448042,6535557,3516844,3331763,0,25780731,62079908,42617476,24782200,30337969,13476970,13263356,1486617
20131107,714661126,0,0,0,0,0,0,0,0,0,4962835,5149098,4909910,7694475,3579984,468982,309645,0,9675406,87664151,15807402,45423404,35104566,3495050,12488536,0,325333,27806908,1973328,1126257,1725360,656976,3376511,0,0,0,0,0,0,0,0,0,10690798,5126750,6979969,102361,10960761,8125038,0,0,34915965,61216420,17971578,4126407,28347298,9532663,1573596,0,27246824,70251288,52542923,28316611,25210233,21395420,14773937,1530169
20131108,599073316,0,0,0,0,0,0,0,0,0,5012836,62273476,3402511,6803010,1235925,617141,592495,0,6166956,57130191,16707207,56170518,30585152,3326223,5275584,0,2080709,7401569,410142,1717871,2794737,93152,15468,0,0,0,0,0,0,0,0,0,3410796,13100716,2863088,130710,5002977,1744794,1007774,0,12116359,27791742,21987217,2944184,18859564,7211112,4291824,0,24250264,69259772,39329413,19939910,25566755,14595576,12280432,1575464
20131109,413232038,0,0,0,0,0,0,0,0,0,3010346,6915069,3902812,22893255,921080,5755112,226186,0,8211516,44428180,7069756,5701154,22672617,1424552,2791066,0,1008557,5453249,2369193,1738386,302407,753234,135451,0,0,0,0,0,0,0,0,0,2087723,17478185,1052189,3712820,102337,4189030,0,0,3778155,30298002,8403947,13529068,8669434,4079488,2840286,0,28492307,58171167,27355218,17424374,19624311,7134240,5505920,1620659
20131110,503754820,0,0,0,0,0,0,0,0,0,1321288,4451318,1585233,12825903,12569279,5162377,306341,0,13031364,37593443,26316616,7910086,8172740,12495698,4377578,0,9884826,12805035,1550029,778518,4006445,1111612,1193053,0,0,0,0,0,0,0,0,0,2352904,7852275,4995350,2537140,5134288,5117126,212014,0,3052241,28823944,13891953,10503224,11212319,7090112,1420593,0,26321523,79930425,34683096,20940670,28314368,21511377,6801710,1607386
20131111,568392496,0,0,0,0,0,0,0,0,0,5134460,18677799,11625186,5399665,536779,378452,98778,0,22933218,130325324,29228902,29011981,14930705,4099632,1138803,0,4783690,4053743,1941460,11363947,453454,393917,531448,0,0,0,0,0,0,0,0,0,17118106,13111419,5007174,2187401,2688797,2046897,503,0,8228739,44824951,21386691,27948141,9385558,1894961,1603801,0,10163895,51536478,17194311,6999015,14105872,8135654,3928255,1854534
20131112,576579651,0,0,0,0,0,0,0,0,0,7421652,6086262,3654807,9922263,2783308,353919,165837,0,73966517,56228530,40329080,58292760,26363022,18937565,7192369,0,1225198,2684963,314012,1412066,5373953,222658,9974,0,0,0,0,0,0,0,0,0,5532101,10218633,862922,4979555,13442779,5057845,0,0,18262234,37362286,20503769,18457850,7009660,12316054,1698201,0,17778176,39461897,7638548,7057077,15761512,6570101,1854618,1813118
20131113,593090347,0,0,0,0,0,0,0,0,0,2794580,3763179,20924888,6134061,2589984,124693,400822,0,14664715,148928370,108935089,14395860,12139052,1400886,3971707,0,2583241,5690827,624055,94886,1662919,678667,190246,0,0,0,0,0,0,0,0,0,5421760,6001989,94910,7551812,2043868,4894069,0,0,15079396,39012893,10691200,8357836,13051317,8671741,506298,0,11513691,41701870,21234115,11032715,20769482,6603894,4315795,1846969
