report_date,total_purchase_amt,zfb0,zfb1,zfb2,zfb3,bank0,bank1,bank2,bank3,bank4,bank5,bank6,bank7,bank8,bank9,bank10,bank11,share,                                           w1,w2,w3,w4,w5,w6,mb1,mb2,mb3,mb4,mb5,ma1,ma2,ma3,ma4,ma5,fb1,fb2,fb3,fb4,fb5,fi1,fi2,fi3,fa1,fa2,fa3,fa4,fa5,sb1,sb2,sb3,sb4,sb5,si1,sa1,sa2,sa3,sa4,sa5,time
20140626,1071073702,0,244827119,159095289,95097086,0,64537793,33807166,31679347,57862431,94008697,170887570,40218122,27811862,18591698,15250552,9574860,7824110,              0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
20140627,772628991,0,167076728,34437622,52252657,0,62794579,15869236,12601215,65524886,95176541,149906157,28100839,24445296,27654181,18060649,10777478,7950927,               0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
20140628,459919077,0,123445629,22429559,41479496,0,40115053,9204412,24644,22268701,45756714,71884752,20048970,21154167,16940625,10024419,7299095,7842841,                     0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
20140629,530991916,0,95609367,61645867,47141599,0,14633004,13567683,14806981,23614284,76940515,91214388,23259309,23137004,16101835,13983824,7558409,7777847,                  0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
20140630,1049909872,0,189722615,96528924,88906872,0,30022681,29278570,38086990,69703900,139864952,197785184,51872921,40545865,35206558,23432925,11267854,7683061,             1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
20140701,1474952418,0,191118307,72932529,291531785,0,74869419,61752758,58799930,90514916,197452177,279560971,43254331,48727496,23891840,23073148,9645586,7827225,             0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
20140702,1023655040,0,167136663,68267167,77789348,0,58635659,44799602,44440557,59717642,183314475,179910449,32468602,38904268,24552394,25766461,10239109,7712644,             0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
20140703,865020939,0,135192528,84918434,53752237,0,32145815,21689792,52564682,66501659,115187839,184153479,31159650,31418374,24590044,15249369,8763471,7733566,               0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
20140704,766416389,0,130985524,27741826,31860014,0,38755505,33544909,19373343,75192722,84602087,193769889,38917134,33304134,21568221,20335586,8826078,7639417,                0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
20140705,603141127,0,162337572,42518033,33786220,0,24857600,19309424,10926979,23861854,63675098,122243214,29344633,23546288,15820498,12763658,10525422,7624634,               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
20140706,562663095,0,112155460,49094056,77233511,0,5051929,6920856,12940109,38256585,63222116,111393586,26064430,19165079,15482748,10162595,7959412,7560623,                  0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
20140707,921670164,0,215617289,35493110,66076160,0,20891004,25775256,43184316,60252650,117299382,189462933,39974413,39915043,24677364,25453815,10076161,7521268,              1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
20140708,895222658,0,113253989,45019731,64297723,0,53785615,26808449,39562015,75883731,132876125,192073671,33889748,39687384,32453901,26623501,11571106,7435969,              0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
20140709,846147377,0,165510284,76995636,37821331,0,33914113,17097538,23127743,55646260,137311627,174376585,31350911,28810988,24119772,21551384,11031251,7481954,              0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
20140710,908593707,0,135378436,51866700,64938118,0,33814044,40116524,20168049,49102788,119258903,205683136,43552955,52757213,40849315,30316271,13245171,7546084,              0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
20140711,810702591,0,146218358,63457493,56123234,0,22610104,38328498,35267557,63681141,86317710,146962434,45446528,29409049,32292800,25950144,11174699,7462842,               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
20140712,490816331,0,95985740,26554534,39995870,0,24209753,2907454,11410216,41197809,54810629,100309564,21447408,18414834,19233323,19557133,7364103,7417961,                  0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
20140713,492106815,0,76777189,30852925,49843827,0,14130103,14547106,14181808,32239765,55080137,111001516,25923095,25416662,14358797,12462378,7938319,7353188,                 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
20140714,816002855,0,139396856,43690844,67027566,0,36955415,12466582,38598438,87373010,81052496,180838411,34244108,26182725,30654406,21556565,8545973,7419460,                1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
20140715,1199706539,0,157088570,67671150,272739111,0,35581937,15454341,47702332,70074106,125569269,205731106,66704116,36092875,41658502,36198290,14004056,7436778,            0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
20140716,1117385812,0,191874896,87695892,147982357,0,40666082,21531753,46382552,47625223,145697092,207904427,46521587,38256961,36573139,33510923,17640807,7522121,            0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
20140717,754657224,0,151672431,35411320,52404555,0,18894090,23269478,35326307,36796333,93028383,162088715,38947583,38775653,27130570,22440228,11072526,7399052,               0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
20140718,699898681,0,156000583,39875100,46554161,0,16052336,26526143,13174464,35595357,98864995,152487938,28959235,25619907,22577879,19668439,10490436,7451708,               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
20140719,497127226,0,124673442,17216556,35549747,0,12961619,5417366,9634145,24375834,54034609,118165015,19979183,15349365,21274692,20129040,10969152,7397461,                 0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
20140720,563514516,0,103226867,34828021,72884760,0,15038617,11860819,12692070,47814412,52223318,121033920,19649559,21548130,19760507,16377298,7234416,7341802,                0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
20140721,812402502,0,128230491,60223219,96118139,0,16611449,31616051,34061691,53649658,95131762,173140624,23657032,34060047,27263922,21185903,9956692,7495822,                1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
20140722,876626847,0,181986675,60285457,61836848,0,44905314,40856085,21269192,42561972,115918914,159449524,39832185,42743125,28593564,17915474,11210188,7262330,              0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
20140723,769465745,0,112905262,104278490,71389741,0,27267339,20266330,23859358,46539004,102551413,130252082,34112754,39738212,25297690,15631244,8009551,7367275,              0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
20140724,857754340,0,225592385,27412548,118758231,0,25577351,42355026,22689702,52295128,79097937,145289720,31458772,24843255,26888094,18191362,9993265,7311564,               0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
20140725,674322175,0,136696444,31785229,43044396,0,43308479,13695827,12164489,44524390,90693682,133878840,32607883,30447034,27112027,17155368,9917618,7290469,                0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
20140726,472103636,0,94865021,15665384,22846157,0,29674482,12736885,28482977,28084418,58323411,92028534,23979504,15677809,21658781,12871983,7931889,7276401,                  0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
20140727,491670992,0,109089037,31557055,41856631,0,27123545,17250008,18532727,11247204,60111607,90462132,19998285,17105049,18190586,13837724,8072793,7236609,                 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
20140728,904706937,0,146943950,114772769,58879618,0,46394229,34024189,41475500,65018788,101715701,159409259,42530717,26485288,28431790,22351380,9053537,7220222,              1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
20140729,1059252693,0,207051897,115342348,101962928,0,51318272,40613835,21145365,103011075,95867178,179808306,40179904,41012653,24265060,20053751,10522847,7097274,           0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
20140730,913436819,0,187783080,55559602,95339477,0,27648154,37085757,32077300,66922780,105375356,170409938,34401828,36776892,29071234,19779237,8042805,7163379,               0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
20140731,913271653,0,165121009,51718166,94813326,0,28417371,24605265,52070601,72490254,89017417,192310608,41722865,29414816,31697596,21532701,11148260,7191398,               0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
20140801,1058749069,0,133703373,94621358,119260013,0,44363404,31885473,68523178,85630816,157167076,186241809,41027954,29645821,29476670,18607684,11406814,7187626,            0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
20140802,492331219,0,111654333,27420479,38678870,0,10387759,7499427,20111686,30430108,61119308,87213706,20921101,22759707,23407605,14849123,8677490,7200517,                  0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
20140803,509703165,0,92756379,22285084,35281292,0,31779602,16921150,17916706,35506379,65721950,95861360,31025421,16660548,15791848,16633062,8403160,7159224,                  0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
20140804,978541315,0,188381796,63856473,82812298,0,38950625,30687526,48344258,77856804,131880067,190585962,31808125,24394951,29013509,23078383,9601902,7288636,               1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
20140805,1066119055,0,162772069,72459397,69142469,0,38933526,20933929,44037217,97572242,148423552,252327478,51854309,34592011,31924130,23665575,10356981,7124170,             0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
20140806,986584982,0,145414726,44679319,121672661,0,39708832,14765955,47585479,87639847,125182414,220304470,37997352,33539834,29322816,20774562,10823308,7173407,             0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20140807,848386863,0,148209774,31622412,77918725,0,49271947,12051064,40085105,59578676,110578790,172795356,41000363,34608584,34389174,19225370,9841381,7210142,               0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
20140808,788157530,0,104455047,47458348,51356375,0,24308026,52815168,25705118,59711831,73011243,176063591,36055200,49060821,30839822,32689872,17257622,7369446,               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
20140809,532950268,0,105936482,24538162,41776754,0,12531607,28610604,19980767,27349649,45190845,113740840,32426234,26402318,21819580,16700923,8735336,7210167,                0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
20140810,560382846,0,138190392,27389318,48260505,0,21015398,11608470,11973863,39741036,72385297,96578205,15490868,22530689,22743684,15904553,9398710,7171858,                 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
20140811,1044906048,0,177536966,55796752,126955371,0,34764144,32064754,34609820,75276724,125875624,205552528,43017259,46261889,35256314,31143326,13625570,7169007,            1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
20140812,910921779,0,134040508,64692089,79022966,0,49262331,26911176,33736019,65057867,112042888,200883881,30562442,35781614,31857307,26201110,13793143,7076438,              0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
20140813,873889875,0,162849124,45901690,46523257,0,46487105,33803715,45939470,73583696,92129854,185421343,31160609,32947160,33611822,23911423,12464422,7155185,               0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
20140814,859069275,0,153168052,47257470,63870928,0,61185661,25584810,23615462,81720801,111054021,149642597,44654970,28308374,26334004,26524345,8848646,7299134,               0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
20140815,907231639,0,112821016,51789820,84536373,0,42766098,47704071,22605412,53796115,108005403,176837438,44192408,50348783,52692650,36826482,15169136,7140434,              0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
20140816,629684170,0,111649231,48167933,96352954,0,22318574,29257683,11975799,21804348,55084943,120412374,25686409,21814729,23622209,21706105,12688441,7142438,               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
20140817,595302144,0,111807106,24905596,69935321,0,19496825,10701569,14744936,41165400,63388474,117753512,35495267,28521508,19904640,19755869,10623624,7102497,               0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
20140818,1061305003,0,210266157,63780857,98064790,0,27034041,21396111,24274099,118602209,111070520,208558824,53523149,37108712,37625427,27151412,15804390,7044305,            1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
20140819,897405573,0,176416559,58353074,63761474,0,55561884,36242944,18186289,65210736,102223406,179017332,36996475,42149422,23932278,20299560,11944553,7109587,              0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
20140820,867945824,0,152569215,24880847,91739199,0,25386432,40063305,40432363,45404661,104564120,181445179,37083387,40678915,33607839,27777560,15094657,7218145,              0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
20140821,771401448,0,97998604,81438533,48069227,0,57061921,29946608,44227142,46786471,67907047,158028345,37001079,28349826,32019692,21810647,13587788,7168518,                0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
20140822,719795171,0,137859614,59515807,58838255,0,47400304,22541726,25636818,49101504,74617044,118413485,26181269,28937933,32705974,21476883,9486094,7082461,                0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
20140823,470538363,0,97965305,17473734,29401637,0,13985822,6231110,8271084,26066104,68875759,85230337,31267838,21388412,29129164,15529901,12671353,7050803,                   0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
20140824,634013190,0,98796080,54670764,114678030,0,24176940,10048697,21005381,25684018,71374977,96486249,30347557,18288041,30261672,19638124,11555158,7001502,                0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
20140825,899802762,0,137500276,71593856,90819599,0,45897663,23666928,53334522,48489935,103074041,168804141,41162448,36903904,28463888,29206925,13856803,7027833,              1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
20140826,1035959193,0,231943791,51781540,111197935,0,57157231,13865334,35837123,61609188,130836574,188622144,38806056,36646660,27460982,30452914,12785134,6956587,            0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
20140827,907457819,0,218651727,91031097,54601489,0,52095086,29626420,27271628,63228493,84376246,147043081,35642055,32690560,30633684,21481835,12089005,6995413,               0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
20140828,839003229,0,129030535,31856792,121846825,0,39068112,7352404,29264774,61699139,112123158,154109582,42261888,35682671,30121088,25005745,12625878,6954638,              0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
20140829,902409507,0,160404006,31571751,121845969,0,29502156,11351698,21635329,70464667,103397625,191158195,38277697,38705836,36327560,27728112,13054362,6984544,             0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
20140830,607576562,0,113241643,30262194,65289884,0,21161232,7358038,23501162,50721230,60264770,115972171,24019617,29069736,25421062,20559665,13743136,6991022,                0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
20140831,658944188,0,108243120,42081913,82000353,0,24545559,3245857,27187843,45466650,82567472,130680143,31873637,18269919,19552878,22542330,13739872,6946642,                0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
20140901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
20140902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
20140903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
20140904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
20140905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
20140906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
20140907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
20140908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
20140909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
20140910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
20140911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,164
20140912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165
20140913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,166
20140914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
20140915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
20140916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
20140917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
20140918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
20140919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
20140920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
20140921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
20140922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
