report_date,total_redeem_amt,tftobal_amt,category1,category2,category3,category4,card0,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,
20140125,566131256,122052098,50055840,16294609,2200000,14239380,0,90224376,20945316,15102084,41521336,68830186,62682545,12340344,18240566,13075707,12011356,6315513,
20140126,845257641,154041070,57816826,24632835,1200000,15976329,0,248676269,17671641,36602697,92197851,65067061,76621097,8164817,13202746,15953673,10549482,6883247,
20140127,974010742,138077441,83499295,26096640,220100,14324806,0,286497464,50988276,41693494,67956108,110817206,73093058,21005045,21907856,16366059,14440278,7027616,
20140128,928543406,123880185,68107632,56053076,410000,14639088,0,254309326,42027588,60979526,82961572,82416679,75203489,13723456,13365015,21323997,13215822,5926955,
20140129,720185833,120161593,61316521,18715968,3210000,9435417,0,153532373,28087894,72652462,41722221,76424232,63603738,19213971,10250381,20827531,14211884,6819647,
20140130,303003212,61230114,48409977,10680053,0,14570021,0,38295294,4196385,13118058,14541681,23553840,34352339,8853194,11298571,8829441,7539487,3534757,
20140131,112271810,14451810,19474186,11021434,0,7453139,0,9807627,4915360,369932,608547,21492136,1552016,8961850,4507990,2362165,2564934,2728684,
20140201,144942565,24343951,21832735,4463385,0,14477278,0,24438636,3894082,7298134,4003197,8356452,11984860,9131012,2482863,3504200,2893562,1838218,
20140202,165229162,36027512,32731487,8939440,0,9116138,0,5065096,205775,17533141,7605245,14032883,17207457,2555055,5332609,2545027,4441690,1890607,
20140203,179809391,29508247,42589700,8337675,0,9954932,0,16147982,563018,11917064,3249349,16988226,21639351,1277829,4518928,3118770,7882986,2115334,
20140204,182845649,27657778,28453772,6272399,2000000,9905267,0,26048832,2047771,5191720,7705620,23258774,22125519,6216253,3039774,2272957,7291694,3357519,
20140205,220871988,32209732,42605694,10884040,0,13915288,0,35059039,598981,4806093,20150626,11736581,23798210,10311202,5543488,2184768,4887222,2181024,
20140206,591493605,65328607,44389163,14205351,20000,23310085,0,320582518,5293846,9380321,35345014,16994925,26716748,6511280,6678716,8491711,5001107,3244213,
20140207,749858552,117786711,60052947,22904241,220000,34177325,0,211459887,40754133,45797234,47840728,76672724,35038050,17879525,16611042,11034429,7292807,4336769,
20140208,585297557,73680625,62575506,28133829,230000,24087598,0,191103070,25129762,17879482,43339798,31975703,46982464,9788403,8116511,7818312,10018572,4437922,
20140209,572582887,84398872,44816926,16024406,460000,30592443,0,191806948,23126342,26510161,40978390,38504834,40455469,11206773,5149510,6824175,8224229,3503409,
20140210,1151563752,159721986,64317457,53144846,1050000,40601803,0,486429950,36324251,43480015,63640159,66586041,87474009,16009985,12855527,8685466,7515672,3726585,
20140211,855855526,145458060,41521474,51114499,4242000,35618888,0,254050041,30820536,56868046,55812980,58332244,85400220,8866257,7333179,7033657,7247770,6135675,
20140212,1001331946,120633749,54171472,49189782,3029100,33277316,0,382291829,83985766,42367432,42372491,65844891,82787156,8119830,11813030,8635111,8087779,4725212,
20140213,958321034,128660919,65114832,50062897,1338100,50092532,0,385857757,28676881,60932763,50896641,49175269,48840836,11009570,14336847,3692934,6280051,3352205,
20140214,1020385874,118044021,48799247,32998865,223470000,42658368,0,229057141,57224668,36553732,50497761,69837118,68437085,15771533,7125777,6740426,7859063,5311069,
20140215,495404867,89068769,41803094,22107016,3000000,31368576,0,124819686,25523011,13239735,27964477,39620985,37017035,4155998,10322433,9042046,11768395,4583611,
20140216,513898224,100500289,32382931,32254644,3400100,25824407,0,143344837,45780640,13121485,14295040,38416949,28814443,9868690,6597727,8954799,5951160,4390083,
20140217,1096048515,151421274,43515473,51006964,10609400,40042609,0,457082583,57906743,34670365,73215025,49535871,78323371,5361311,11618304,15145656,10845864,5747702,
20140218,894096483,110391367,42187281,34687624,14793400,45368373,0,341360684,37697065,42905311,45676705,66769611,64688065,6303994,10880313,10807872,13137911,6440907,
20140219,797318965,127712098,60892986,42798866,4685000,39090215,0,208560865,62522617,74076708,39340376,36682412,53730819,13908728,10100315,11180464,6882223,5154273,
20140220,1154330141,161886500,63641709,50699905,4546800,33158529,0,482423198,49463509,25863158,81429660,63948361,72957571,21909500,14537666,12311520,8082812,7469743,
20140221,813301591,124478685,59116893,34940060,709900,36706884,0,251480680,51718465,20652183,42820706,66874687,73255956,13326774,11059329,8798838,9224051,8137500,
20140222,636704291,89509977,67662473,27599841,80000,29789243,0,184447832,18250079,23235475,32480697,60775504,49810102,9760695,10274843,11135313,14734404,7157813,
20140223,705290088,109707386,61938127,33826481,0,26357213,0,245253766,19892117,25849137,47377235,30933348,51615674,11769921,11509423,10954214,10071700,8234346,
20140224,1231901048,147824566,76220800,34081710,500000,43436316,0,545990004,51741282,52855634,59407957,81055491,76835128,12208479,17308414,11257776,13472043,7705448,
20140225,1027736921,137441027,80099262,34878262,230500,37750737,0,396826403,33168031,68603706,49433304,62495343,70126756,11752093,13710115,13219599,11882921,6118862,
20140226,989678339,78746647,52485758,34943573,240000,40551268,0,416090144,49756673,55839879,46564252,78081007,83471424,13677331,10230509,10564237,11710351,6725286,
20140227,1239009948,126045635,84172128,45661787,0,38843506,0,524700940,62744762,50627464,55113809,72448222,87819464,39029935,18548627,15461950,10257215,7534504,
20140228,949588815,177267633,90069406,37361863,0,34303744,0,271568086,53583196,71246124,41951204,56176613,58640299,13011271,11494810,10509593,13975630,8429343,
20140301,583240577,88423479,69597121,40762016,40000,33885118,0,113086230,27136689,33151589,44634539,52116635,30441412,12094542,6513829,9890097,13100260,8367021,
20140302,750956836,122039423,48912198,32373224,10000,33727375,0,232355351,31957272,34420949,56869517,47127092,64345293,8886674,9221826,9123587,11808297,7778758,
20140303,1302967712,150789122,65782418,49535111,11000,47593841,0,558709142,56462412,73941434,74757066,82628258,69571402,8427590,23744368,15636895,18414872,6962781,
20140304,1360816988,105015016,67949196,37198925,201000,51214939,0,675871094,93111264,63133996,53596146,76416857,79655385,16204968,16170269,10779497,6404382,7894054,
20140305,1105610990,132581160,73136905,30229851,283400,40717259,0,458677712,36626654,37936242,59276245,84887966,88504889,23342271,10886161,11030253,9538373,7955649,
20140306,1029541780,175775882,65583724,35689338,700000,40956635,0,328939041,92249588,44144738,66123568,47934644,77483255,12473526,13680704,11109892,10354620,6342625,
20140307,908425628,111778608,68221798,44565702,6021600,33271094,0,316097845,45490054,42503367,54758126,65410675,52891075,21072326,16793673,10178346,12004933,7366406,
20140308,559759822,105083183,61721190,21203708,10000,49529421,0,101461891,9160700,12127603,35709073,54386948,58009152,4823534,12970384,14662958,10825429,8074648,
20140309,779897175,117596904,51013394,40077806,2000000,43007489,0,278018416,41325542,23546968,44463494,14898047,71286380,8018245,16796302,10543644,10572504,6732040,
20140310,1591866135,149506382,71058150,50639233,1600100,53561498,0,776688033,77167018,78455133,75037234,91914131,91622441,20123051,22130389,13137297,13539864,5686181,
20140311,1009187655,134028748,50084501,44277867,100000,56871598,0,358462193,50196887,73319675,41290179,77081417,66929463,15875876,8996435,12046778,13123528,6502510,
20140312,1090592992,94792380,55130741,35455681,10000,45740005,0,355600904,49991927,153022189,81987798,107334474,58824150,22169279,7246984,8994946,8172834,6118700,
20140313,972360136,123300441,48133256,55637729,100,45162146,0,366180902,46821242,46438954,44610554,70416708,72366290,13825708,14848593,9059015,8726387,6832111,
20140314,1359812322,162101758,57725495,36189537,11000,40162609,0,614147520,62810841,52278890,67205837,104802108,94647087,9463038,25018211,10794761,11849042,10604588,
20140315,810647364,101250052,40323150,32696791,0,36516014,0,258892914,52862783,42211251,39492873,73952194,70252627,12483433,17710596,10358099,11407112,10237475,
20140316,742887551,77854850,40596295,19991591,20000,29404768,0,302948748,44671978,33325536,34261057,49926328,62880781,8276480,10820722,9838058,10609564,7460795,
20140317,1557697053,183591594,51068302,33500656,200000,55606339,0,621116267,75073316,112722092,94187824,133847922,116759310,21392800,18746226,15210114,13983715,10690576,
20140318,1458898882,131146837,59315510,49981365,300000,84045582,0,602126808,83165602,69106147,89726781,112839790,115261410,19736648,9069238,14314756,10225597,8536811,
20140319,1047466238,158961073,45131558,40671646,4910000,39064284,0,343311059,52394833,38156359,64408872,105929090,88868333,15865960,17217321,13896392,10959109,7720349,
20140320,1129901520,133936924,55553829,39797400,0,42551101,0,487683627,55404641,77126743,71944370,56236694,56061794,16123047,8888391,12028870,9894429,6669660,
20140321,862505754,144044722,67394233,37368091,1001000,36205903,0,279984770,28485798,40791093,65652256,48010732,54221117,9888857,8349812,16419136,15391627,9296607,
20140322,504190374,77981359,61425375,31313814,600000,32023198,0,84091756,5982373,16923003,44711101,46841655,48624080,13268371,7593418,11330168,12435804,9044899,
20140323,701664545,89083591,72952268,32974569,1000000,34198296,0,248614111,19108139,22166430,20597785,53498493,48151446,16163479,14239352,9364630,9784812,9767144,
20140324,1323662573,177793676,82399523,30038720,1850000,45693312,0,492226189,44380045,91182034,68921652,109481194,117237840,17194206,15113048,10190191,11707300,8253643,
20140325,1350749324,135451259,64513108,48857979,0,45578590,0,592011511,40013045,90255136,78413118,98576559,97387247,14180691,18630375,10319151,8180287,8381268,
20140326,1236260667,109425177,69908642,47322294,0,41509639,0,579951335,82512281,30414805,47884805,81138463,81614485,14190545,17021423,10909280,15069095,7388398,
20140327,919013755,98088740,66277858,54107251,180000,35786498,0,346345827,33716362,28096563,66591308,60132813,69439472,13839570,13732258,12898495,12810214,6970526,
20140328,1093913486,157528718,63173967,43574028,50000,45417792,0,442486461,35380010,26857609,53452415,103389953,57318886,11009615,14146449,14936245,13800792,11390546,
20140329,536717257,71557883,39493750,26589138,0,37250387,0,136071187,24289858,23314639,23645012,47293249,50692654,9130595,14485639,12163182,11535481,9204603,
20140330,657224818,102839704,28222855,22875680,500000,35437222,0,214015799,28471676,34627788,24496775,55873326,53481849,9231901,15376620,12696942,10784518,8292163,
20140331,1249638380,175858205,77733416,62818902,450000,43816417,0,391523971,68197454,120910584,81263071,87629691,75190983,13474414,19039284,11909064,11369054,8453870,
20140401,927709382,154827470,65479336,44512487,615000,51651948,0,230702620,30505809,85116944,63885253,56104832,61999929,21290666,27930224,13338695,11786467,7961702,
20140402,1030859323,107662869,76003954,49589359,465000,49374173,0,399427271,23907595,74243854,66013623,61486717,60990874,18247713,10062019,13424978,12113306,7846018,
20140403,877906098,119917225,69464815,33690688,20000,39785473,0,279457760,46714864,45862698,49607550,52358104,83675325,8565813,12415467,10933173,15555375,9881768,
20140404,721278949,109692066,61752185,42380002,0,42155125,0,202428252,19731604,38408970,40239204,47052686,55873466,11242575,10589580,10376891,18676433,10679910,
20140405,461281693,69650084,55999974,36687032,0,29039014,0,80438670,39294439,19960089,21394221,30568847,39553414,7836662,5500732,7737347,9127438,8493730,
20140406,448814332,62505835,52904964,15891691,4000000,36546618,0,105507546,18583525,19391312,19371333,34299481,44786255,3223626,6947583,7035557,10275956,7543050,
20140407,695830740,110468422,62996099,29904722,0,36569397,0,235720388,43848415,20756851,16355195,43917460,45296289,5926457,6618161,16553297,11220628,9678959,
20140408,1051197674,150573637,72995147,53099126,600000,50645082,0,383167555,33685240,64763090,64588179,68829985,52233117,12621905,10093886,9977966,15260036,8063723,
20140409,1008092940,96242128,47185480,46190222,20000,48411512,0,394116403,61757838,34001956,71953455,82841966,69811526,14939797,11251909,13531932,9432256,6404560,
20140410,860452589,156723386,64096953,41102676,900000,36522832,0,289680427,54702285,36963031,29160343,36478490,61998697,10439017,11899068,14364901,10121386,5299097,
20140411,787880785,122862529,63542072,46799160,2273642,44677246,0,248499404,21273183,37373426,25724220,45725726,65572149,9294643,14118626,18583060,13365646,8196053,
20140412,523781135,63261947,59698364,39555640,8600000,34993631,0,113377115,5455627,25269854,30306185,42116635,53667445,10450227,10212455,7266767,10094954,9454289,
20140413,801915014,84903505,41565689,38641098,1600000,38994659,0,354433435,40918370,9091869,34267299,48198936,53197270,15665865,9156390,11522160,10231033,9527436,
20140414,1023236298,120510031,54618061,40208563,3230026,42350445,0,401947375,24020830,45589948,55691128,106270585,74352974,17137954,10078161,8607728,11945254,6677235,
20140415,855893819,122295288,44890454,56369425,30700000,53224892,0,267898868,35326705,39781002,35790159,56661648,54051672,20125506,8511672,8816173,11119174,10331181,
20140416,855430043,109090038,43417533,48683776,3700000,51622068,0,324797964,25517938,32389871,21721674,61399944,81082897,14299255,12324759,6645798,12523514,6213014,
20140417,860496066,138218838,45744461,51177437,7950000,56953355,0,301044511,39373484,44274352,26057856,39707819,53840410,15193992,16774952,7104281,10194595,6885723,
20140418,684824059,116324529,45372757,53305860,500000,52726229,0,133753477,17904314,39710423,28269882,60808764,77138137,11841358,14131848,12404463,11666111,8965907,
20140419,576825387,105561226,42877638,21928682,800000,41776680,0,145496092,17466600,21764229,28896977,38135917,56785221,19258016,11102550,10252103,7029113,7694343,
20140420,674905035,110069908,64767177,28965595,300100,36427221,0,191747169,42080537,27144839,28205689,35531786,56299913,11019340,12701063,9070455,11640676,8933567,
20140421,1024359309,169378193,119949855,34370091,3600100,46292911,0,258158369,53593680,60843055,71335257,65848227,84297460,13432015,11856722,12000266,10812181,8590927,
20140422,990570252,130439804,78347918,50900038,2445000,45535666,0,334135333,54765461,44686472,59183040,65876085,64044808,12091082,17367743,13852379,10515075,6384348,
20140423,1047184824,107270729,78468027,58136504,0,58922400,0,423643427,29162264,46638688,43652172,62964952,79831190,11605506,8552995,16235601,13747035,8353334,
20140424,836596614,114339108,71437235,49687682,500000,41409060,0,240974328,50785264,31374860,47605282,63984538,58539298,14417231,18148939,11984918,14101444,7307427,
20140425,1067280324,132846420,105832494,62022362,5000000,48871647,0,392805718,36290816,37380899,57946506,45096445,81480766,8992631,16618526,15462357,10820884,9811853,
20140426,573608515,93111094,71776108,43128335,5100000,40231116,0,81012843,10971183,49557110,32019637,44419901,46179725,13998148,9695990,11480701,11520049,9406575,
20140427,672562995,101596042,78960894,43730390,5300000,38354757,0,162463863,27972065,32533591,19007930,59478747,62663266,5083159,5162340,10862133,9460439,9933379,
20140428,1515848803,158080639,97811528,42573091,4100000,47886191,0,691352372,33262368,85409542,56512024,112314386,101912248,15034077,23447275,20527042,16363741,9262279,
20140429,1107326803,140085577,53874490,73992263,4050000,58489735,0,428606367,46688175,36083452,50489868,68712875,74591562,19005743,15733324,13270298,14190516,9462558,
20140430,894475347,152339926,77514543,68884138,320000,54754129,0,197870212,27768373,38170344,32247628,69021631,73774663,26068213,18813159,24850294,19530457,12547637,
20140501,458099718,56970364,56420538,22543471,1000000,38219826,0,81005310,10836124,21132317,36238499,39928873,44302927,5345988,10721964,9622647,12610967,11199903,
20140502,457958157,86993820,58416809,33941544,100000,28822614,0,67635995,20491885,12020932,14804714,38244375,43699597,13419675,12701204,8439688,10138904,8086401,
20140503,576367835,93995537,66921566,33106820,0,35972892,0,139475662,32664433,33044578,13211959,36001719,54206885,4306828,5848179,8609032,10414590,8587155,
20140504,877921091,147340550,51890751,49792539,601000,42306581,0,314693267,42610030,38555196,30298775,48068746,48191588,14060817,15040960,12510825,14053535,7905931,
20140505,869812619,148859674,62912296,49907490,14731000,53623656,0,207846090,31794874,48654380,38537108,66302890,88834337,17217341,10384705,12097969,10087973,8020836,
20140506,888316302,137187065,60720324,45801603,1020000,48445837,0,275208521,43416204,53229820,47628063,48124631,74276950,7199923,15845038,10338170,14008704,5865449,
20140507,826514636,78424870,58308906,40985783,3000000,42150199,0,345658850,36923053,14604712,27560520,62391116,62025116,14558600,11904747,13273706,7335686,7408772,
20140508,772192887,102448544,65869195,43313002,1000000,40481153,0,222726411,41025475,52530910,44795452,44211966,60135036,9815154,11089138,13483938,12280595,6986918,
20140509,724518345,113133170,58981288,34682289,1500000,45975290,0,186757994,45546720,26061200,27615782,70440811,55090716,15961254,5779020,15421467,12911479,8659865,
20140510,472805150,96651082,49115058,39577004,0,50278124,0,91419360,9311271,11733167,11872892,32046446,26933559,9322703,12453533,10397151,12374418,9319382,
20140511,648747897,110648266,46422322,35899181,300000,35619262,0,217244639,18552058,19430953,27766819,34273606,57265242,12514353,7092279,6189799,10488341,9040777,
20140512,1106666677,158435965,81180607,57268963,3210000,52426915,0,367804840,20064765,59781316,74639443,60596288,93752099,17415095,20938217,10865205,18041988,10244971,
20140513,880059674,127348459,76209069,53848352,0,47440536,0,282133075,35853390,25680292,38722333,57042120,83199539,8733679,15404976,10279382,11855171,6309301,
20140514,823366638,120199927,47432098,42334006,3000000,47535699,0,282331226,14158105,33158963,50856409,68778920,50931654,15223112,20439641,4950657,16281279,5754942,
20140515,981204432,153920362,55239630,47428088,9900000,52140814,0,323670667,46961744,59787454,52428418,53006742,76980759,9832186,10979409,11207194,10145898,7575067,
20140516,643708722,155135143,46420597,36700308,2102700,57233841,0,100238440,31886564,30897488,34980776,31926208,51040008,15123585,16705037,12002142,11828760,9487125,
20140517,502617172,83893342,35298657,35495903,300000,36384096,0,127327001,14759743,11536596,33526954,26085172,36140057,12928257,18000653,10867229,11456325,8617187,
20140518,541901300,98430975,37617887,33237385,0,43873900,0,93624375,15870110,44916125,26885865,47772343,37358852,8263728,18475520,13694870,13445366,8433999,
20140519,1158152786,164089695,56652081,58182521,11650000,56557965,0,427674654,52691013,49262806,36511958,75023810,107610804,16994213,8324730,16215037,13104478,7607021,
20140520,938694804,112554353,71845631,63848877,8600000,50475232,0,385374794,23007136,30958991,35021628,50652840,56342699,5535586,10567924,13044726,12580893,8283494,
20140521,867572796,112704986,77869880,33769594,52010000,48180776,0,240419692,39883057,41489615,21874571,72121198,67537679,10931383,17619840,8756196,15923071,6481258,
20140522,780255396,111035899,81971601,41947851,6200000,42165796,0,261952954,30641277,33918239,25317263,42846234,51696620,9313881,11786622,9805435,11352376,8303348,
20140523,856026258,131115737,76057164,48614765,4700000,52254194,0,242612694,23288364,52648525,47593103,48781808,72273481,14834287,9579654,8900724,14614707,8157051,
20140524,599322581,104829421,47088012,37342047,5100000,40658359,0,136977645,11738925,16409662,33805451,56036197,53919856,9016353,14212354,11094360,12111697,8982242,
20140525,553868360,104691816,77742139,44299392,0,40576155,0,120011396,17879115,15565388,21691061,26029792,29091513,17362402,10625009,9193608,11281087,7828487,
20140526,1226820760,148903969,92334943,43447319,38000000,50148450,0,484539876,31702657,66461925,64513431,73044734,69192365,18020904,7567377,15918016,14291299,8733495,
20140527,1016342876,147491262,77144480,55582156,43000000,54475625,0,301315853,22865200,34543180,52012993,98049644,66891685,12000336,15656904,15833129,12051623,7428806,
20140528,1048596955,139922731,56914251,49816833,35000000,51051740,0,341876036,31397085,56275779,91767169,66417551,67464590,9635654,13019029,18124471,12892524,7021512,
20140529,755374391,128660427,56703348,51776976,1800000,52354484,0,152303781,29743955,36514031,50431328,61057086,57322872,22112090,17760050,15452808,12652494,8728661,
20140530,727948640,121879488,49947684,44052978,120000,40101431,0,176327348,22490710,19730592,31404505,76468360,74193337,15078159,14646923,12151339,17407005,11948781,
20140531,575406283,107429898,50052135,36049260,0,44589286,0,93359583,14514405,32146598,30441620,63099629,45864512,11826901,8658350,14518882,12259936,10595288,
20140601,488479901,89872835,69577426,29275476,5500000,34396050,0,62648936,24723888,22275515,19945972,32295532,45780124,14245225,5758459,11239675,12415277,8529511,
20140602,621126360,70469554,69126979,37734176,5300000,51685774,0,157590957,13785176,30452805,23947869,51881121,47397191,16085344,10469506,11383219,13868660,9948029,
20140603,1076552114,152710189,96689293,54502063,23300000,45688994,0,372475648,45986428,53342990,64897301,53238315,42692040,23178051,12639886,15038649,11199200,8973067,
20140604,967195002,113397895,86719715,56176725,2500000,42110238,0,284614952,83200424,51869505,50441149,59982262,69758268,11998101,15740317,16943314,14232516,7509621,
20140605,961872173,129524236,73009676,55763580,153970100,43464230,0,174492704,41853519,45193604,39541980,79281320,61161805,20860942,8250749,12756867,11450657,11296204,
20140606,827709155,78891637,66993633,53721908,3000000,50972389,0,284026826,36447628,47811653,50393240,49305353,51338301,11796460,12600013,11640063,11229969,7540082,
20140607,581690191,81580230,53063152,61049373,3000000,35818031,0,151927570,17249027,30564300,22389236,22085944,48132234,13237064,9025086,10078375,13722276,8768293,
20140608,870362848,89409171,63355713,31596284,500000,36339936,0,429252374,23752087,30249712,30838107,28368193,40069713,16130110,13367599,14140487,13061326,9932036,
20140609,1106911875,158101667,56459187,58432587,0,51928295,0,391799192,61917310,42017147,72470675,78947632,76055440,11414324,12117598,16683538,9138604,9428679,
20140610,895027175,113779287,72048696,54173163,520000,58774118,0,290257918,13420676,47623231,48818153,64080332,61580706,22471892,11158025,15801079,12488189,8031710,
20140611,1040982692,125064959,60400417,51224197,910000,58609039,0,405581125,47574558,42613607,31040399,84839111,67646093,19649421,12603227,11892850,12613390,8720299,
20140612,930050965,132476527,68090117,44928430,106860400,51203840,0,251523543,19719521,30030772,40171434,46480470,79336244,10452730,11708015,13200003,14167040,9701879,
20140613,783946822,138089992,62719096,41538647,6700000,54135889,0,224077331,14753705,15880093,45973934,52768360,47675825,18736466,23889921,12302503,15763514,8941546,
20140614,554214154,107341980,55374092,26009778,1500000,33380783,0,108609036,33825162,15067150,19213245,51876129,43963149,14681573,13242045,7100389,13668233,9361410,
20140615,614303644,126729755,42073455,39529337,2000000,48609343,0,152957198,15276937,12141357,30209349,53476211,26884089,18598750,9982564,13992837,13100056,8742406,
20140616,1336794126,159444981,56048833,72047433,300000,56397734,0,561388638,82761184,61153179,82588892,59072382,74536524,18895849,15029929,15385592,12897090,8845886,
20140617,1197321128,159935129,44884321,44383218,100000,80232813,0,446697626,25635259,91956247,46099134,94207444,92087902,12686916,18632415,12212501,17634517,9935686,
20140618,1556028662,154041813,39047444,45441222,1842500,72161090,0,791781560,37155847,76552062,90332551,88162099,83696366,13629203,13417622,19701434,18409263,10656586,
20140619,939870180,114826300,37061862,55172979,2343400,56862318,0,266871664,44955810,41768353,81202167,71503599,101594328,20835057,12731036,9959629,14294587,7887091,
20140620,1043747523,164214482,74809385,62273594,100000,64041939,0,283046395,37056728,43933293,52464257,104201169,78652629,22106373,12345331,15988600,17146098,11367250,
20140621,573296780,126384922,60522289,44268580,0,56868890,0,46957379,32784397,20681031,26667518,32312862,60090159,10032838,12936562,16394485,17068265,9326603,
20140622,742406910,97504961,59157714,33133811,110000,46798005,0,253920294,18213007,24550769,49012606,32635381,66529943,10252101,13514796,15783284,12427165,8863073,
20140623,1438844936,146110492,110391776,66521891,800000,53981341,0,586276655,47138333,75646686,81748502,116023420,82866106,12729135,19336040,16384924,13933802,8955833,
20140624,1415113263,160638222,105618767,64609937,43200000,63208140,0,559683938,60917842,50959137,50453657,101695447,85187143,17345897,17417532,11695672,12566763,9915169,
20140625,1243880683,129073778,93714129,62983720,26850000,49497506,0,391318732,10642389,86069117,103530680,109963865,103954279,14714132,17606162,18387789,15726972,9847433,
20140626,1313082961,147078545,79412668,62892799,66240000,66536747,0,489958878,19590853,34398572,52703142,109719289,107134167,11692525,21847349,17055352,15490423,11331652,
20140627,1072973259,162061607,91433224,47512072,8100000,59416631,0,280252652,42133743,41539350,70298758,88718081,97636810,21586061,20948101,13779658,16014328,11542183,
20140628,763515425,125950362,76240244,36614369,3000000,50413321,0,203605636,13089905,31750675,22336763,53132881,81612361,14910713,9430611,11043986,20009171,10374427,
20140629,963377140,144703368,55541385,42780367,550000,44163107,0,358795651,37994367,47452490,36265414,38432124,84349039,19006924,14396424,14995677,10181253,13769550,
20140630,1762025218,186765557,80647075,50868370,3000,56633922,0,776728160,94147841,58087362,76237213,117009910,169108948,21623311,22146615,21451036,18268082,12298816,
20140701,1272360671,161679262,101383552,86164198,2600000,57588830,0,359181988,108677908,53366392,61153642,101247598,93107222,25331135,15471547,16458731,16445412,12503254,
20140702,1080146191,153541076,78292705,69759847,720000,53258699,0,329831676,58837863,69754321,53633611,58142136,74869408,26940693,9251490,19919930,13620354,9772382,
20140703,1048077058,147552231,92885391,51271494,20900000,45910907,0,305903380,45553839,74105034,55991889,86017483,53308813,20314542,13802880,12727124,12607635,9224416,
20140704,1004710914,160325493,66043092,58892976,5000,59917339,0,322792534,41497320,51556939,64029805,38595934,65730421,17735735,10547901,12892393,22560227,11587805,
20140705,796175241,104026840,47224473,31516871,1400000,55006448,0,297381847,32849132,8514792,29606811,52476261,78062896,11754615,9342712,13292860,12447294,11271389,
20140706,632749708,86498087,53228443,49069560,200000,42338632,0,169266459,33042080,26534450,39825325,42781509,35827821,8662901,11041476,13795082,10498860,10139023,
20140707,1291173287,154601114,94191833,56457678,1300000,43380185,0,519289434,39096446,34232906,75883524,92166523,94211418,23014348,19722808,21894559,13351390,8379121,
20140708,1161647808,138004418,87118482,63382306,44330000,51805803,0,370997375,17848513,36775025,53540428,123997687,92523469,18421420,15600053,24199785,14398634,8704410,
20140709,1131321959,139652371,77583652,46836919,1330000,61524717,0,406396792,45811895,26117726,76350590,73203739,93305722,28140332,15272400,14599999,15307732,9887373,
20140710,970761471,159653271,96804781,57009864,10200000,44413723,0,231370547,43370445,43016286,62225708,56553389,81057400,25889749,15708189,16629760,17163374,9694985,
20140711,867865461,114619180,77744329,51186310,530000,53517052,0,290200310,22717811,14835535,32223388,65087352,80132277,13803694,13459257,13487220,13548064,10773682,
20140712,736665971,123496990,57272007,36896425,1500000,46705741,0,261356126,20527782,15665233,25687182,48618410,43117693,10573632,15635867,9351182,12014118,8247583,
20140713,582845206,121173969,60922598,41787331,0,47196962,0,102093131,20383980,13822391,32617781,27679837,62813574,7953243,11932858,12513213,11239640,8714698,
20140714,894131397,154472519,56844810,51175654,2330000,41895083,0,227022468,27043459,30649140,54689185,96401422,80856958,16178721,12468059,18204847,16265558,7633514,
20140715,932272103,166696842,63388887,60006873,27188000,49067910,0,220891314,35827740,67559380,45684325,58580370,69542786,12374090,13874647,21006001,11489435,9093503,
20140716,863927601,91747875,65848165,57315333,5300500,49343207,0,242490539,51074081,43926389,47279382,46387778,83136217,22036635,14664970,15770596,18312622,9293312,
20140717,1112803326,135762555,50756535,49897965,106910000,51368466,0,443002916,34666663,30008849,40056312,47042963,59768887,14075605,12661287,17770899,11965028,7088396,
20140718,714017177,117041136,44119647,43247627,2005400,46302540,0,181745722,19258189,44650397,44724736,32989713,69772636,20852604,12592257,10739954,14734551,9240068,
20140719,645517178,128625219,42371824,39525042,0,42033774,0,160868094,32741156,11635144,22452941,41907636,45849533,18130657,17524987,16346811,16163572,9340788,
20140720,590359910,110762416,63746428,28185242,0,44050578,0,136166408,12870222,26837623,25837709,33104079,43618565,12454839,13414312,15052857,14778131,9480501,
20140721,1255795072,133059667,92177299,61281340,2300000,50921062,0,505464252,57244136,74531447,61497159,77040675,76840446,16576559,9737774,14438332,14704068,7980856,
20140722,1176797458,146159959,109286722,54934626,172505900,52904203,0,244891483,63364828,54555920,79601926,58134100,72229650,16974136,12128559,16056681,13940724,9128041,
20140723,1074248036,140841822,95530253,47694939,19100000,45814990,0,226877759,50966555,57170794,82317255,124970179,111478919,23859516,12903435,10918017,16150549,7653054,
20140724,1117992195,134549619,96312996,58546005,68800000,44749627,0,339448287,54651507,58852709,43776953,58173338,97489453,12724604,15934009,8248280,14648482,11086326,
20140725,888339386,120917338,93114903,65579893,19702000,43299861,0,231649421,43813485,37452146,52993792,39581277,66768803,15437557,14416120,15894225,18158784,9559781,
20140726,492374098,71294220,59800877,39212435,2400000,42312349,0,86791459,19708050,28037930,28896694,17199191,41594167,10689833,7527591,12075800,15382892,9450610,
20140727,644169837,87281810,76246629,32492468,720000,46331513,0,181737022,20988272,14153981,30255967,50599619,40308558,6867469,16743252,18637459,11271944,9533874,
20140728,1071226868,157133769,95471870,48123060,33100000,49591919,0,324176454,81742570,26277304,44543760,68700399,66379017,10839272,21729256,19010517,14564130,9843571,
20140729,977757743,123972002,68741315,58973921,4901000,51989527,0,312299292,39170707,41239759,67913174,74304274,64065290,13704561,18297946,11946327,16612313,9626335,
