report_date,total_redeem_amt,tftobal_amt,category1,category2,category3,category4,card0,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11,                   w1,w2,w3,w4,w5,w6,mb1,mb2,mb3,mb4,mb5,ma1,ma2,ma3,ma4,ma5,fb1,fb2,fb3,fb4,fb5,fi1,fi2,fi3,fa1,fa2,fa3,fa4,fa5,sb1,sb2,sb3,sb4,sb5,si1,sa1,sa2,sa3,sa4,sa5,time
20140626,1313082961,147078545,79412668,62892799,66240000,66536747,0,489958878,19590853,34398572,52703142,109719289,107134167,11692525,21847349,17055352,15490423,11331652,    0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
20140627,1072973259,162061607,91433224,47512072,8100000,59416631,0,280252652,42133743,41539350,70298758,88718081,97636810,21586061,20948101,13779658,16014328,11542183,       0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
20140628,763515425,125950362,76240244,36614369,3000000,50413321,0,203605636,13089905,31750675,22336763,53132881,81612361,14910713,9430611,11043986,20009171,10374427,         0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
20140629,963377140,144703368,55541385,42780367,550000,44163107,0,358795651,37994367,47452490,36265414,38432124,84349039,19006924,14396424,14995677,10181253,13769550,         0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
20140630,1762025218,186765557,80647075,50868370,3000,56633922,0,776728160,94147841,58087362,76237213,117009910,169108948,21623311,22146615,21451036,18268082,12298816,        1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
20140701,1272360671,161679262,101383552,86164198,2600000,57588830,0,359181988,108677908,53366392,61153642,101247598,93107222,25331135,15471547,16458731,16445412,12503254,    0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
20140702,1080146191,153541076,78292705,69759847,720000,53258699,0,329831676,58837863,69754321,53633611,58142136,74869408,26940693,9251490,19919930,13620354,9772382,          0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
20140703,1048077058,147552231,92885391,51271494,20900000,45910907,0,305903380,45553839,74105034,55991889,86017483,53308813,20314542,13802880,12727124,12607635,9224416,       0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
20140704,1004710914,160325493,66043092,58892976,5000,59917339,0,322792534,41497320,51556939,64029805,38595934,65730421,17735735,10547901,12892393,22560227,11587805,          0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
20140705,796175241,104026840,47224473,31516871,1400000,55006448,0,297381847,32849132,8514792,29606811,52476261,78062896,11754615,9342712,13292860,12447294,11271389,          0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
20140706,632749708,86498087,53228443,49069560,200000,42338632,0,169266459,33042080,26534450,39825325,42781509,35827821,8662901,11041476,13795082,10498860,10139023,           0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
20140707,1291173287,154601114,94191833,56457678,1300000,43380185,0,519289434,39096446,34232906,75883524,92166523,94211418,23014348,19722808,21894559,13351390,8379121,        1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
20140708,1161647808,138004418,87118482,63382306,44330000,51805803,0,370997375,17848513,36775025,53540428,123997687,92523469,18421420,15600053,24199785,14398634,8704410,      0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
20140709,1131321959,139652371,77583652,46836919,1330000,61524717,0,406396792,45811895,26117726,76350590,73203739,93305722,28140332,15272400,14599999,15307732,9887373,        0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
20140710,970761471,159653271,96804781,57009864,10200000,44413723,0,231370547,43370445,43016286,62225708,56553389,81057400,25889749,15708189,16629760,17163374,9694985,        0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
20140711,867865461,114619180,77744329,51186310,530000,53517052,0,290200310,22717811,14835535,32223388,65087352,80132277,13803694,13459257,13487220,13548064,10773682,         0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
20140712,736665971,123496990,57272007,36896425,1500000,46705741,0,261356126,20527782,15665233,25687182,48618410,43117693,10573632,15635867,9351182,12014118,8247583,          0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
20140713,582845206,121173969,60922598,41787331,0,47196962,0,102093131,20383980,13822391,32617781,27679837,62813574,7953243,11932858,12513213,11239640,8714698,                0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
20140714,894131397,154472519,56844810,51175654,2330000,41895083,0,227022468,27043459,30649140,54689185,96401422,80856958,16178721,12468059,18204847,16265558,7633514,         1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
20140715,932272103,166696842,63388887,60006873,27188000,49067910,0,220891314,35827740,67559380,45684325,58580370,69542786,12374090,13874647,21006001,11489435,9093503,        0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
20140716,863927601,91747875,65848165,57315333,5300500,49343207,0,242490539,51074081,43926389,47279382,46387778,83136217,22036635,14664970,15770596,18312622,9293312,          0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
20140717,1112803326,135762555,50756535,49897965,106910000,51368466,0,443002916,34666663,30008849,40056312,47042963,59768887,14075605,12661287,17770899,11965028,7088396,      0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
20140718,714017177,117041136,44119647,43247627,2005400,46302540,0,181745722,19258189,44650397,44724736,32989713,69772636,20852604,12592257,10739954,14734551,9240068,         0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
20140719,645517178,128625219,42371824,39525042,0,42033774,0,160868094,32741156,11635144,22452941,41907636,45849533,18130657,17524987,16346811,16163572,9340788,               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
20140720,590359910,110762416,63746428,28185242,0,44050578,0,136166408,12870222,26837623,25837709,33104079,43618565,12454839,13414312,15052857,14778131,9480501,               0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
20140721,1255795072,133059667,92177299,61281340,2300000,50921062,0,505464252,57244136,74531447,61497159,77040675,76840446,16576559,9737774,14438332,14704068,7980856,         1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
20140722,1176797458,146159959,109286722,54934626,172505900,52904203,0,244891483,63364828,54555920,79601926,58134100,72229650,16974136,12128559,16056681,13940724,9128041,     0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
20140723,1074248036,140841822,95530253,47694939,19100000,45814990,0,226877759,50966555,57170794,82317255,124970179,111478919,23859516,12903435,10918017,16150549,7653054,     0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
20140724,1117992195,134549619,96312996,58546005,68800000,44749627,0,339448287,54651507,58852709,43776953,58173338,97489453,12724604,15934009,8248280,14648482,11086326,       0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
20140725,888339386,120917338,93114903,65579893,19702000,43299861,0,231649421,43813485,37452146,52993792,39581277,66768803,15437557,14416120,15894225,18158784,9559781,        0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
20140726,492374098,71294220,59800877,39212435,2400000,42312349,0,86791459,19708050,28037930,28896694,17199191,41594167,10689833,7527591,12075800,15382892,9450610,            0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
20140727,644169837,87281810,76246629,32492468,720000,46331513,0,181737022,20988272,14153981,30255967,50599619,40308558,6867469,16743252,18637459,11271944,9533874,            0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
20140728,1071226868,157133769,95471870,48123060,33100000,49591919,0,324176454,81742570,26277304,44543760,68700399,66379017,10839272,21729256,19010517,14564130,9843571,       1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
20140729,977757743,123972002,68741315,58973921,4901000,51989527,0,312299292,39170707,41239759,67913174,74304274,64065290,13704561,18297946,11946327,16612313,9626335,         0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
20140730,771976977,136993085,69736699,48438152,28497894,53592214,0,92911813,33850004,34693663,80702581,53910297,62301990,26760455,18044430,9512719,13949104,8081877,          0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
20140731,1074543652,164763759,66452367,60020945,94901000,56113937,0,273505875,42291325,41553524,46554519,67841384,74343440,16740875,20805164,21059147,16021997,11574394,      0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
20140801,834828938,154166914,76041619,62152090,11410000,45721249,0,173564232,32996328,54914311,38691165,48353523,68903016,11614374,12619327,18380179,13766595,11534016,       0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
20140802,601688837,123485598,80863879,48511142,646265,44287823,0,91098174,13510953,18235264,36756988,25820130,51345926,7303311,19008429,10801736,18465271,11547948,           0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
20140803,602822245,85556631,78851444,58356504,2300000,33647002,0,121091263,45104180,12097862,23514433,29334634,53573592,15833058,7523770,8998114,16046843,10992915,           0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
20140804,950468962,128901544,73312639,72291917,28400000,47996391,0,191063222,42502416,43108599,70671288,78884871,102999538,19077061,10732351,14683746,15418341,10425038,      1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
20140805,1007741191,134725271,76382875,63814512,48610000,49734663,0,258133441,45878865,54944564,71567066,73539289,69645987,11453751,12060130,15377107,12445252,9428418,       0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
20140806,860487112,114981132,73279172,51270184,12881000,47977517,0,201275269,28545196,45971487,72245375,88732678,62296596,10935375,11886766,16236793,14292726,7679846,        0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
20140807,799809388,130075150,57514519,62599188,14820000,54210967,0,164597623,30716438,33937667,33155549,70918281,77287562,16789065,20019147,11725922,11511736,9930574,        0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
20140808,992934026,145034184,78966056,60809047,14500000,49296874,0,275340971,77603537,28079176,47128640,64967997,72518568,23741725,9481873,13765793,17886622,13812963,        0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
20140809,503104994,61405703,49161798,49861770,1401000,35513740,0,97274737,17622139,11718002,35607789,35602285,42489656,15740010,13063655,12352913,13548381,10741416,          0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
20140810,568087618,106498006,55756798,42694726,0,37515158,0,98445096,42412315,13677024,28257641,37644931,49250974,12593752,12438660,11678334,9900148,9324055,                 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
20140811,1071989217,161699066,88304725,57245061,30800000,51887448,0,324203736,38347235,31774808,40295433,88907237,91727603,13876710,13377423,14103554,16951044,8488134,       1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
20140812,1075892152,172042179,78511835,73688120,11160000,58552869,0,259756872,39086636,44227601,88755090,93109403,92761739,11826535,18745486,14176219,11488453,8003115,       0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
20140813,901474297,168578493,54573858,49636487,1921000,48008733,0,236787518,34306958,34376669,36736329,69436109,91205027,22083357,25002059,11602431,9535773,7683496,          0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
20140814,926843674,147373718,65605159,53621309,7600000,56371490,0,253439877,45706296,36907856,48259480,60791390,71068069,15548007,19643424,16656273,17766490,10484836,        0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
20140815,848779399,152434120,48487654,56036567,1010000,43324538,0,179971406,57817491,25217857,62306944,68983555,76835841,11261596,18261748,17375038,18616559,10838485,        0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
20140816,523051253,104268104,44478957,46735041,3200000,44857761,0,98904664,22815058,16605633,9399344,24925994,39354646,19751868,10641032,12044488,14104221,10964442,          0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
20140817,705055974,105404125,34426378,39797976,401000,43062377,0,266331290,25151783,34147861,35994850,25566972,40981680,7983874,9221744,11185083,16690537,8708444,            0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
20140818,920043938,139784807,55184165,63588421,11510000,89272117,0,245423984,26810801,31685385,31570913,52319407,96965968,12053626,19367180,17350428,15585133,11571603,       1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
20140819,1000976790,140437811,59890322,42221007,17252648,150165093,0,237096511,52565616,54121928,48933599,52800392,76678037,20540237,16435656,9063141,13544383,9230409,       0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
20140820,911442059,105406009,99659100,68745170,2720000,111021296,0,228892898,38163098,32349379,41355176,62512570,59346521,11895631,14246349,12579885,11439959,11109018,       0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
20140821,916711558,93186006,95162707,62214448,12705000,133032920,0,269093631,17943276,30765523,21756471,62282584,54151875,9374631,17535531,12979932,15663662,8863361,         0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
20140822,794030896,76834141,75812980,58343257,2014800,140680860,0,171597414,11457054,42584386,48327458,52281376,49324876,7931804,15995411,14084796,16910461,9849822,          0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
20140823,599571830,64887108,86832353,51013674,5800000,88060286,0,78439563,14239948,31829241,26406683,34918650,47295543,12229367,10437282,9951416,24332749,12897967,           0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
20140824,721819390,83804748,88406875,53828719,2050000,98850501,0,123661332,22740996,49741593,31319328,48752738,51355502,9868403,16083567,11530166,18380324,11444598,          0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
20140825,1217948897,98865960,112957117,83115027,8730000,145403423,0,337427619,50435763,87699090,50771176,60398407,90932237,24695722,19964304,17708305,18675941,10168806,      1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
20140826,1220808633,129750112,94052392,56958236,8900000,148651137,0,443245566,26135575,59286124,58415051,40531564,84337690,15205122,19310941,11301632,16097480,8630011,       0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
20140827,1155353396,94569200,75660511,61104012,42760541,135762961,0,410655611,36326144,40635008,29540813,53320781,104699492,17038073,14798144,11507135,17076698,9898272,      0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
20140828,1366819792,96757258,82897585,80365657,22820000,152539939,0,509860057,63108057,50141638,56946446,83847640,88567464,20203695,19210327,11329495,17689039,10535495,      0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
20140829,1003932959,92100045,62960383,74359392,2510000,144161170,0,272976726,53696043,27004994,45715002,59755316,65413817,25016198,18705885,22985468,20681319,15891201,       0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
20140830,582508049,58579982,63243716,36998743,6503429,132605784,0,73952770,19314680,23228887,22716554,43853976,43083754,8277719,8625181,12484932,15769322,13268620,           0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
20140831,726223071,79593103,55919204,49725568,2500000,153651639,0,132184112,20123575,25420729,36182302,59313505,33122297,17835361,8531499,12297803,21587236,18235138,         0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
20140901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
20140902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
20140903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
20140904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
20140905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
20140906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
20140907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
20140908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
20140909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
20140910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
20140911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,164
20140912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165
20140913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,166
20140914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
20140915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
20140916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
20140917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
20140918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
20140919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
20140920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
20140921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
20140922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,                                                                                                               1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
