report_date, total_purchase_amt, zfb0, zfb1, zfb2, zfb3, zfb4 , zfb5 , zfb6 , zfb7 , zfb8 , zfb9 , zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb18, zfb19, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb28, zfb29, zfb30, zfb31, bank0, bank1, bank2, bank3, bank4, bank5, bank6, bank7, bank8, bank9, bank10, bank11, bank12, bank13, bank14, bank15, bank16, bank17, bank18, bank19, bank20, bank21, bank22, bank23, bank24, bank25, bank26, bank27, bank28, bank29, bank30, bank31, bank32, bank33, bank34, bank35, bank36, bank37, bank38, bank39, bank40, bank41, share
20131109,413232038,0,6608365,304028,2741551,527197,656401,61630,8833761,757877,226958,1091285,79193,18907799,78376,319890,1062099,1367450,200266,1061666,1980007,2585885,4755744,3934035,8073432,15557324,17729834,24382309,12038339,5680227,1501802,2269598,2308850,0,3917226,0,4899776,0,3272507,493306,0,0,0,4959686,203212,48860,5116340,3725936,0,1985435,568327,0,2290727,230815,405691,2213852,973896,7131169,2649601,2351756,1099155,3100003,15892380,18105872,14585136,14037603,12009513,11266505,11112700,16147272,21164976,17559844,20700445,19427117,20281562,1620659
20131110,503754820,0,11924173,202628,1255165,515018,3562947,424135,15284400,1131545,78406,1376417,558505,1059650,208090,27438,184554,428668,1369871,3840887,2259097,1610732,9704035,7096474,11388152,16214898,25872745,22120658,8419976,7139084,6428079,16940828,821527,0,8402604,0,0,0,549861,506776,2717486,255865,4200887,334109,2965540,197170,833769,6656857,430278,149895,610513,49863,1303130,3113375,3058429,5130549,2635981,3855756,8371375,4216593,1211616,8396127,10263504,12038485,11739090,14339884,19167241,13583636,14602657,23229710,13751860,27679823,24416630,30690860,37040868,1607386
20131111,568392496,0,5888643,466544,11964854,1040499,35279,149823,1706986,1535105,532365,6202775,20405,771337,381121,6162698,3459614,1533071,1951071,700385,2047984,22474360,15381493,9784719,76056268,18520746,29845194,51054059,3852286,13571861,5506222,4391843,51733,0,15505485,0,80052,0,3474956,0,0,0,574303,193,4823418,2187208,13122,8061021,4901272,2539267,2954171,0,7546407,6382,6934809,7963557,8217937,12408415,5709638,692,5501626,9711190,14128521,17601251,16588246,10525858,13047299,12134755,16082869,14415524,12713355,10427007,10825026,7681916,4209871,1854534
20131112,576579651,0,10201018,890647,1399362,675998,798680,417241,2820094,2580483,1041537,1499066,1706810,262280,527596,424798,1336422,3806016,1446606,10386074,5330636,11266417,23937907,9337645,30764121,56293488,78485348,28704012,25357589,4005033,6009254,949820,278717,0,10729613,0,40374,0,4448220,5036198,2308665,3430432,4979555,0,998508,5052249,2638444,109660,302217,19700,4825619,0,1328661,6695842,4813319,8198385,8637180,10611024,16505557,2370962,6066396,1227905,13146429,10450162,20732613,7370053,14859051,12960936,11232462,8826233,13000817,13376025,7673653,4359825,2462874,1813118
20131113,593090347,0,5009500,302481,1710582,834554,74096,403821,672578,2895509,96094,2202928,529815,595701,64253,19538669,1442932,358694,2484227,1673347,319854,5669469,5943728,6193097,96427992,7458910,122536116,35351634,20377305,4201511,1573349,3589799,2160182,0,7852301,0,0,0,0,0,0,0,2485711,5199853,2043868,5075938,302320,3048417,0,0,0,0,9702476,1968168,11989357,10941800,0,8527616,2035725,7374782,4210420,6051732,11064066,10283006,11221533,13985626,16357070,10001839,8062965,25061311,10022326,19025519,7171668,5395428,2087810,1846969
20131114,488635145,0,9830385,184265,2106487,3661316,303494,158042,3665097,2585600,1001989,328348,1136962,1807852,162293,5412308,2088131,4821632,1144398,1966919,1561304,3358889,13049948,15078883,29739195,32455128,33737062,54528410,3182714,1852864,4019918,1823418,116899,0,7170961,0,99631,0,2027972,0,0,2218252,0,0,506327,4953401,5030762,0,5101634,7046449,9687323,0,2457299,304037,2050295,17619647,5890676,5259645,4111720,14969924,6535478,21300692,14250023,10143369,10672705,3334275,23054523,8534238,9750842,7164244,16237241,7994285,7206854,4893404,2395367,1791500
20131115,450794762,0,17807697,168403,980848,1064879,555961,644571,2626886,2382060,1591385,202679,618627,565988,54740,242926,1241142,9755164,897542,278354,6051997,392035,30426058,14246561,10465927,52237503,16202292,35727115,3907747,4123175,3985691,1727682,50438,0,9977339,0,0,0,0,0,0,0,0,4001019,0,0,0,4007450,2022420,1010425,0,0,0,4090193,21547737,9915105,2282588,4456276,5275900,14669026,2462092,7201078,8503546,8242571,7407296,10023946,17959881,6523352,13334955,12695250,16827302,13205011,9439921,6851531,3596318,2041161
20131116,316633052,0,9598114,537069,2457242,1042301,512075,389273,1737453,131444,75063,1258565,442160,416694,3653840,3264117,2014983,645082,884398,5706574,849036,2699761,9576234,2318403,12124394,6634448,36471268,22245987,4732514,3666892,8414988,1207043,706824,0,0,0,0,0,0,0,0,0,0,0,1354206,0,0,3117123,2027063,4513974,2231388,0,0,5678554,991771,4155127,6071697,0,2813578,9364201,6759197,3109136,7863312,9462220,8812596,5141538,15393140,9809166,7705351,7567790,11640924,15173953,9599041,5553561,2457529,1851677
20131117,490372314,0,8554369,486602,2157021,389566,2990398,150821,8287693,609358,2615031,5153877,47127,101305,58706,6374798,1831979,1762962,928011,2273127,1439462,8906204,16534616,5152496,19489989,48682600,99553035,21427636,8103685,1981604,11977698,2480055,3066091,0,20116,0,0,0,1023991,1179,0,0,0,0,490978,0,0,0,3057644,5336195,0,49876,9632213,8262703,3047092,6985929,1019626,2095063,8784911,506383,6374447,6866049,8481441,9731286,7297899,7156107,17243957,13055657,12908133,12417074,11557979,13976431,7990872,6969742,2628271,1835148
20131118,522189427,0,12673114,80612,2055251,1929400,2341707,238722,2178572,383038,828970,4512604,547835,49508,75502,378478,603499,2664411,1190311,4697757,10270840,2725026,15511961,3851091,24281733,33969743,75530098,22372008,29600848,13029274,7962439,7419272,18555,0,5483837,0,1019099,0,3019750,0,0,0,389333,2897309,811614,1637254,0,991429,6508786,995378,10583385,0,4569561,1545799,5622676,2973345,8669334,4673753,3213287,9770142,15147683,7892420,8042569,8593851,7177973,19825645,15133183,7699137,12505471,13218015,12658820,14498834,10522552,5309930,2783429,1832665
20131119,581096699,0,14270563,1238308,1237668,29787854,697416,307157,5221922,557999,811114,1439221,1105440,3491673,2575055,546357,3554256,6509729,330460,5721345,2363629,4274514,20557270,5436589,42297420,20983499,28380924,21477912,1063386,9533189,418777,37333532,148886,0,12829478,0,0,0,4889175,0,2948922,5071792,10147404,2955366,0,99296,102307,0,17196911,0,5546288,0,5358072,6192971,5539314,2737501,12009717,5800271,4722377,13831877,14472429,8737072,10561316,11188848,8173190,15235430,27401494,9291837,16090587,11748735,20905383,15987324,9517001,6217469,2041388,1875093
20131120,574718176,0,8028704,4190025,1488722,5491960,119538,266831,4328358,3277050,760271,3785370,43288,158690,1278928,534189,2762742,3825680,1009841,6096453,733006,6938006,67050397,2920986,20617830,83495986,14313846,26730494,10291248,3948486,2724519,12134494,545528,0,1983759,3011159,0,0,6999456,0,5066654,0,2984900,402922,2990632,0,0,495045,9764546,10105823,0,0,2137512,9075744,12576151,7392519,2879229,4359216,416415,5113637,11250851,7561543,13496426,3518954,15990027,14121832,17608936,20429904,12374130,17614953,12198397,19115174,11401765,4530375,3888864,1969260
20131121,541676554,0,15479591,142069,2687032,1448837,1592489,436592,4368502,1788873,152290,1420682,436165,1054138,191883,943582,65031,8233268,803071,1560808,18497312,3515776,10729935,10418120,11016948,33873028,29047573,51516196,1886340,37024610,2825778,12014235,291518,0,12843034,0,0,0,0,0,0,0,1996997,3316780,0,0,0,607094,9840458,2037164,0,497357,3655735,2954558,7663445,4008944,12999652,9688765,10870643,10923182,15755388,9416302,12428798,19131777,7362495,18515688,8624989,8062032,12171077,11998659,18828587,18464835,11759850,5647104,2119559,2023334
20131122,397695765,0,7056014,1914426,1108878,5446937,650124,389991,2365791,30167,351257,578157,605002,851514,193030,4715653,280287,1552078,1524638,1920901,29754793,3267964,9261034,19595183,10120541,9553424,35788160,40796587,2937870,2406939,1475915,1535032,9438,0,5967860,0,0,3558608,5064327,0,2888485,0,0,1981328,3060715,0,2716,79652,0,204096,1015705,146905,5189203,5052173,2406810,507802,12120344,8563506,4086990,4259070,10480758,3019353,6600782,11544732,3307188,11371179,10136293,11459176,8212997,12491989,8596382,12095791,13534872,6127848,2444962,2077443
20131123,369423029,0,11153550,188233,1286700,901289,235141,938879,1526337,2142957,442316,1879749,344819,45654,2459181,184489,31268,82391180,1640163,2266352,4683851,372184,6757015,22276136,8165279,3414301,14616089,21428707,7620004,2291122,9123338,2273666,703329,0,3228236,0,0,0,0,0,0,0,0,1988841,3862031,0,7029845,326388,0,0,0,0,11416592,1093227,5411414,5394595,13189272,1269313,4971597,7010534,4044832,3736661,199042,5008676,2435211,13910834,7412802,6168944,8983609,3630374,6835285,9134442,7679552,6262726,1896518,2108358
20131124,270526886,0,10823134,136906,540320,101188,257671,343096,2906043,69763,201741,840627,430030,260710,718863,98219,3448022,789581,882250,3885531,2206475,436207,3985767,25205094,8959026,6630374,6571488,31842215,8567392,3478850,608452,1167290,27495,0,11859017,0,0,0,0,0,0,0,0,0,6011787,0,0,880590,99054,0,0,1019711,10752163,0,0,5157856,0,2151820,3711106,4788216,6028848,4989259,12058595,3780031,1146585,5817394,9328843,8652110,8594102,9894940,6930888,6519963,4389656,5229810,2223598,2091124
20131125,601607369,0,13099485,449115,10936684,1371950,504505,467860,1266195,460833,78166,120144,3843576,976811,697954,334200,2598220,6048728,5690096,1621811,6890024,2155278,24095700,3469419,4096463,20556206,42946839,50608449,22055351,5111541,6294478,3103115,1262225,0,34736398,0,0,0,4953636,3008496,0,4029510,1607669,0,6176299,0,5025582,6190019,4967226,300693,2165991,1176567,3536261,4552211,12120277,9827876,21928379,6483095,2980954,27250649,16040203,5996484,7507799,9876773,9246333,12969661,30814208,17082436,13717571,13731867,15054247,18717249,11514992,7213456,3783236,2111645
20131126,550825368,0,19327611,331586,888260,35891838,1332296,107998,3308872,1757550,553233,1079725,1150370,343891,9894123,12347875,115314,6903702,747782,7012104,318797,3640075,5362997,13035500,8233704,25241557,22101413,34697916,7439076,5621070,2625586,1228799,1832052,0,13218957,0,0,0,0,5026299,0,0,0,0,2589404,0,5423938,4903103,5452039,400803,4593741,737635,6972048,0,1016108,5332010,18384322,6425182,9471218,12493520,15099413,12876707,23693279,9399352,5896180,12032088,25387242,23142243,17240081,15680424,13782304,19043048,8703564,6314968,3479595,2141881
20131127,506111814,0,16217045,888653,1088214,175075,718257,595190,3121156,143524,952537,1158254,1622904,167528,445550,740517,4487038,629360,3322348,428909,2147264,898741,9024798,23182528,4864780,12049084,30723161,59726443,19547024,17410596,14538045,3797594,2123578,0,11070455,0,3806895,0,3044598,508404,11179411,0,2551975,0,0,1970298,494355,2045991,503021,7882397,0,0,22700,2951226,9160255,16585683,10115351,6671060,4819566,6073480,14071352,1611838,12213302,16475303,1587803,13282076,10413138,13937770,25500165,9066903,16411735,12085479,10271506,4467011,4074747,2248870
20131128,606820848,0,53469185,754747,4463354,1964623,2067132,1019846,2554784,192584,430437,1178838,1578528,1660092,3349650,1467159,7596410,11425283,2031438,4270196,2829444,1740663,71229899,8938683,14800287,19496933,24512270,43097422,29800997,14264270,6526809,2661445,1587637,0,10001250,0,0,0,0,0,12626737,0,204165,0,8041691,0,4898510,2174554,0,1009271,0,5088957,998423,3020664,9182368,7495836,12203302,5287217,10899072,12608190,7131332,4470779,7924225,2681137,6825893,13009801,14539356,8022635,22784462,19285216,15699160,16324996,10918679,3634208,2570095,2297622
20131129,431776160,0,15553887,2245236,811754,4541392,3830846,430898,2705220,2293185,343306,944184,514993,2334503,3215562,223741,569931,845379,2301342,4264411,2014980,11204451,5654356,7811157,10659721,18017033,28704616,25505455,1078527,4730695,4237784,3519854,10080,0,20909053,0,5103341,0,1993093,0,0,0,0,0,0,0,0,0,0,0,4004270,4006861,2483917,1057827,5966514,1904624,15486475,14146110,5901736,8028224,3314346,5357080,12562609,13394283,16253664,10035835,19522153,21026791,17341016,12373553,8787939,9669313,8291939,6710210,2689932,2334973
20131130,370945332,0,15309420,211885,979634,1311216,3487729,257370,7848728,892805,315448,4857565,89848,58441,144559,1295361,308255,308134,1240982,5283865,356855,2600274,7602108,7446319,7728262,24877833,15678999,97730977,23304381,3324797,1550373,2558318,3950226,0,4981808,1006289,0,0,0,0,0,0,0,0,0,5057501,0,0,1022701,0,0,1469043,0,2700553,344449,3046944,4303757,1952,2118876,1061655,2318001,5044226,2870268,1719180,5107385,13813786,13697877,7383233,6011619,8756726,4543005,9228896,10830293,4477959,2742842,2373541
20131201,468652815,0,14321810,260903,1450925,1251382,3697681,197132,2263594,6085182,140192,146099,921179,318426,213148,907472,2529081,8858361,3322520,754063,553885,8544018,17005558,17547708,9010740,6300606,20011556,16881574,5664525,5850924,3420338,3317733,3165926,0,26838490,0,0,0,4962113,1114919,1007305,0,0,5996914,493065,5919148,4009971,989927,6581139,3978979,0,5578106,9423882,147387,0,9044194,14153450,3989178,4058010,5095265,9961078,7396830,17615152,16062994,11536012,16204508,23501015,12098528,14693133,11295451,16655325,17543259,4955292,5590148,2893302,2355105
20131202,666056452,0,17611671,228148,3166359,434436,394716,933955,2250209,4518889,233251,3438237,2853462,184866,5764526,1036208,4046180,6170710,460659,36057488,2256934,1536412,5854234,13042391,10664705,35330129,40767161,72506531,19758747,23155329,10817780,4016701,623264,0,25328362,0,3051780,0,5077078,0,0,999664,0,2971495,3281777,9558414,0,1000035,6953967,3056837,198141,7282799,2884227,8983146,7010178,9965164,15545675,7714641,3383372,16017333,15382909,4019265,9164903,15180448,8738201,18853957,16062144,9451997,17647176,16889894,16350829,21275636,13260614,8369860,2697982,2332264
20131203,790334435,0,18755971,550522,1240174,1510952,1889378,402242,3690865,2811494,307871,1445893,403673,465366,1373243,255677,993406,6518114,1970767,3132894,1698387,3775079,26824565,20704426,11900557,10987737,32828762,38834985,68743338,15278499,111839833,2742377,119238,0,17233152,0,4967778,0,507649,604790,10133,202240,1007838,2982422,2046821,6722199,88790,7651817,3155788,2972810,9086637,13588081,8142249,14377398,37774465,490274,14633506,13223183,8998096,15224160,22452865,1199081,6000703,7471130,20563046,18935740,18614479,7959438,30791428,19389769,17476939,18833141,10128893,5789312,2679579,2360331
20131204,653729093,0,13802251,336793,905304,5745261,1118775,620996,4586998,1098680,7583111,524133,1376648,257622,345799,908086,328019,544177,2210012,9597659,5888100,6000330,19595441,6109434,25866853,14484951,38700335,103250346,9427131,10812581,7112494,2844348,31884,0,24780024,1006922,0,0,4561468,0,0,5067761,0,1018781,1785035,4990264,4217008,1009193,3164160,6076230,4863800,4927137,15036781,5123716,7531017,907709,12390994,2007358,9005816,8401223,27443439,11758181,12552949,8374406,17075972,15048179,23999347,13941699,14883250,17686545,17010487,21759914,9075921,6761513,3970754,2499588
20131205,701257997,0,22685463,195031,648086,6575915,4990441,324505,2475368,1728862,186201,2842183,738489,87729,273415,209939,3076528,10658915,4632356,1283220,14511933,2771827,11410580,9272343,11174817,13782012,143862338,28212670,4101945,14059464,9344187,462528,165375,0,37203184,0,0,713710,2953565,0,0,1992915,201088,0,0,6108108,0,7473778,2933458,7926902,5026692,2646637,11973447,12347678,10493886,11213374,8899423,3763385,19655819,12127452,20745770,8463237,10275052,9645445,8705869,10843789,25550494,16043278,17587473,18348862,22864554,18523878,9966971,6041135,2673172,2579852
20131206,464265102,0,18750139,3230778,1061271,6507602,3352273,375247,3842921,1458702,528690,532279,497896,112392,1357725,311188,12433196,6695388,1169462,7152367,1237822,10091970,3577476,5949286,9519420,21885649,21024894,20491300,4041334,7605200,12125595,7205420,633225,0,10586540,0,0,45786,3039353,0,0,0,195932,0,0,3509934,495138,2995548,600968,0,0,3515065,4767463,4205001,3879083,9570255,13287303,6215794,11345841,9212882,24101540,1748074,7939436,16541768,13868555,7865117,20696493,5363148,10907054,11837973,18742890,18919707,12201768,5455905,3258593,2591088
20131207,396118837,0,15677845,785177,5843056,839482,3225079,1099175,2824163,78811,147684,501098,1065328,155665,335089,718278,263174,699565,1036195,1543729,2757469,3140369,8602958,11646571,19810230,18319909,16017415,41826415,832677,4061710,1802196,2230869,16685,0,4916117,0,0,0,0,1520579,0,0,4110665,0,0,1016492,394994,8521222,3054728,5528624,0,0,8034483,6219958,11938604,2497362,6120765,7991857,10337802,11106502,1573228,1712076,8058816,15287282,7299054,7423521,14721923,8806919,8263240,17148048,16147557,9266129,8747954,4404599,3400068,2643603
20131208,457110650,0,11380457,372614,602158,133865,478437,52440,806886,3395027,229758,2160557,591786,251032,165717,10016551,1289123,90387,4733972,654346,1901349,5474501,22046431,11122245,4211597,15064491,27977953,108377597,735033,3476750,4366727,3315915,13816,0,3005220,0,2024230,0,0,0,0,0,3320009,0,0,0,197167,0,1024801,97790,1544692,1019491,11817447,1319215,5030810,1219020,4446669,8033939,10262165,16383850,4529780,10534712,308683,10201137,15146873,10783433,9200921,6020839,16272987,8537062,13694068,15789663,10855376,3693175,2682025,2623883
20131209,568428308,0,18764880,112848,685250,10659185,1432961,316290,2768778,628811,516433,2127520,377317,3034400,828252,7034463,2313209,2994033,1904681,8705736,2104052,8705801,6149045,8871470,12547962,39873208,23956028,30032480,3829490,46561088,3869403,1660999,653970,0,12910563,0,4976580,0,2029626,49292,0,4565772,300329,0,0,1968910,50924,5763840,496444,613076,2986729,1216460,6355950,3816718,26371675,15436082,12797832,6439559,3603792,16671810,14448531,5965068,10996363,5201524,7916574,18843924,11076282,8743940,19512004,18321105,24918866,21116299,8744913,4110432,2390142,2680335
20131210,722592875,0,21395940,169684,581626,3155169,2966767,367779,2716943,673593,625970,3598138,893535,420076,650030,892782,563526,30817502,3252350,7906787,1858822,4518781,6466097,8201632,22646281,59650878,20653858,41324739,34725608,8455165,15390017,5512810,14698,0,30692550,0,4947281,0,7932900,198078,1000284,15588902,11622047,0,2124999,4984439,0,6291773,0,0,5739755,2507318,10821405,5384752,12616966,9153745,12108785,2362148,8116587,11781417,13527850,5022190,10119927,21538705,19411411,22294283,12877829,14571191,19474955,16921384,28425314,20323675,21125253,13319263,3910815,2685116
20131211,674017286,0,12925337,212066,926995,637710,996638,42474,3450337,259946,418766,175689,583353,1135157,3448771,3761197,740332,2424804,20437880,5879031,3536370,5505433,4888868,12479156,30830842,39864040,23007750,80262544,14767858,13780050,10908011,1905661,1302448,0,28706938,0,345,0,5009005,0,2309703,19753,5014673,0,0,7765090,0,0,1763159,155,5023700,2826410,10868470,9097004,9092862,10700088,3400983,7381585,3509374,16095718,8596224,10682824,15615869,27042768,16299746,21245973,12371781,12706420,26209898,14544221,24994741,22338156,15175320,9901164,3408550,2803102
20131212,774488551,0,17658087,1266299,728351,1534336,267310,661693,3001354,6778904,88265,1434858,909915,1255353,817751,479561,1836178,16863294,2515399,535515,3223524,1677528,9040955,17620906,57590297,26242368,40246867,146559140,6937728,7454301,14925566,13064395,414616,0,19962854,0,0,0,5949100,5557199,481092,0,1018243,2004907,0,18896830,3076564,4062136,716,0,6409328,6091129,101482,1046701,13087745,2591898,4863709,10877986,12988787,11222984,17671832,4751095,18282024,23588669,25417906,11091857,14742596,9308752,25760169,14629247,24205113,17937408,15198795,10185560,4856497,2939027
20131213,615161859,0,13676104,1425958,1887628,926121,671613,716777,5471549,1031961,953592,1256717,616605,50742,131734,4878188,962783,7327889,1700636,418216,6996030,1762151,31766616,5046406,14607182,11281588,60497607,35511835,37052423,8707730,9104106,8150750,1417599,0,22408119,0,0,0,5045459,656968,7886296,4452238,5006003,1995023,9569117,11422993,0,0,401912,2042282,4885459,7978861,0,4957205,6205624,16845947,3112230,12769792,4247943,8406353,12083658,2547410,13058108,7306923,11426262,12308345,23283144,8987160,17374020,12168815,21269518,22851155,17004976,9747273,4484376,2958056
20131214,305389352,0,7913445,1772591,691433,1030726,861603,380080,2928705,4133451,277628,2409349,611144,190965,1310920,2033570,824894,1975461,1422330,806647,2312504,1582725,2013411,3940710,6782856,6241064,6787548,15702819,9793498,1675590,2572148,728160,6972,0,2025622,197822,1818960,0,0,0,0,0,0,3069187,1981029,13101066,0,0,0,1008605,0,10969358,6710404,7807351,10437938,1959073,5951233,1098941,10296369,4956805,4692750,6970484,6834434,4752524,3942644,5990351,11695388,12707377,15327420,11634639,11863208,11273280,9999348,6528380,3041581,3030834
20131215,562991333,0,24600525,191605,2124229,1872195,1723503,1432511,4127310,1281098,5650433,1441162,282598,18106813,1091645,1257337,124261,535547,95812,2301720,2955868,5226566,25611417,4024063,18734925,20392192,71101768,19443506,7291729,19075936,2879538,6088743,5149757,0,15612251,4015216,0,5145279,989441,2957936,0,0,4982009,0,4971094,17806183,0,3238638,379252,0,1951170,6978351,0,4988868,10914057,4023129,5275003,6682418,2099619,2891987,4446847,17932067,6863574,19753800,20455542,9012138,17545181,10832950,16554067,9832624,15383757,8422994,11531201,5940942,3353935,3011501
20131216,787655311,0,18748680,856541,2174588,18081003,1001721,1476266,1903956,335695,516434,4457343,5391135,3986723,189369,2345867,4973804,3936637,1124302,1338214,2610398,2556749,43667863,33793923,17002616,30811531,36725372,56034714,19631194,8011334,5459514,5851917,414583,0,23997888,0,0,4904304,3289910,2038067,0,6198937,1081206,5013371,7071571,5380358,4003660,85329,1209358,20,2161216,0,13799255,9801271,8702613,9151042,20822364,19497502,18402274,21028813,18212814,11912294,10792111,27905271,11928766,13044307,22393367,22031783,15932256,18924987,32893683,22018815,21297511,7802236,4468083,3046712
20131217,693648619,0,18011858,796178,1804306,393949,265774,1843587,3544993,461987,1133607,1672203,1861502,2430489,380452,17563619,1196913,2394782,2212640,5053275,1358284,1948850,13956025,18727650,25768112,10179040,44904062,38211432,27556545,62942549,8725781,2029510,25067,0,6464607,0,0,0,0,1606885,493674,20255,1275019,0,10021422,8012971,0,24366218,10142745,0,4992720,5934944,7026468,16289401,13554612,12900940,11548850,12591101,1145156,15602414,14094992,7455829,8223530,19044997,15172803,17089402,18913122,13708511,21521017,18586796,17202510,13289294,10825627,7407425,4759146,3008195
20131218,728183881,0,19040307,1005671,2598355,2110068,2058689,257387,13546433,3982928,204259,670764,331388,725367,712075,732645,310655,2543535,534576,3846009,4621347,15358616,21505325,7606883,15948653,16342833,143218801,27554704,6878435,924885,1789016,22989364,373837,0,3273675,0,0,0,0,993505,0,4455094,4970995,0,0,4095399,1988296,5733161,7124954,0,5860619,2510656,18472031,11799860,6265030,7025645,12604287,8285634,16408888,17217821,11545288,13134928,17699622,15626361,21124087,21502558,25338256,20966639,24094507,12418392,20824514,18589967,9611437,9049720,4086083,3162162
20131219,615372267,0,17697808,1006878,888438,2425543,1014601,1380941,3765707,601868,262213,761270,713035,727786,1857728,521779,1308245,3354879,1784032,2168207,2936190,4334829,15837819,4326913,22984435,44634335,15929527,22709396,83614248,4695292,3777152,2226818,209812,0,13225567,0,0,311851,3510892,0,1015085,0,9571535,0,9903,3975193,1950197,139436,4869922,2961929,2370397,497577,11052786,14759139,10622818,11140360,4356714,20699176,14178499,6497111,12637815,9015937,6970517,10820562,17275358,25627235,15175012,17474658,12765998,18176901,23536887,11887938,10762756,8259592,3496193,3315097
20131220,519271840,0,18135252,900297,2178551,5745323,2093714,1898006,2192846,4120230,106339,332496,431718,406237,512011,1073991,388286,1868372,644649,1419866,10905661,3293290,2617197,9564122,8520583,13022714,60330399,23868382,10514369,7263249,1534452,944617,356009,0,12093815,0,0,0,3954380,0,1992342,0,50141,5043700,15367276,3995223,2037866,5753580,6435469,2030229,13508385,0,7599091,19688138,1300381,15149698,7059379,3764687,23556693,6675162,5582105,8309633,5053668,14904861,10757263,7436529,4849415,11558401,19554545,16269978,14356572,15741838,14696685,8740201,3887153,3334130
20131221,502881982,0,13669358,431843,2182823,1317234,2997850,82917,4590066,3464047,272134,228532,3568285,773614,327219,1565580,229219,498652,1119193,1173725,2299321,6269980,3792766,5222461,9237782,7412273,63287551,19970568,17243857,106126987,2603688,11455862,986618,0,5078164,0,0,0,0,0,8368,2044706,1514495,5511078,644348,1002299,0,0,59570,0,2016482,2849714,4074946,20437153,2719944,4837510,9905139,1066743,8022675,6005985,14380509,5832627,4583457,4340928,12017795,8822844,11863234,6280518,10677222,5163545,13318242,12002117,7876291,6822456,3366179,3332694
20131222,405171346,0,16639101,253125,2120186,891625,3115324,2339286,1417596,4000093,1196367,1295144,988134,60745,1038136,512836,247851,113362,2727675,2354365,2999636,3140296,4680082,16733388,13848494,11585304,21591696,19200490,21962735,9267668,2165165,3174672,162464,0,5776175,0,0,4899526,2013563,0,383449,0,4593377,4628911,0,3009097,0,4391304,0,0,9893776,8661647,490938,8814707,4048859,10270262,2474765,3029581,9218940,3736033,11055982,3494545,8237431,9525623,7932377,7674614,4936656,12331332,8877762,9396433,13115834,17745610,12581111,8331073,4480586,3296426
20131223,702214591,0,16118701,370057,364560,1794601,1363866,118043,2948392,2340448,173169,2289509,1512702,142001,171217,851219,732879,2529732,2350460,2426483,7117896,2721575,5593197,10484349,44630799,22608571,62060636,55657620,57751920,2237649,3257549,2000362,569012,0,17332468,0,0,0,3159686,0,6870887,4907732,1997106,0,10294448,2933617,7916727,1612814,6456839,0,1306634,4884740,10920072,13118634,7490711,11477114,11618196,10310706,13939148,18235437,11535367,9186529,14641070,16217639,15456463,17667427,21415346,7530563,17651844,22003684,19149941,10967030,17530819,11659067,4029410,3499502
20131224,736775548,0,11976993,806527,927509,416007,1075015,589064,5064508,390963,1267198,4024236,949270,887071,1694431,863411,1633069,16839996,23391752,2940900,1227294,522453,5390022,4432169,16171346,11087434,176398258,39657687,26404624,11381901,7888739,3421834,1499,0,31947421,0,0,0,4576934,0,7930024,7505830,2032891,511000,5981515,4514568,2952385,2283138,2487051,0,12327564,3984021,10860880,11484343,5081205,6053716,245152,5510159,4586189,3399759,13953076,13237618,10219441,8325813,16857681,18932649,17734913,14485509,12984344,21083833,24528322,20772079,12457423,8880907,2871892,3471123
20131225,919388088,0,21447808,1420939,888998,676653,872712,7126312,4486962,3051583,191200,3514324,1091403,676096,954549,1495016,405329,94911741,1793037,857675,8887759,1765123,6873603,9899726,29821015,24780625,38896607,88800658,29069499,39165887,21064307,10424884,55172,0,24270126,4944258,504065,0,5088357,1363260,0,2193219,2845918,0,2948316,708068,4160544,5421227,0,1196252,62745,1026078,9861362,11934660,6930264,5199358,25474710,11819201,17017385,10168498,20371154,24493653,13434650,19085382,21100017,37793481,21871316,21328663,25970756,22345722,25751527,23530621,15893949,7866100,4234437,3811587
20131226,917734452,0,8622623,354269,655869,663833,446033,419251,4344546,2715602,304756,388512,1278227,662474,963235,1149271,976796,23815254,2711614,7166915,11608164,1121291,9294767,15022232,10456263,31623151,77179129,64568437,102286023,7331847,3531882,51512236,1028199,0,30871125,0,0,0,4975425,0,0,800499,51066,507579,4437172,3198861,5038651,6718155,5560792,788250,4898259,9879018,20567114,11721066,6996915,699369,0,14512371,8240257,11501964,27418633,16954163,14679198,38181480,35641124,22762587,19991935,20371481,17026973,17091394,29686323,30319910,14364392,7312299,5768531,3997420
20131227,724902226,0,19067990,3559987,604232,1024844,918811,356816,2443806,2403706,352398,1196316,1373848,1605503,2111575,751197,2106313,1279294,3720025,5569439,2758992,5887926,7892703,18576383,20038368,18279576,53632573,39932670,36251743,33926532,12796203,10058436,153264,0,19186902,0,0,0,2148258,996614,201414,0,0,0,4960018,8984205,0,2591370,0,3284989,6646238,5011064,21888512,22154090,12481249,2486532,1080676,16343356,27735349,10512197,12836856,7696924,10675584,24825811,7131182,24825133,23626153,20764148,24404590,19821975,19367413,15562688,14267177,12210487,3412473,4149130
