report_date, total_purchase_amt, zfb0, zfb1, zfb2, zfb3, zfb4 , zfb5 , zfb6 , zfb7 , zfb8 , zfb9 , zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb18, zfb19, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb28, zfb29, zfb30, zfb31, bank0, bank1, bank2, bank3, bank4, bank5, bank6, bank7, bank8, bank9, bank10, bank11, bank12, bank13, bank14, bank15, bank16, bank17, bank18, bank19, bank20, bank21, bank22, bank23, bank24, bank25, bank26, bank27, bank28, bank29, bank30, bank31, bank32, bank33, bank34, bank35, bank36, bank37, bank38, bank39, bank40, bank41, share
20131114,650884040,0,10352788,506936,216364,629567,28421235,164515,49457,1307015,562491,1997290,209101,155852,51580,1588566,781897,629608,3001790,18791881,9153927,5787383,14843559,25566858,27408862,24259008,104743018,122551911,2165493,3096973,3700749,971475,17208,0,9988939,0,0,0,0,0,709221,4949866,1987338,0,9048786,197454,975716,5207116,101595,0,2116731,1003074,5886612,3941450,5871026,2530268,7820749,4958629,10708802,15144464,3827078,6703000,3913639,17573634,5773216,16444565,5954292,17031622,12081831,15444732,11214697,8694576,7188483,8278356,2154454,1773672
20131115,508492340,0,10562425,869852,70332,424030,223764,211155,495741,1247439,205414,1293681,1759003,2632332,2718663,1998358,1422169,284165,684277,896383,2168768,5464797,1004554,27630759,5167084,5812198,38865909,100090905,13749306,6930749,5595223,2487287,996565,0,9652031,0,0,0,0,0,3066428,490210,0,0,11072659,0,0,11317296,0,0,3959146,8612981,0,1964802,3051987,5459104,5069908,6472801,21463591,9056685,14913036,9537355,13405020,12701595,8025949,16389365,6434795,9339120,12670785,10403657,17418139,11059028,9944399,6885002,2681671,2010508
20131116,356228032,0,10408504,3058981,114018,304873,96206,333827,102442,498936,954948,863221,255125,476228,571148,4829306,160212,337774,5555998,6685458,1404942,1649534,14546866,4532888,5196030,13800948,53669079,19444120,2918055,10682530,1170360,1176692,61792,0,1697388,0,0,4535139,0,202863,4995323,1001,4916166,299122,0,982055,0,0,0,0,0,0,2735193,818712,708824,7760737,5271273,1214876,8101579,11251268,8941552,11699086,3381541,11829606,6176497,9655106,4331993,17498896,9281611,11611780,10137227,13334775,8862099,4162393,2135569,1835741
20131117,362501611,0,8572502,874576,2187335,245287,32515,151448,67076,1005283,287385,205178,208384,2597579,37507,4813747,164070,67371,5374669,548521,5863563,2585706,2247639,7577559,11042994,11123251,12305959,51350243,4682571,3973930,9465333,1147223,2259410,0,10191061,0,0,0,0,0,2973839,99342,0,0,5794378,2036594,1984184,10540453,0,1409159,0,4958921,1406278,1089900,2020462,2087288,1281114,1679258,9146820,16203431,11589613,5564628,4877753,6584283,7246269,15646007,12322223,16036336,7577695,6191097,10313267,11408363,8036377,5852139,3461976,1825289
20131118,565379419,0,23043844,1385927,413180,307778,1108549,214923,109733,1392011,1310092,396102,3419693,3567118,106476,2988101,1882212,3016593,1926528,1513788,3166281,10568227,7998232,12185300,63826924,14418852,35811820,55164424,8717015,6318792,1408108,5057127,380247,0,18427236,0,0,0,0,0,4181170,8044096,0,0,0,12931342,1092007,7995660,0,493468,3102945,3479751,9834774,3979005,0,5410311,3953635,2016023,7234490,12446672,5916713,6611527,7721505,12786070,11926505,10396414,16325182,23849819,12032269,20625500,18601619,18390869,11141568,6240246,3243910,1823121
20131119,679627036,0,16966788,1049849,582765,139711,325896,237067,357320,475877,1793424,719597,3479892,1306279,826844,3366834,5858070,2632459,10741047,9001341,18589990,2032568,34939439,24538566,143228430,22018793,29663825,58184084,14896467,1088546,7736181,16444567,26623366,0,9302492,0,0,996465,0,0,2937443,0,0,1954176,4012504,4915098,6524113,5736094,501141,0,1954955,0,2944274,7792464,2323525,6967393,1359582,512399,7590146,11964375,1682101,1970886,9323488,7451788,9758624,11518984,9145480,11041659,8226838,11936172,13704970,16823239,15335447,7017273,2703861,1851705
20131120,529360856,0,20192783,626601,581126,5376629,124667,2511511,273672,1168137,376181,2922619,230586,69927,475665,9021463,872778,2119717,1920573,1380194,4080596,6842535,13484395,27774069,6245421,39101200,16356421,37447260,2763788,28477260,9011869,6183632,173033,0,3044425,0,0,0,0,0,0,5187117,546969,0,11946726,0,0,1140619,1484530,0,9988,5779166,10446062,4912201,3061097,15499216,12005676,5476904,4980841,11376515,14011075,5596763,11943239,13367380,21838724,9012409,11635696,10322517,11842561,18488738,17759295,18128464,7902578,7948207,2514987,1963863
20131121,469975169,0,10027769,396747,230331,1543588,477452,175193,383705,537069,261242,1319746,173853,4167142,136207,2235743,3001161,226673,259678,2222477,5905739,3030439,3554982,26508408,23567100,12603760,42265711,34953767,14353187,18446582,3333347,1164510,589184,0,10049108,0,0,0,0,0,0,2983656,2028406,0,6022545,4887929,1203,0,0,200153,2477563,0,8142114,3942725,1611785,19630663,502736,195309,1117357,28523557,9829698,2508237,7341405,952090,6321381,20579796,9474818,23522967,9148585,18909121,15065034,15473481,8280689,7333966,2848873,2015727
20131122,359365359,0,8349456,335513,132074,148789,0,70933,1179,2260765,1119492,5243552,2954307,1042510,219,1436339,789146,235621,6216555,2890066,3627865,4146544,2800210,23094125,8344837,14005629,33855189,15983230,10982698,2365216,1394935,3513169,345913,0,1989165,0,0,0,4987557,0,0,195385,1959361,0,3742981,5107045,6588964,0,0,98652,494581,0,0,0,504876,2064907,2930,10171,3164501,10615061,10377687,10562339,8025388,2899194,10567803,19688713,9193387,14684215,18092598,9203405,14731883,14332887,8706885,5018729,2004023,2064010
20131123,327400451,0,7687132,320496,406073,840139,22063,309482,45138,432992,8488534,7560715,913087,678908,1885147,2367927,494094,484923,5337497,1762440,701983,823919,2255238,14573979,7710106,17236608,22316377,22023584,10913474,6889719,16479486,2467395,116195,0,4902285,0,0,1007833,0,0,0,0,0,0,0,0,0,1981758,1496958,7967249,2927040,0,2968944,1958558,0,7000250,4273019,3448930,5509404,9955181,2788219,5790536,7358771,5875009,8349904,10876668,5288327,9094199,15199629,7677667,7451231,6151041,6432776,4281321,2750021,2092873
20131124,360842825,0,7700698,282522,41566,349059,0,108589,209816,1139306,291245,483224,163972,5155726,1732310,12930794,530198,2602340,706008,1077327,2127723,1208130,9048230,5052288,51047867,4043248,34679845,33681040,2492649,2778638,772600,16437375,39439,0,0,0,0,0,0,0,0,503919,5010131,5040597,0,0,0,22420,4954979,5026304,0,3762913,3008112,0,293683,4900611,10448407,6423953,4091137,5988221,5993807,7649068,7413370,2330575,11801592,3452782,5202713,4544421,12120538,14511429,8656232,5262886,4896281,3991001,2552107,2074864
20131125,596643762,0,10064855,176234,526955,486656,133864,10744318,897560,2259799,482045,2527328,1325673,1131539,1266666,3209693,1195009,4614019,764531,1231213,3720418,5692894,4489431,22684673,16563943,151979020,17112488,39954718,2813831,6724454,17792844,4865719,211128,0,1376602,0,0,0,0,0,0,3642167,1971161,0,0,1014417,5022155,914220,907641,2462686,3351079,4412131,102242,10797390,7985698,3453194,2916467,718272,7793996,11708558,10674347,7542616,7186074,9568712,17595506,14090476,23200011,9824165,9378839,18080851,22384833,15378911,11916271,5573029,3979143,2076384
20131126,486618234,0,13920905,300494,2126877,528343,520479,171323,237492,423338,4319624,3626671,498650,2,2259424,3105167,421706,452332,8815978,818471,4159148,4089569,5204688,11836769,4385593,21899966,15186617,40641492,22666519,2901052,2614502,3589377,1028031,0,10408741,6004344,0,5010146,0,0,0,4032184,0,0,798490,11923801,8321475,0,1990524,489785,1992541,3401088,0,5338884,4812085,6187799,17239597,8035475,6462837,6590001,7914169,17142492,15525509,8346801,10740828,20493726,7431271,8125324,17281204,14763815,29482561,15460512,9801052,7603221,2610067,2105286
20131127,521938262,0,17236986,2723180,1205034,788407,44132,325571,638728,259040,3647869,908907,271487,1045886,2667296,4951249,695019,2944679,13024651,38784633,1327592,6619993,5327762,16392513,3441629,42620531,19448274,48667708,2295091,7195905,9683134,3675402,78188,0,6049127,0,0,4998177,0,0,0,1974710,2045657,0,0,4892882,5279267,0,6389728,3510303,2468838,1950836,1486270,171724,9034406,8040870,5514999,3472692,10238734,13869235,3506066,12194310,8622936,9854450,2985164,20237755,16172338,8575742,14578986,14464375,19773400,15130596,13664339,7237158,2399415,2216301
20131128,538810951,0,13992201,143580,3990260,178156,537157,200085,246247,1149066,1229162,4590957,131909,1265974,4764223,1476056,307489,1412852,2236999,2848076,20839009,4059277,5759785,5386625,6081049,69312013,15525671,78691211,1147125,5567704,2731785,4525593,99712,0,1921280,0,0,5118061,0,5936373,0,0,3926343,2574103,0,0,0,939324,0,502247,1487293,6457156,0,3911061,14330044,4012939,4639748,3491750,7985467,5822660,8567587,12139891,8007906,7387961,14546356,12609833,20211947,21584881,19857796,27167796,16673558,13783128,10012856,6688122,3827580,2260896
20131129,593301137,0,15843117,79195,28209,188647,173496,296618,460098,1209417,4773027,2581887,569801,183998,1260216,6102003,393814,327799,1027922,3624371,15399917,6887874,3835681,12839870,5306199,67467919,30938128,122041139,1768153,54262112,1261491,1491018,719314,0,4599239,0,0,4179429,0,0,0,0,4082320,0,0,4953947,0,28,2022892,0,4035749,4987838,0,2028748,5020538,4456931,11628472,6724156,2269895,10243423,9791908,10147290,4643558,8764452,9143665,21931360,12213694,12373406,19029597,8580795,13995125,11506257,6199695,5109768,3010732,2283780
20131130,325563696,0,12268322,780407,320861,432304,178085,350829,1143452,966293,761595,854962,84503,1001852,2194103,6357959,859809,294699,2445815,886893,4709899,3715713,22069522,11468980,4834783,11859066,12167560,16279123,4097435,8912038,2942209,143562,11053,0,5407889,0,0,0,0,849208,0,0,0,1074406,0,4904902,503607,129670,487598,9899008,2929791,6015433,0,70468,3990920,6931207,5964231,1006123,1017485,2296719,7647843,8483068,4219103,5882448,11192217,15333981,4439780,14417813,7504711,12382442,9623930,18523548,8014122,3508677,3192481,2325181
20131201,627162447,0,15459220,76155,500525,646045,556921,245716,12534,753898,3751974,18969880,97452,160158,1151806,2909604,613520,2442284,1437029,1102549,4896723,4963503,5737538,16776674,31195296,25803440,52100832,51685736,55209209,8430480,4059830,2537238,1876569,0,24644594,0,0,0,0,0,10100,4956921,7899930,0,0,5209664,510341,4313885,4410503,12312618,11827406,504395,4898287,0,10291441,10396817,6770707,1319838,5100422,17084925,15884143,13885546,6425655,21166285,4863115,12626325,7393263,19807277,10476166,14921270,18580907,12394808,10118201,5231006,2473736,2291612
20131202,977572642,0,19109282,640936,1255318,690858,46628,252556,442142,1962101,2359108,1127775,1189470,191726,2720048,4941298,1994746,3385595,3157115,13383071,9702804,12274825,30138665,23378822,16844439,38189030,36078487,138837019,8891097,174548528,3625607,2851219,68857445,0,11530560,3981465,0,15152530,0,5121363,4076232,5117656,2727242,0,5560338,26616,0,0,3928565,1529177,7440157,265381,4943330,9132027,5060470,15009795,5145584,8918420,1515642,12419827,21093150,20544267,15447176,13580729,12876507,17275728,16999386,15251257,20303053,11111489,26885194,12694149,8932133,5945699,4702070,2260518
20131203,581952686,0,11206999,861722,4655,348247,437950,582342,121317,2351695,1271758,476607,97359,1184535,1205832,3196717,511778,1357672,1292455,12671707,6642092,5235985,10527853,24230046,20260262,22521704,21859686,61070975,9583524,5296478,8604193,6611092,27403,0,5437422,0,311,5398525,0,0,0,0,3052309,1695136,993524,0,0,1020626,7125730,7367199,5228407,0,1007026,19932983,19368683,4815976,5564790,6090539,7482626,15267208,16587419,19382974,25295566,9267778,19070261,26854118,7560673,13882859,13283576,18702572,18465669,14095239,9131332,7151896,2416860,2302234
20131204,804693157,0,15833523,596761,4933457,1137143,1585454,959193,32288,3285916,848807,6850560,61975394,2427274,2938522,2479300,357713,2034219,255547,2986139,11849025,7193444,8039371,40124790,10084926,133558495,52043086,45635047,1340556,14600515,12645684,11161952,350044,0,18070886,0,0,2058023,2966619,1477909,0,0,0,0,7944710,7163184,4907800,2705483,0,1030690,4599657,10037997,3033958,6379335,11833320,3097616,1688685,9407839,15154138,11930062,10594265,14770125,8488614,4070004,22800425,13154246,11242138,27294234,29343324,20364676,17969041,17983076,9057889,5396748,4047063,2485233
20131205,751138437,0,16947671,2547797,891276,356028,9830265,1807958,1275201,646041,267580,13964887,1009006,188921,1926751,5356508,6857159,3825175,441757,2192321,2159688,8520650,15560430,28748050,73404439,29213941,43716640,57817358,5052181,11877813,59264453,2479607,1369422,0,13920984,0,98,1874,0,5327761,0,0,0,400021,0,3907537,7362826,981989,613052,984263,1971183,7546918,5102528,14049331,9535071,4701973,5885368,2956848,10010207,12525932,14602964,5821452,7566062,11021371,21814885,17586863,38614900,18161434,17129064,24299261,20931379,9519430,14364662,6387574,3485820,2528578
20131206,483488467,0,13361737,135272,184512,134118,373007,1869924,452545,1829647,1720065,8786081,606615,190880,886316,1160416,6953909,1872709,1041173,333096,1230519,2713679,7899423,4343765,24464074,14285526,11254961,23139042,4170151,1599584,11877476,24335942,5042,0,23375995,0,0,0,0,655480,1623986,0,1023842,5987502,0,0,12029269,2097153,4885586,0,1254585,3027481,0,18694832,6523537,3245151,9852596,1380073,2197510,16901283,15517244,16535167,11044468,6780516,21002815,17931454,15629865,12292917,13639535,9630809,20427884,15037391,6895999,6570796,4018599,2565941
20131207,318353597,0,16592275,828621,370631,730061,499247,373683,200584,543938,481898,1166939,1139933,257818,1630988,4383329,1112318,182177,1111748,889895,322327,1338241,4222769,1257288,13263200,21872107,7719414,31776633,5367879,10742301,6320984,126996,5584981,0,0,0,0,0,0,3042557,0,0,0,1980566,40179,0,0,0,1969385,2361715,5124251,1467107,0,6924064,4912006,2705955,3338287,6834779,1472607,13029815,6674204,12112101,13514801,3993504,13640111,6103242,12265911,3564670,5426034,8266495,13273614,5504596,7340774,4139914,2304028,2615122
20131208,441407551,0,21993790,88029,646714,66350,760734,183938,4667,689594,449182,4254308,790913,56488,1890235,8159794,851347,432146,1968700,390463,2725390,4157011,1474984,22129637,5584824,15789824,43030792,88833355,4140251,3240473,9536800,1318266,25116,0,9875119,0,0,507742,0,0,0,0,0,5066313,0,0,1013220,0,100591,9452093,0,801534,49514,8858253,0,3503755,5234779,2619406,0,6160275,9597852,8633757,6548285,11297768,4972466,12473974,6208296,7981610,16273874,13858552,8246346,19509640,4912823,6797965,2594569,2593065
20131209,734943607,0,19443403,584137,1827368,1044585,1138394,414418,323354,1004168,587821,597795,972033,47223,1067649,2642479,1770961,556103,609864,3610899,23305424,10569511,4291223,6504968,21560347,111234214,37864228,76711509,7208284,13915153,10459361,1682484,2028086,0,20718368,0,0,0,0,4862095,0,0,0,502972,0,4889334,4883280,4887562,4882337,3711484,2440752,7115180,5990913,3337652,3384542,10666685,7744381,3316622,19505882,12332000,29379692,12249945,12875587,24242427,13179117,22979559,9710352,18403080,15696171,20401650,18470774,22253139,11041996,8512488,2157002,2641141
20131210,687815832,0,31664078,1268021,252444,562134,832000,1063716,225833,1704943,7550296,3951345,11599022,1185040,323026,6193034,411553,5232533,2346809,7519866,5952243,3588090,4298809,27896088,6166826,42132462,41530522,46939187,16204707,6921976,2771686,1379580,7751970,0,5038037,6093105,0,0,0,383183,0,0,0,0,0,4119376,41171,10604389,0,5099596,2407721,3697222,4978520,5698498,4010107,19169864,8291086,4789199,23132884,13418125,16562649,18056439,22195165,15642057,19669070,11468270,21221171,18956116,23378694,25104605,22655902,21289254,17340932,8931665,4287414,2664507
20131211,747034982,0,15357531,854200,180973,189601,244916,12161941,265089,614694,2611143,346482,3913884,5044721,676994,1703360,1359864,29403879,1109973,52184057,62722197,13085868,3936070,17489150,7394062,16285664,33187398,26934472,3690480,26339343,17311618,5712360,539866,0,4219615,8992875,0,5022480,5120831,680581,818875,446611,179860,11441415,8069532,3014321,11568813,985025,4901306,8709207,1486136,4100235,11021556,8207276,5986109,4437832,9020431,866253,9146773,13540877,2447803,15060559,11892407,19779471,21928044,11324150,15812196,16383119,30549894,18148484,26061775,22432664,16515713,7535099,3539589,2787340
20131212,650773186,0,16912997,1404271,15526,288314,635639,536781,26349,1151351,5360158,363318,4507264,194866,6829765,3554386,2381634,2477269,11540781,2365926,11901910,7982845,4106514,20113875,6020351,41554609,71429020,25287176,18235712,28094108,6061376,12272259,477063,0,12589413,0,0,5057751,0,0,0,0,7364567,588047,0,0,0,10180990,10765331,2737685,0,6978596,11081072,5932090,9972504,5596606,8645643,3129894,8054975,7687215,16977368,19173008,20377579,17953990,20002829,15178413,9810027,13233307,13040828,21021933,14947291,13597590,9936124,6763441,5381284,2932382
20131213,509896341,0,13747184,267254,718315,1063274,894053,576548,1257937,727482,291740,4686628,4798393,1259542,238614,2613169,519144,373617,1748216,2001583,3611368,9270286,2330658,4030341,21067356,15650691,26017735,47621817,5072426,4302789,11637845,8357823,40464,0,7006906,0,0,4924645,0,0,0,3816796,9733451,11401825,1491605,4983387,0,8149561,502260,5261493,98878,9077768,7052388,551787,0,2485730,0,749729,12983941,13537723,15997408,13253415,5736259,4975275,12231072,13499649,13671693,15862103,21689421,17673736,22414051,28553818,10899444,6877119,3012101,2945612
20131214,362780016,0,16749247,1182410,412610,232915,89840,611353,252297,308613,228673,166194,16022252,339126,1087609,6180985,1743568,486187,374253,1501087,2745237,2713955,1596229,9487970,27614107,6676119,27631976,22059425,4402888,2223081,5988129,1452970,1753876,0,4934642,0,0,2944469,0,0,894625,0,0,0,1676852,346007,1185270,5596766,500293,4668345,4909896,2066843,0,497705,3878355,1469417,9865033,4930692,4856397,7281222,10939758,6200838,8887171,5901467,18324760,7565175,4590609,10652186,12548242,11935825,9641371,11092094,7905644,4045601,2747808,2983457
20131215,454045362,0,23230356,58443,2165040,99822,303731,308874,113748,3944548,333100,1547905,687895,196491,1539136,4301080,1509881,12333832,7080215,12128960,725260,8744245,5911291,5572146,6576254,12168941,29857094,47228156,8315871,5543654,18995189,1776077,159283,0,6796699,0,0,1519799,0,0,0,0,0,0,0,1984602,1969968,3537558,991127,0,518966,6977877,5109484,3048694,4756714,5633031,9974618,9415883,505863,8620911,13395517,10246349,17360782,4622207,10820238,4465172,13910772,10140649,12406459,10602461,14003524,15859758,8240011,7094926,3092176,2966049
20131216,712417343,0,13804333,1094632,108503,267932,1118095,496780,115185,957322,222093,10295869,5677298,145260,291737,3462988,921164,1245026,1411520,1466582,12729815,2654941,5283311,12889363,25883327,15404424,129881460,37809715,9537259,60606973,3006364,4534802,359404,0,23075470,0,0,2455680,0,0,0,0,495186,5005310,0,0,6023663,3556834,9945189,6323162,5697465,2124197,6023264,5438349,3695370,3446181,1659077,9579358,13984569,11027997,15160971,13094596,16665360,8403209,10070868,10558042,16082580,22075093,22621189,23855717,24356607,18627339,10270929,11051992,3287430,2995623
20131217,648083705,0,14265102,711730,525994,771704,294837,642618,227347,772424,1654701,1218015,4211140,2384777,4244807,6700694,653118,3677053,505990,912641,8903725,3912766,6552423,12388529,7355890,33991893,31721147,93016266,5903784,3971837,12769659,25880756,48319,0,14767025,5078845,0,5934861,0,5116593,0,5096611,2027835,385084,0,390300,3176750,1015124,509142,2316895,802952,5578688,0,11610792,4993946,6015719,10635928,11228074,10724828,17230817,18465375,15042136,6230537,13912499,18488293,13245598,28971787,14975780,16684496,17857281,23280973,18445722,11534367,9026367,3530752,2963247
20131218,626067329,0,30115864,569299,2535234,583829,135471,333396,125823,1192370,1944707,1657174,6738313,1090181,1638584,26157737,290605,13857903,5331140,1832711,9711967,4096768,4414969,6210651,10724298,10829745,21580346,24274542,12499205,9138870,6167882,2670808,14919203,0,10151100,0,0,4006806,0,4004277,0,2035606,0,11814058,0,2977312,49630,501998,0,10688494,7869340,3289397,5892063,4986538,11441863,12200760,3022308,10364373,13657634,19855876,12294459,22946011,10758268,26973646,13019279,29886514,29885921,15873990,13024050,16117422,25885097,15328676,8954541,6493688,3352535,3094204
20131219,580078745,0,21901906,33609,280405,647351,534091,3436317,332249,1346104,3618201,3049028,783092,430096,2977708,3939860,861471,1361699,380265,7613836,2737493,3815029,16952338,20273397,7963771,25143639,38948327,26208576,9670677,29417812,3037450,13550591,1199,0,4546697,0,0,6668799,0,5880145,0,0,0,1483088,0,5065952,2504063,7490190,10523147,4192829,1910018,148907,559741,11299852,4987868,3192271,14327209,9119006,10153947,1968134,15539123,18599055,13244341,18795424,8172983,9089080,32935164,10189433,18861559,19363895,13069926,18501549,7046583,11161712,4958180,3281288
20131220,573862551,0,78150763,576894,1264345,118551,402282,647387,559541,1244997,490405,2852988,1337150,168573,2289238,2754740,2935196,130787,1254202,2610857,17348014,2271150,8110257,12167264,25634544,17861574,23719668,48242964,7966857,2178769,1739304,6354274,20204,0,8381223,0,0,11051873,0,6042228,0,71473,7079955,0,3072926,6188566,10055772,1426399,0,4902400,5612224,4488802,0,2194086,4945509,11358726,8080924,3545794,5673378,7679377,9472842,11760929,11641563,13176463,7586853,13488437,17454292,7774790,18226278,22351900,15073425,14484184,10263675,9510079,3040825,3300642
20131221,371177282,0,14558862,217042,22483,715762,236148,634997,207438,364841,331529,2509715,2579044,1508751,1726782,2121405,2511356,309462,639922,1816768,7710805,3690987,6013745,26220239,9302964,6831120,12002113,25040577,3711135,2758272,8212358,2231200,326884,0,6047225,0,0,5965376,0,119432,4068646,0,1981068,5165178,5082985,4917272,1198323,0,0,9134017,9967571,4910648,0,1907546,2979117,980700,4455257,4342604,8530490,3831306,2849847,12670460,6125442,6194957,7546586,11754151,6734445,8116085,16460328,15242486,10665204,9760790,9431855,7199307,4454065,3321807
20131222,369109443,0,10091437,920098,201550,614901,925439,317622,153787,858643,2315568,8206350,4554711,1586921,893714,1790535,2286399,5183372,880096,1765253,3799462,3551327,2410652,9139338,6116491,6544046,16096517,25268599,6948507,9241801,8744348,6544936,704843,0,3005538,0,0,1984526,0,0,0,2985528,0,0,4988561,3997873,197455,0,296731,2908290,2634656,2000897,30155,5477945,8989991,1981404,11176310,1990672,8121805,8384259,5542257,11196081,11172074,7752066,16548671,8781202,15374037,9779844,11705435,10478279,9863229,10722743,8813471,5262674,3011732,3295789
20131223,668024461,0,21922862,647080,2490275,474955,1624750,667223,147575,954755,323991,2658476,1700625,14419,2083700,3415280,1583398,5694622,692729,827426,8434967,5856850,26843206,9246625,17033139,16327355,45877847,48410237,10531341,25257635,10590908,3749450,962601,0,12420953,0,0,0,5058719,0,0,0,0,7133222,1951118,4628444,7192058,4743053,6539254,10415067,505387,9153396,4939258,1213143,10766686,9799682,16239261,10040211,18303439,8984159,8621922,21941240,19874916,13597930,9211392,18312644,24277219,21250510,22112149,25924130,16186982,13335686,11171197,7516961,4124821,3491950
20131224,888750186,0,10991483,20432763,100612,501729,261513,1167509,414388,670609,5654192,2796020,17948417,107418,333628,1554522,3125451,1100341,22724439,762832,4676383,9547298,18481353,25858292,37296145,48587195,25305029,122216825,7254394,99322572,2615426,4090958,3449053,0,22458250,0,0,994782,0,983400,403725,0,0,0,3236777,1808854,995,0,0,10550142,13848651,8503538,11919921,2728703,4463408,4885110,9258200,11499829,6058623,20336273,8781210,14620463,20786082,14403013,22886159,23279553,20756285,24357505,27775041,16127424,15987885,15778776,11919976,10170500,4357435,3474909
20131225,981310069,0,21348833,228895,4930,113121,189999,467782,228865,1017790,430637,5370844,1352330,111183,2653933,4674705,1828962,26177391,20972880,6144205,5407526,7538794,8187371,24925697,8966603,53324156,23901883,215663856,8681066,10671288,34091131,22417997,745512,0,32712477,0,613161,4976639,4997178,0,0,0,0,0,508103,7763077,2032552,3638704,501055,14198463,7453760,4609366,2057915,2539557,9017365,2990815,11139071,13330069,8493320,9502252,13098861,18992278,9241288,21212712,30295957,32893407,26223452,21911865,27134363,22366103,36253846,22251086,19067313,11322348,4335558,3794568
20131226,952918700,0,29432985,233231,360945,414870,251612,235952,57184,821129,223464,641272,8185455,14039902,634150,41964225,2528433,1757454,1720326,765581,6281138,7095139,22318954,16819731,15575238,11876323,33941454,32983856,24923551,68314506,24541568,33031369,529265,0,34615217,1077659,0,5047170,3161404,298837,5230722,2005653,6941806,7376081,5877343,0,5832727,12096582,308209,6438844,11664679,5035373,3738663,12585169,9282868,10254958,9998585,2636885,11494814,14897662,5943906,25770542,22392200,21125925,42499410,36855340,34199749,17621620,30170980,31672622,33852663,24682396,17660956,9331761,4721855,4018603
20131227,685602694,0,13938184,550923,2011661,252449,1855216,363384,1002326,1606562,331166,3203577,11303183,148522,176548,1677422,1070673,2860321,1542370,4593906,1732577,1919004,19064339,9607745,20865139,27447724,50476684,41459179,5877150,31692992,3550364,3602133,707883,0,9533587,0,4080760,0,4950970,0,393336,509623,0,10033582,0,4199778,4291356,2149247,100213,1405872,3137573,17689558,405759,2444559,6438886,5909619,24238435,6239371,17944799,19723491,25403166,22182538,16079396,11773634,20048639,16626879,28758785,18427154,18677967,24479818,19775532,22914857,12254836,8650889,3085466,4151458
20131228,695419871,0,14792326,226548,1289778,566489,326457,121908,150208,714695,881495,248945,4173866,189534,4688268,5739375,702531,1705756,1866356,7896009,20361203,1529456,6583118,7734714,11238138,24386997,35645703,54462404,4343067,3067896,71888240,3128163,597592,0,13241821,0,0,0,3001470,0,0,1012549,1978490,7547479,2016840,8002237,12384469,5436936,0,5385456,4428668,5280878,4959846,401871,6226678,6766001,16440998,6906983,10520827,21106529,21143316,19080183,14196195,19285434,21618490,13209398,28549802,13989930,6600216,19932306,25593156,23169858,17610086,8420418,4524868,4201954
20131229,557266897,0,16621700,562457,850204,140588,603172,596951,546739,5805565,444430,1200254,2308517,1171856,973100,6458724,2076225,3124405,1050622,2996706,2362380,3340204,7561564,7915638,15423577,6473764,32513414,32152544,12010979,12920821,9200711,52632616,531983,0,21308702,0,195903,1012127,3027151,0,0,5050056,0,401832,0,4013448,2052293,5965432,395092,11547822,0,994093,4084802,8432157,2293642,3021583,2196059,12601258,19705450,16975732,4385517,13272754,25022146,14394095,17115931,5560810,14002869,12093441,14643737,11272782,15218324,14652148,13154277,7657246,2793807,4179969
20131230,1137158313,0,20222505,1390181,747663,310023,348526,348927,864739,909320,1500686,993105,2133809,139560,4067947,4947901,2821824,2037016,479179,11599099,6861437,4689406,21761639,31140271,54560177,41977298,88960186,176548775,35133910,17604598,16690606,2257395,343375,0,20570442,0,0,0,1977094,0,5107225,0,0,980092,3300397,1965883,16185421,18340160,2998011,31169550,17672266,3985699,19266090,9705666,17077375,9521570,10779769,9388863,16037868,12367283,10227273,13102462,32835966,29888081,37553240,26430255,13543543,31740673,34178936,26282409,36918947,21371310,19055504,11659991,5422715,4159201
20131231,997961947,0,38088689,811279,2691374,3216575,74203,748821,1066900,916862,864442,2567936,4451475,6130826,1267490,5905936,3225994,4298049,1721493,1584787,18843037,10793156,20233405,25351890,10412329,69771362,44248962,56643571,51419856,14014092,4543169,3221748,406684,0,23749152,0,0,4235417,0,0,4527380,45027,1215443,811773,8512,1691373,10011007,3163608,10216732,4780152,5930102,12343618,0,16083598,5965682,10688303,18978476,13871322,18712395,32182406,24171786,23561268,14143965,17555407,50016566,34100152,43756561,22682028,30432349,36895582,35378905,19526955,16808089,11703085,4305416,4175963
20140101,1054703425,0,15889981,746953,213617,3023416,83584,1038365,271882,689877,1072006,9228135,3432513,402714,200873,2318869,5516284,9559996,6243685,5396068,17847320,2688659,8648003,18128405,30164696,17724356,101684676,178163464,9007997,4612354,16545481,8915608,463383,0,63880883,20629353,0,5735907,3471648,5047598,8546665,5062819,4551602,4206143,1999302,0,4381789,10050114,14503699,2157406,8448084,15297552,7443975,14371392,14978230,17113326,19145608,12681541,26858851,19241451,14547122,30435920,11923312,21568736,24194941,14359180,15162241,17909397,17632553,26480229,23700002,18379189,10350181,9360991,4519063,4452210
