report_date,total_redeem_amt,tftobal_amt, zfb00, zfb01, zfb02, zfb03, zfb04, zfb05, zfb06, zfb07, zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, category1, category2, category3, category4, card00, card01, card02, card03, card04, card05, card06, card07, card10, card11, card12, card13, card14, card15, card16, card17, card20, card21, card22, card23, card24, card25, card26, card27, card30, card31, card32, card33, card34, card35, card36, card37
20130919,62500200,17648499,0,0,0,0,0,0,0,0,0,665924,1405623,7312330,78616,11460,302992,5270779,0,700482,60334,273004,541700,391,1024864,0,5468512,1204205,0,3037457,0,0,0,0,0,0,0,0,0,1990547,4195660,0,0,2677880,0,0,0,3008115,156997,206212,12764540,3360585,1115024,49899,0,151282,928874,933434,29874,971446,220455,2380703
20130920,81275022,15234460,0,0,0,0,0,0,0,0,0,4784620,1615538,552484,788314,1184930,2205431,57209,0,474431,266663,1031302,1072034,1191000,10504,0,7270355,1135123,0,4083735,0,0,0,0,0,0,0,0,0,15014056,2482464,587414,7928388,9531753,8127463,0,0,1069604,1153292,396972,2771309,60422,1360928,889321,0,738637,781729,20033,228963,200538,177398,30665
20130921,65382587,23053221,0,0,0,0,0,0,0,0,0,1055455,3601925,2808532,1966336,1652335,608428,1958153,0,810241,1216291,304739,2620586,160956,1080781,3208463,10177849,1610315,0,4143836,0,0,0,0,0,0,0,0,0,0,2044190,0,1000192,1500279,0,50923,0,1957805,6353111,5360258,1513149,4027600,833378,842697,0,100136,192557,229145,230146,46592,101395,13813
20130922,222081047,70132938,0,0,0,0,0,0,0,0,0,2442005,9821294,311473,845588,2399025,2864478,7753634,0,6217722,20740078,0,1140004,3915454,10340950,1341233,9313385,3762270,0,6933613,0,0,0,0,0,0,0,0,0,46959239,11439592,1113448,585017,15524928,17974068,0,0,3529036,2501332,7382653,7045390,5683559,5880761,3987078,0,238692,410974,588609,319985,600402,170578,3500
20130923,200500964,63017360,0,0,0,0,0,0,0,0,0,1246137,7774310,3129766,2153473,5953204,1057030,5111647,0,598580,10462448,192726,1914782,11975051,11397827,50379,6724224,1346340,0,6804730,0,0,0,0,0,0,0,0,0,49951599,15614,19235737,1004987,5391695,14992808,0,0,3791181,2579904,1133042,14556527,3036955,5006543,229320,0,291357,289414,78681,227387,262211,317061,216287
20130924,141373824,68565518,0,0,0,0,0,0,0,0,0,11995047,17668263,1540128,3307334,2521087,10791580,3159591,0,2115869,4003424,4125358,390081,4034820,2842362,70574,9826665,4153922,0,4901660,0,0,0,0,0,0,0,0,0,11056732,0,573933,4959544,0,7105254,510667,0,4607840,5946736,5035028,9520739,548533,20421,602742,0,189900,655366,457727,1517085,500340,97960,19512
20130925,186858056,84573292,0,0,0,0,0,0,0,0,0,17493033,9740106,588625,1502126,10496735,7509172,186062,0,9836276,1184898,317487,354137,24466032,880731,17872,14433279,1600728,0,6107359,0,0,0,0,0,0,0,0,0,4994775,12263140,100017,1058692,11949329,0,6559514,0,4223765,9863500,5976420,3328871,12045335,2679843,939210,0,71262,365996,259640,1419231,1543853,309615,191390
20130926,175184289,54331251,0,0,0,0,0,0,0,0,0,4852602,10504676,1286785,9218196,2183600,3515785,692601,0,5045674,5432191,19529,7954472,2090934,1235381,298825,11685704,1441288,0,5458118,0,0,0,0,0,0,0,0,0,21066502,14885489,1979346,6003628,1215954,6123859,5033304,0,871999,7313922,9857887,599022,21933275,1381334,121724,0,319431,506184,369191,703710,920766,923431,137970
20130927,161837808,67007135,0,0,0,0,0,0,0,0,0,1273572,6118004,6142052,14226906,11952068,5134074,4159077,0,5690768,130364,3836723,2464812,3561115,2244014,73586,13812621,1442024,0,5098019,0,0,0,0,0,0,0,0,0,24428093,8031293,1120634,6040892,3955456,3078008,0,0,3966318,10471356,1302236,3768360,1907457,2144714,1201230,0,234150,192463,70303,1039848,388191,840614,296393
20130928,335676669,123383534,0,0,0,0,0,0,0,0,0,5572604,2866306,6486039,18980824,36961947,5972562,1203581,0,4373347,2050177,4277216,25222198,3732535,5444838,239360,18645275,2515131,0,7536574,0,0,0,0,0,0,0,0,0,28885,1473725,11861699,49417,136542260,6228724,0,0,7907071,1915112,5222822,1466522,5542820,1280817,785631,0,304428,399921,287324,1188402,155929,753720,200926
20130929,182844752,63550402,0,0,0,0,0,0,0,0,0,11733547,3756627,7331990,8807832,4624833,250179,2303204,0,102491,1244138,494687,3164571,16703551,3019075,13677,13688824,3026603,0,5262091,0,0,0,0,0,0,0,0,0,5478172,16613541,7828462,15465961,8974748,9114189,3072227,0,2298839,7013809,3257317,1317282,3320692,10957085,303798,0,585732,246361,156241,308483,445813,506007,52073
20130930,133104272,57654653,0,0,0,0,0,0,0,0,0,3966590,1315012,3006697,26241404,12551385,1456011,50062,0,116507,219075,101891,2160196,4058963,2393728,17132,7900472,3103232,0,4858069,0,0,0,0,0,0,0,0,0,4990414,14181102,2332625,506629,1386278,415790,0,0,5212096,8454505,2979212,6034773,5206863,521550,4457459,0,1117323,467114,509854,259310,445181,80828,28940
20131001,67184896,20862936,0,0,0,0,0,0,0,0,0,1756041,1912167,50716,6394734,4133556,2997189,357822,0,199571,1137557,612,376809,35375,447333,1063454,8252248,7335944,0,4598359,0,0,0,0,0,0,0,0,0,0,5013485,0,5082751,0,1689807,0,0,743754,7258165,0,2805867,1302439,138104,1094237,0,196491,139070,82042,141335,218146,153276,76440
20131002,42051627,12830132,0,0,0,0,0,0,0,0,0,20135,899538,504904,448842,2940127,497630,50114,0,10005,1293828,4933,3263818,147310,2748948,0,6546478,1331347,0,3914410,0,0,0,0,0,0,0,0,0,0,0,0,197974,0,181435,0,0,994286,2836380,2116124,3913096,5567987,205545,0,0,1007864,234517,30090,813,67667,0,75482
20131003,31411182,10610261,0,0,0,0,0,0,0,0,0,252885,398498,490504,818252,2227548,2984,2016218,0,498,124673,100414,2438272,1340367,265751,133397,6209234,896137,0,4471349,0,0,0,0,0,0,0,0,0,489605,0,0,1452746,398082,0,0,0,1267717,30257,354383,263895,1801687,0,226411,0,1688208,198135,70917,245041,130423,121570,485124
20131004,33824951,16080588,0,0,0,0,0,0,0,0,0,2600720,2158106,401950,245062,3255546,2022284,1857099,0,115873,504516,1528782,1187659,21643,34888,146460,5710971,333200,0,3333875,0,0,0,0,0,0,0,0,0,0,0,919126,0,0,0,495511,0,198760,1223107,733292,647249,1258662,1053568,498256,0,4990,198046,328100,20489,706611,60132,20418
20131005,45713854,6723574,0,0,0,0,0,0,0,0,0,54122,695918,290981,911044,845642,1877624,0,0,838884,317415,613082,113222,19273,61041,85326,9175162,1956388,0,3291613,0,0,0,0,0,0,0,0,0,1005573,0,1615036,0,0,6793825,0,0,2701243,2619997,29901,483889,27582,4568309,3638366,0,369417,319065,58937,100428,61303,152589,21657
20131006,57283908,9024735,0,0,0,0,0,0,0,0,0,560686,928069,554262,449228,75634,1482979,702013,0,241647,1215348,127153,31349,1825766,716315,114286,8032573,636769,0,4505352,0,0,0,0,0,0,0,0,0,14643580,195771,0,2024646,0,0,0,0,2335855,565725,383383,528069,5343544,6492682,1065481,0,121772,121029,259189,295173,296493,312043,100044
20131007,81213375,17724205,0,0,0,0,0,0,0,0,0,304043,2184464,1692025,1574246,719129,1022232,492377,0,631007,2966169,546763,10071,102378,5361918,117383,6696141,968539,0,4167533,0,0,0,0,0,0,0,0,0,16552529,4056018,1975554,48979,0,19140086,1097474,0,2929456,804837,14436,2791016,514580,122029,56193,0,137530,359839,10142,347773,207539,313108,177839
20131008,163522948,47145831,0,0,0,0,0,0,0,0,0,6819194,6735366,6544963,684453,2620976,831700,3435173,0,314241,2455310,2243110,2506008,2261697,9336356,357284,15049991,3698719,0,6990228,0,0,0,0,0,0,0,0,0,3102762,12968203,12731345,3785083,202396,2447094,4927836,0,9287444,7923686,101220,9029001,11407862,8114892,1689877,0,249217,1006433,26881,295451,743915,597581,0
20131009,155959683,70252998,0,0,0,0,0,0,0,0,0,1027428,724803,525435,1960539,3780805,6007806,1906991,0,551450,955705,25250348,4808259,8177639,14560565,15225,7126167,8551266,0,9030744,0,0,0,0,0,0,0,0,0,3008769,0,8131399,1542032,5014070,202302,1686463,0,5996580,6033308,3538231,9814855,12599881,355533,93748,0,29722,552515,8121,723290,924477,743212,0
20131010,145120290,52837137,0,0,0,0,0,0,0,0,0,5733696,1735135,1853723,1646157,6576876,1910678,152457,0,183444,890097,1145316,2157923,26465517,1372791,1013327,6496611,2381398,0,5731910,0,0,0,0,0,0,0,0,0,15259437,5046331,0,16439,13648677,14706116,0,0,2305789,4866737,1318496,9504903,6928858,2009868,1074494,0,187270,244280,139170,123581,282795,9993,0
20131011,93715668,37635171,0,0,0,0,0,0,0,0,0,11476268,4879867,819541,3733329,2628041,2340540,19054,0,917301,1071600,1000984,4562173,2992538,1182797,11138,6707153,6636613,0,7574713,0,0,0,0,0,0,0,0,0,354841,7854538,99876,489148,1985026,0,0,0,3013224,6958841,844986,1806990,6601238,845472,2511137,0,879821,301123,153750,96883,236499,39660,88965
20131012,113070160,54437463,0,0,0,0,0,0,0,0,0,16459204,3098447,1419818,984387,6197902,2252992,1836192,0,17149425,746161,0,2648738,718014,317878,608305,14575642,1871386,0,4235903,0,0,0,0,0,0,0,0,0,4071477,4995024,66776,4655343,1353978,3445286,0,0,1746277,8675989,561781,354402,5222670,953980,0,0,241713,851033,81993,148281,402929,110588,10246
20131013,89586898,27058199,0,0,0,0,0,0,0,0,0,1247808,2233364,1252017,4365245,6687125,1113225,1515730,0,332162,2439883,3093380,217520,1450554,1110186,0,14183555,1922923,0,3719662,0,0,0,0,0,0,0,0,0,0,5713214,217509,0,2637873,1021289,1536035,0,3925427,806438,3681900,7200143,3709677,750502,8934353,0,423020,398501,570059,58395,668213,294017,155994
20131014,133047717,43417978,0,0,0,0,0,0,0,0,0,3791185,1008902,1143187,1986027,17621329,2699344,5435442,0,1256781,1450276,1760800,2060133,2441476,485847,277249,9774590,3945327,0,8651419,0,0,0,0,0,0,0,0,0,13611220,7819795,99752,7225633,58608,0,0,0,677539,7124839,10165737,5052552,7770405,1319464,1703486,0,1141415,852062,539121,325462,657947,842345,271021
20131015,167634862,23131120,0,0,0,0,0,0,0,0,0,805799,5965820,356641,882537,4136742,2990698,423733,0,131266,3868142,189960,2099224,364395,235728,680435,18555140,4671223,0,9110720,0,0,0,0,0,0,0,0,0,7913084,1772754,0,14733395,2532823,1423762,0,0,11273686,23690216,3782446,17532142,9153154,2504847,11568054,0,87174,877774,441006,1629839,111529,738482,400492
20131016,176200727,65732479,0,0,0,0,0,0,0,0,0,213497,13813906,1535257,17153319,1413556,129770,270324,0,824828,1064408,1006961,11470498,11359159,5278983,198013,6032933,1854426,0,5606949,0,0,0,0,0,0,0,0,0,7154583,20190975,102077,7080612,2192250,14736079,3009334,0,2971181,12835223,4263377,7838416,4636344,4140966,71369,0,362621,1088299,85442,456640,366972,167995,3223185
20131017,97271180,24042603,0,0,0,0,0,0,0,0,0,1594232,1829396,3433841,5773428,1749410,1083681,4110997,0,616653,189601,566782,657373,136615,2137547,163047,11001689,3529533,0,8038627,0,0,0,0,0,0,0,0,0,12495901,9936366,0,398992,0,0,1248501,0,2231700,6513980,2933460,2560804,7681721,1542291,506783,0,126436,460018,27781,605315,878857,363308,146514
20131018,213783375,50228353,0,0,0,0,0,0,0,0,0,6538858,1932111,4895340,7329446,4215425,1937377,4411416,0,3609464,3261616,588657,6349888,2858524,1461145,839086,11963271,5978652,0,6989421,0,0,0,0,0,0,0,0,0,15097927,3257947,93786915,1536629,5119496,2006554,0,0,2548376,2540836,528658,750895,7112694,1781210,9804,0,783695,228507,200312,685528,350908,196448,100339
20131019,105302850,66695572,0,0,0,0,0,0,0,0,0,8050929,3550437,1639289,937271,35778297,1557982,1820873,0,2606222,341042,33537,4201371,5037346,1129404,11572,3444832,2114054,0,5488784,0,0,0,0,0,0,0,0,0,30129,499432,4248653,982670,0,296465,0,0,2289799,7806783,5126681,699453,675937,793141,1072182,0,397758,763024,239227,118449,757855,437500,324470
20131020,118047643,32169142,0,0,0,0,0,0,0,0,0,7419349,5766064,667231,2086498,4620360,1315398,3289204,0,741042,2197398,133213,1557231,1614504,369142,392508,16890500,1106015,0,6078945,0,0,0,0,0,0,0,0,0,13069710,12431909,50192,4817411,1971403,0,0,0,1473115,11674026,5220065,2537477,4114950,1237437,1651705,0,311274,148611,110595,111332,470988,248851,151990
20131021,130020852,23068701,0,0,0,0,0,0,0,0,0,3715113,2910699,4672882,2256926,4497488,239539,507132,0,1694917,819151,152603,930620,478691,142646,50294,17350779,7138799,0,7040425,0,0,0,0,0,0,0,0,0,17536380,2036861,108668,0,994104,6989864,0,0,1726088,16134838,5909330,9787672,3603179,6418577,489960,0,1003913,300188,120299,419664,1748032,30596,63935
20131022,191739548,60459319,0,0,0,0,0,0,0,0,0,2604568,4438467,12321420,2365971,19688009,2395413,48945,0,660016,1766987,4778816,763381,2947662,5260689,418975,11007635,4662388,0,8290573,0,0,0,0,0,0,0,0,0,11943955,3076608,989530,56287369,2268027,2994703,0,0,2302754,4218573,2793462,1726689,6877652,8191993,594178,0,710751,553043,390471,152438,265591,253434,728412
20131023,144769320,56872239,0,0,0,0,0,0,0,0,0,2129606,3789247,880159,5078704,20120805,2252563,1083712,0,2936625,1448836,6742,11992262,3903159,186003,1063816,15788498,4455277,0,6753425,0,0,0,0,0,0,0,0,0,5924483,2640761,102903,1301256,10231898,13445863,0,0,4024676,2840901,1007094,4911504,7749786,964224,3267522,0,501507,369033,192862,309001,828795,118903,166909
20131024,192227674,63333078,0,0,0,0,0,0,0,0,0,3104034,739704,3670342,5162917,11992292,9933385,5107430,0,2273157,4192797,210094,4981441,9111297,2526968,327220,11399027,5339554,0,6990522,0,0,0,0,0,0,0,0,0,4258235,1353658,21859904,8179076,13567439,5267789,3786914,0,9968344,9384415,5529721,2901602,8117834,5418715,2844425,0,263820,915264,299256,712727,166320,235794,134241
20131025,174720576,45187158,0,0,0,0,0,0,0,0,0,2744839,1241020,16158531,4879762,6756789,2588941,2297962,0,973628,797485,622940,4934432,678113,162400,350316,20838214,2837335,0,6481377,0,0,0,0,0,0,0,0,0,2785777,5656042,18453907,20135429,7313761,1403006,5170581,0,3648082,6065480,11394951,3134262,10699440,787182,478285,0,179744,540301,159261,835969,251064,207331,76637
20131026,135487878,48115020,0,0,0,0,0,0,0,0,0,4893928,2867075,6341236,2779897,5099702,252048,189974,0,1000153,2045848,80123,1470016,703113,17236298,3155609,14983059,1578079,0,6109437,0,0,0,0,0,0,0,0,0,0,4050,22033472,18915252,606072,0,29032,0,824450,1109577,2193633,9337073,3275860,1369632,1127967,0,736707,613278,234073,849837,323001,970831,148486
20131027,149429711,52851473,0,0,0,0,0,0,0,0,0,6172163,860492,2240622,985050,514292,873359,1234155,0,478697,28246506,594058,43540,274881,404712,9928946,9620339,1802457,0,6303028,0,0,0,0,0,0,0,0,0,6257715,9927548,9814644,9499795,3772504,443493,4914149,0,1061252,12504403,2203044,5045986,4898362,3625635,2210039,0,598840,645417,267600,244498,328995,514075,74420
20131028,206454315,47130913,0,0,0,0,0,0,0,0,0,13173836,2732921,1572848,5796298,1492443,9927616,361619,0,46292,711057,4659286,1604778,2651984,1947302,452633,11196657,3222847,0,6987627,0,0,0,0,0,0,0,0,0,8063479,4975540,4170238,5072585,36345102,10411042,9140760,0,7641225,5739955,3973026,19568763,11737915,5466544,3587449,0,411718,289504,167941,362486,688588,59829,42582
20131029,103525832,23798780,0,0,0,0,0,0,0,0,0,2642623,2726981,246016,1960418,709796,256219,260362,0,416706,5911464,63972,6502923,1385467,291312,424521,7437025,4241503,0,9724306,0,0,0,0,0,0,0,0,0,4910867,5016178,2315226,89863,7144759,989013,0,0,7404079,6081595,3746027,4004996,7833882,6179575,239501,0,134607,720351,430445,514020,268743,88478,212013
20131030,230833341,64128540,0,0,0,0,0,0,0,0,0,5226179,12660895,1086619,1047349,6456037,1747856,2281982,0,11088380,1071489,71680,2231245,3598883,12013836,3546110,22243936,9166366,0,7557173,0,0,0,0,0,0,0,0,0,1498049,19872028,17820297,15095127,0,7517387,13060350,0,11116867,218887,18077660,8935369,9271788,3345524,824579,0,102893,328740,181477,156268,296310,7863,9863
20131031,225139213,77611817,0,0,0,0,0,0,0,0,0,9401668,3136914,178263,33307652,6846535,316540,1507102,0,3689769,2208191,3936683,2647491,3331578,7062447,40984,19977909,8785165,0,7459641,0,0,0,0,0,0,0,0,0,0,44406684,0,1481703,6537346,6476644,4991732,0,11124940,7594438,11190638,9226265,3459712,810933,244061,0,103194,441711,763112,881377,1252918,250160,67113
20131101,210216412,41283259,0,0,0,0,0,0,0,0,0,418009,1854021,3947156,4880122,9592443,2800339,100087,0,417676,8792965,1256109,1519900,3653816,2045633,4983,23425841,5639581,0,6743729,0,0,0,0,0,0,0,0,0,8067652,8292070,8336344,6347310,11181438,1468411,40443611,0,10749418,10167278,15707063,2049947,4787533,2076774,275855,0,373659,574689,429909,1063435,409173,193303,129130
20131102,104663542,21774463,0,0,0,0,0,0,0,0,0,3266943,3340888,787385,2562057,1736199,675633,40758,0,848613,1070221,311358,48927,5960651,149191,975639,14020488,3219689,0,5405519,0,0,0,0,0,0,0,0,0,19762117,1984076,0,0,5085500,0,2965431,0,841828,15417110,1629853,4804735,3777474,274598,23251,0,763064,692252,409444,585103,663530,522376,41641
20131103,132949058,27107533,0,0,0,0,0,0,0,0,0,2461629,1187697,4144525,1853706,7514911,854569,2983735,0,1455928,705049,57706,1731638,1408963,472005,275472,17916780,1899096,0,7338395,0,0,0,0,0,0,0,0,0,0,7141077,1225304,3061843,311728,16331984,0,0,11609729,10355036,2624789,6989530,8292840,3631135,1665832,0,336931,1210018,302952,1027189,1236746,771984,560607
20131104,226771025,65525557,0,0,0,0,0,0,0,0,0,1322498,25688315,714733,4518878,2078822,1013512,1864403,0,8525264,1186463,454778,850150,16565442,135515,606784,20463011,6852440,0,7679988,0,0,0,0,0,0,0,0,0,6765098,22321840,0,2968070,22992368,1034194,0,0,7567311,4132084,7420497,6667687,20947660,5950198,9597318,0,529112,1386579,444917,2088606,494942,795933,2145615
20131105,329617951,120012496,0,0,0,0,0,0,0,0,0,4152104,26585764,4235396,22009774,7650121,10810258,1430860,0,1254044,8779427,1787585,23433450,4903384,2526145,454184,15164421,8810655,0,12351227,0,0,0,0,0,0,0,0,0,5265256,10790217,6915689,2550552,3584900,870904,0,0,25520965,41134926,5665891,22185703,13518360,2744472,13916916,0,3912227,2784428,2001338,3446851,4184740,1532488,752329
20131106,333099193,71345423,0,0,0,0,0,0,0,0,0,8799940,4551455,2782898,1842696,14978385,2041032,1165855,0,2325968,8999552,1515163,7179773,5332658,4001765,5828283,18715114,11197931,0,12451923,0,0,0,0,0,0,0,0,0,35108921,10632400,14647812,18420113,11397654,10806067,5661091,0,14763856,23886288,10649188,18026813,14972065,4536111,6125380,0,3604933,3640014,2590384,2782936,3238772,1706182,2191822
20131107,320644832,82268661,0,0,0,0,0,0,0,0,0,5788964,5743699,3461252,4072743,5353311,1071309,6315010,0,1098458,6387572,2528583,3651598,13067753,18359099,5369310,18499212,11332853,0,14641474,0,0,0,0,0,0,0,0,0,1079332,8139919,5040295,23389206,9175068,16692773,2498909,0,8638510,20625820,13132395,17256430,33486421,7473872,4327684,0,4402210,5326914,2278320,4618601,3115997,1842479,1361477
20131108,271115740,74563049,0,0,0,0,0,0,0,0,0,6897149,10760855,4703750,3973788,1716179,3457239,426088,0,941630,7355700,4307760,6460347,17842440,4844439,875685,16095605,9530136,0,13606658,0,0,0,0,0,0,0,0,0,11571313,3053433,3042073,18122292,7054893,7301984,204615,0,16026308,16978477,9422552,14327931,14157931,13132552,2039881,0,2760753,5343686,2850195,2785981,3065952,2761403,1316087
20131109,163329537,39465100,0,0,0,0,0,0,0,0,0,654789,4298594,336774,2050436,3951227,841584,4841320,0,2136100,2731319,6966445,3316693,3663049,2259005,1417765,15480523,5781173,0,16614462,0,0,0,0,0,0,0,0,0,5555428,617446,393446,8486302,0,0,51124,0,7629861,15446970,4490644,9212659,8397756,2932111,3666060,0,2619796,4751368,2851128,2057681,3581390,1989964,1257145
20131110,229987206,94333660,0,0,0,0,0,0,0,0,0,10688004,13505037,2902699,3801694,8181357,5444096,5610362,0,6143274,9146497,3317389,11372079,9370280,2864850,1986042,14642448,7405806,0,24790808,0,0,0,0,0,0,0,0,0,3743150,5174157,3135563,11389694,488657,498344,2212849,0,10813008,7913204,3679298,8762225,9145929,2551325,1578475,0,2491980,3725680,1903427,2239910,3754569,2541615,1071425
20131111,727575396,109268052,0,0,0,0,0,0,0,0,0,7108371,3267161,5987744,17639286,1687807,9322441,7848047,0,4608492,25385574,2518725,8568594,2886152,10683382,1756276,16624250,14270497,134703312,318684202,0,0,0,0,0,0,0,0,0,1959736,636768,8845494,24873979,10199814,7073244,14967495,0,7059914,15022486,7804966,17133352,4303304,7175042,1887402,0,907646,1451417,255540,626838,734415,560538,545693
20131112,221776702,48325125,0,0,0,0,0,0,0,0,0,757807,2280654,15402718,1280010,5174190,2233493,2190094,0,989474,3222534,3270120,1406406,5411781,4195363,510481,25462501,11335256,4453724,17482159,0,0,0,0,0,0,0,0,0,22182817,0,1015,21868276,4271717,2231722,66309,0,9410277,19062225,5133648,5611230,7814178,5124716,6214722,0,1122168,1546044,249855,474841,1688001,65087,579089
20131113,244994534,64814376,0,0,0,0,0,0,0,0,0,9800578,5746197,4838792,9205592,5142806,1854045,1336418,0,2287279,2745733,1568682,4573029,10141068,5411241,162916,11197829,8476791,1000000,17106551,0,0,0,0,0,0,0,0,0,5413521,14789156,506298,51390885,0,488810,4744326,0,9350964,16594898,2455008,15217922,8377591,5926220,1715458,0,315860,1881695,421211,928506,627370,684044,569244
20131114,333251934,74584641,0,0,0,0,0,0,0,0,0,3322567,7009192,10698418,9336781,4525922,5416763,2057687,0,2452358,1289605,307768,12280331,6373815,1001776,8511658,15529609,7970704,0,11750103,0,0,0,0,0,0,0,0,0,20505821,58793191,53400997,2889435,13804446,0,202652,0,11420714,7040059,4613962,26886673,3144485,9296735,2681027,0,775968,2222480,1330152,616686,2186740,1350782,253872
20131115,231290935,86242806,0,0,0,0,0,0,0,0,0,6796002,4522027,239704,5913213,4624997,1921294,613375,0,1044645,2519244,637770,5932849,49605312,1413600,458774,12493855,9944125,0,12209069,0,0,0,0,0,0,0,0,0,11509847,15105294,2860683,5213125,9788915,2084341,5329129,0,11486878,8113552,2918161,13122695,9265025,2754797,5609390,0,692217,819942,865688,549449,1185929,1025968,100055
20131116,184214387,61742779,0,0,0,0,0,0,0,0,0,10060068,1493230,2246265,353784,703876,534246,2243110,0,23046166,4047425,2557689,4339659,2395815,214138,7507308,9956768,5168962,0,9930935,0,0,0,0,0,0,0,0,0,6508572,5029126,0,58901118,599,1262793,0,0,619846,4154266,3344251,901602,6879536,3619480,1499805,0,390030,1240279,329476,980176,1139059,399086,215843
20131117,181900594,36364280,0,0,0,0,0,0,0,0,0,2725859,1246126,736503,4640798,1123621,4610979,30183,0,759331,4016542,8535872,3082815,4447327,397288,11036,17271793,7394175,0,11704858,0,0,0,0,0,0,0,0,0,9837033,0,8096711,6127352,40060659,0,0,0,5201695,9562960,11141066,2483296,7255216,947504,2722453,0,1290415,458320,1128208,415205,865713,1084977,486705
20131118,430337780,131508459,0,0,0,0,0,0,0,0,0,58703066,9311668,5662363,24097119,3633745,1133642,4430210,0,1214458,2043220,897386,8260112,3576936,7984726,559808,10685036,17087251,0,17172411,0,0,0,0,0,0,0,0,0,5082769,9437760,38666140,8884229,90019184,7096117,4951107,0,8855083,24183111,8117310,7353110,13471485,12818408,9626694,0,647611,1372044,424712,649612,609596,1349000,269541
20131119,368378385,78685582,0,0,0,0,0,0,0,0,0,2043357,10821329,6090950,18393002,4984835,1690987,4290462,0,1162512,5880030,101405,14744608,2729358,4726789,1025958,20157859,11427180,0,13267939,0,0,0,0,0,0,0,0,0,8250806,13879212,7937668,57075040,60915636,1956860,15057409,0,32755591,6268802,8018203,5053784,3834813,7002916,11425486,0,1873939,900241,368916,391815,1218816,311788,342084
20131120,298021010,95217337,0,0,0,0,0,0,0,0,0,1497771,8133795,6040029,17508097,11219893,1007636,2049094,0,6114726,1341181,1466941,765244,33480614,843335,3748981,29868697,10666518,0,13473020,0,0,0,0,0,0,0,0,0,5137771,9206682,0,0,54659856,2033723,7998335,0,12884041,9554566,1168778,18587747,12431069,3639994,5140894,0,531787,1736654,753104,1305051,1300555,309089,415742
20131121,249831907,78365096,0,0,0,0,0,0,0,0,0,15062890,3811039,4161885,15367827,1339049,1672369,781682,0,4659010,7618284,1002250,7418985,11824831,147073,3497922,22225734,10215881,0,14052569,0,0,0,0,0,0,0,0,0,1247698,7079423,1002045,23542361,21057125,0,2006696,0,6740859,2687251,13200879,4706441,20279733,2312682,13309149,0,168753,2078725,409437,539532,1329813,816179,457846
20131122,196254644,52062330,0,0,0,0,0,0,0,0,0,2071185,10242031,1592783,5899858,2409207,3572075,717229,0,423847,6162959,2036467,2843673,10355197,1777176,1958643,22509293,9602721,0,11623206,0,0,0,0,0,0,0,0,0,1463219,5321051,0,5554035,5506287,401190,4918319,0,9232145,8723737,18360766,13668551,10661219,6475999,4913552,0,412727,408566,615052,1417019,756351,832667,814642
20131123,181729232,39273508,0,0,0,0,0,0,0,0,0,5210565,2387054,2726520,931559,3542422,820564,106231,0,406435,1780529,10442159,4113012,378799,1450729,4976930,22221101,9956871,0,9493186,0,0,0,0,0,0,0,0,0,3950808,7002866,6285676,20834627,207262,303886,502549,0,8867699,7707670,7594971,11742127,5147806,8692829,4759401,0,751205,2061209,782546,1504952,1288669,724856,70952
20131124,239070185,67689243,0,0,0,0,0,0,0,0,0,14781308,1276591,5266311,2181426,5485343,1664292,26168053,0,4330803,2960015,527566,854971,922530,594217,675817,34247225,10742233,0,14673188,0,0,0,0,0,0,0,0,0,1515362,20841460,4096038,1036342,352806,2041798,0,0,25380870,3970703,22380490,7209843,341176,10684280,7030797,0,955380,691172,284712,437714,1051649,1186794,228910
20131125,359422491,107158524,0,0,0,0,0,0,0,0,0,5968865,48068781,3765814,9707027,2875549,699150,609613,0,389794,16229722,611309,11883323,1629920,2630402,2089255,27324098,21952266,0,12749425,0,0,0,0,0,0,0,0,0,1819425,69876161,8236713,8655046,2520910,0,6037387,0,10788641,39601586,6361728,5014945,10652133,9612358,3712167,0,1210154,2072982,261436,2374165,643550,523843,262848
20131126,296133131,85638503,0,0,0,0,0,0,0,0,0,22179234,19606260,6050707,9640757,8061872,1661166,1620317,0,4396146,5638782,1812523,2119787,1384556,752986,713410,34863663,15703479,4300000,17649653,0,0,0,0,0,0,0,0,0,1318679,31645898,3629320,13593124,18654306,9981,3007844,0,7715725,8438073,2456084,10935362,9817576,17697228,5175050,0,451144,635378,263304,583474,1302355,547137,100791
20131127,297511462,87716021,0,0,0,0,0,0,0,0,0,7695650,5918603,16772726,2900337,10595722,8230555,551444,0,12868325,8864411,586567,1871158,6682321,4085067,93135,26148852,7210422,0,13876032,0,0,0,0,0,0,0,0,0,40070403,23746545,18070390,5029339,10859558,0,0,0,12403972,9445538,2293532,15377374,9871089,3074593,3583518,0,2793838,1852424,418391,2089064,698760,493488,388319
20131128,371895600,104250935,0,0,0,0,0,0,0,0,0,26827600,3903883,24005136,9150453,10656127,6776054,2240148,0,1992385,5719261,578051,2302920,8540397,1015842,542678,35291746,11954139,1200000,11909591,0,0,0,0,0,0,0,0,0,19053249,7343263,14331153,61047939,12073616,2945523,6039753,0,10505541,12184189,10624487,7517162,21109619,11144042,4425689,0,736590,1617474,504283,1022317,1729087,690611,643602
