report_date,total_redeem_amt,tftobal_amt, zfb0, zfb1, zfb2, zfb3, zfb4 , zfb5 , zfb6 , zfb7 , zfb8 , zfb9 , zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb18, zfb19, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb28, zfb29, zfb30, zfb31,category1,category2,category3,category4,card0,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11, card12, card13, card14, card15, card16, card17, card18, card19, card20, card21, card22, card23, card24, card25, card26, card27, card28, card29, card30, card31, card32, card33, card34, card35, card36, card37, card38, card39, card40, card41
20131026,135526544,48123303,0,12460061,0,0,2506,1182961,0,1535576,803205,49232,20157,19803,0,16,1882620,300165,696760,29271,2593456,120265,92202,129752,505852,3066964,41141,132220,40660,17632542,1321699,2375356,89957,998904,14983059,1578079,0,6109437,0,4002518,0,0,0,612,0,0,0,0,0,0,18756821,5121338,4050,0,815632,0,0,12789371,0,97536,0,0,0,0,1291180,295708,0,0,1516377,1058878,4300763,1428021,1171606,971578,644186,1338072,2260868,2960955,1984284,1922312
20131027,149434691,52851473,0,1558120,0,1662492,0,2033536,1072008,351311,0,202748,20526,0,12831,51348,1558595,19820,80832,311571,980103,29789,1514626,998747,421130,2217227,19835,875516,237005,436474,49365,25522910,429874,10183134,9620339,1802457,0,6308008,0,6635891,0,9814644,3772504,0,0,0,0,4914149,0,0,0,5042799,0,0,4969334,443493,0,0,9037034,0,525399,656107,294591,2002004,0,0,4374936,4373588,29,201498,1804734,796903,3610932,2951041,0,5169571,2780817,2006571,1223630,1450215
20131028,206493938,47146523,0,11753269,219562,9760,9191624,1258669,0,220220,0,2658612,2007,5693,2115,2892394,109104,143269,9965,19876,707474,873736,1279059,2578044,1138401,1201827,780705,355559,2359,799819,747135,1377264,2242980,4566022,11196657,3224047,0,7009892,0,28566906,0,5115318,0,0,199327,0,0,337998,3014092,4025442,0,5072136,1084140,20447744,5358194,0,0,0,0,4957449,7062906,411747,72748,2451419,1024939,5078850,7714650,993,98882,2407303,5289936,1891694,5594142,3495125,3343223,5913186,1887383,3976299,1393472,629176
20131029,103942357,24207305,0,2402655,16021,0,0,198714,0,18480,0,1183001,364052,597836,327443,76589,101115,433750,158903,125293,734339,282679,40437,624374,1525259,4367844,315187,51477,150236,3714871,971986,20390,1540967,3863407,7437025,4241503,0,9732306,0,4910867,0,0,0,30440,0,0,4175939,0,989013,0,0,0,0,0,5016178,0,2968820,59423,302775,2012451,1897100,5119312,982,0,198737,48803,975024,2088753,1448462,2111164,1217703,1506103,3532334,3756921,1155955,808071,7358079,2266152,1516067,852590
20131030,230872015,64129881,0,10394461,0,0,0,0,0,29453,115303,1248752,477687,4003815,296596,3928561,2710172,0,2036854,423922,2748550,121007,1157565,102960,712600,852910,1395253,11293351,140594,1369841,528227,10717660,5051906,2271881,22243936,9166366,0,7584707,0,22618516,0,494096,1498049,9052971,4971503,0,5073401,3205558,0,0,7761710,13094232,2626749,0,0,2443986,0,0,0,2022467,18021429,0,593377,294843,5872298,6887002,3688716,2005832,131714,4999738,20206,0,2173088,1193539,2170607,316876,1802068,1619341,594037,499176
20131031,240425134,77611817,0,6324247,100126,10147,1486966,1697901,98274,0,266173,457017,19495670,86966,106612,255757,307221,4962156,4915916,74952,459993,55758,13483156,0,49666,145234,3361323,8154760,2849683,930510,1216000,3698729,861382,1699522,19977909,8785165,0,7481041,0,37104657,0,504916,0,4911860,0,0,0,2008847,0,4928340,6727660,20242086,0,0,0,0,2513428,204157,0,0,5167096,273850,0,543762,5004328,0,0,302990,8186442,0,4131791,181029,31956,5252379,5637575,3378182,2866237,2695934,2237488,1532212
20131101,210667663,41283259,0,10244515,0,4138,0,145804,0,244478,2473256,271456,3057181,0,5861,1292832,329802,303724,2049016,20201,33733,488247,207892,985008,1435033,0,1151770,1141298,2398607,224466,724383,7500158,1213961,3336439,23425841,5639581,0,6760907,0,41503602,4024486,0,3015792,0,3567111,1974472,0,608710,4256721,0,2640385,0,0,0,605154,0,5051357,1006316,98217,15784513,5365156,0,80928,42082,320966,407614,1303056,0,1545747,3616399,3807053,753651,2026645,7289723,9360898,3481407,4396100,2118031,1892474,1613309
20131102,104808415,21774463,0,2917335,0,0,882279,102268,0,0,911898,221497,1826141,1022731,0,0,1081649,0,101807,0,931987,5112,464715,1077968,862476,36307,10296,30316,1760813,533715,673599,4007688,590397,1721469,14020488,3219689,0,5469959,0,20944855,0,0,0,0,0,2965431,0,0,0,0,1296301,0,0,0,982,0,0,4589555,0,0,0,0,391433,2131976,0,1960596,14346,5104580,261,201541,5276511,0,1064903,195995,2722806,4855018,2114510,734373,1390060,2367783
20131103,132969505,27117977,0,10214702,0,49434,0,20044,5194927,2667,48764,345571,184489,0,99044,61012,460450,0,1213947,214260,189304,1670677,189126,638267,214531,1151139,1130734,346662,1365769,351905,21293,1243853,334657,160749,17916780,1899096,0,7348398,0,17712428,0,0,0,0,0,5087523,5054133,196,0,0,0,0,0,0,0,0,0,0,0,217656,6931237,5211283,2263894,1959079,0,299378,499631,1002346,2716292,4099881,1991346,1521439,685443,4581086,1646177,1828340,5324621,2607418,2886991,2559436
20131104,227070264,65525557,0,3379336,0,3228,0,31403,1152290,0,201124,2163663,2273655,23128,202715,894304,156138,20297981,786783,3024218,3554,60525,136985,1725741,684390,10859,431505,35218,8895625,5352187,786973,4734016,7749519,328494,20463011,6852440,0,7679989,0,33686341,0,3043179,0,0,0,0,300702,733492,2495576,0,92015,2967667,0,0,4952027,796850,2005419,0,4987663,20639,0,506,0,4038733,4462133,5487886,498815,448332,71464,11494388,3978296,5629346,5439391,5737838,2148147,4877070,3819376,4151034,6030436,2154506
20131105,333941581,123529984,0,23197652,0,72227,30536,522355,896876,5330997,18405,6206513,2735086,1271305,190422,845063,1363928,10134554,1633159,1275711,573595,10871980,3663158,4435311,1706810,1027347,1387143,3705959,2014267,3910907,3647059,27318045,2294444,1249170,15460261,8903655,0,12439127,0,6538191,0,0,4961866,0,0,0,0,0,0,747797,6536493,0,0,303390,0,1003014,516348,4910847,440620,4018952,3580431,10598259,29622,369973,11295399,3313266,3125364,10465057,7137519,13069773,4354230,1296496,5256031,7721740,11698735,7416631,12806745,11151962,12342308,6601495
20131106,333124426,71370656,0,19388467,0,0,0,20491,180958,737681,359227,3714913,601371,410913,2292757,1049329,3525819,154910,918478,407318,90752,459220,608789,1088901,177200,3175459,3546661,235332,1175262,1089313,4393426,12274523,8104580,1188606,18715114,11197931,0,12451923,0,69213499,0,4972188,0,4311936,0,0,295818,4421711,0,0,5962237,2489163,0,504536,3341378,196081,444607,0,122834,10398070,2018749,3308801,1595073,1531851,689624,4656224,8775491,10612561,2909013,4662212,4194784,3667791,4123242,4316338,7014331,5597455,8629687,14656474,9790247,9964796
20131107,322796764,82268661,0,8920131,0,251995,10168,0,1345818,1147449,294622,3049026,594917,1120262,2550326,605713,1002245,2441420,777404,803481,1141240,439870,2375684,1076823,1857694,5971332,1079841,2714987,1812362,17643626,1615742,14556119,3037988,2030376,18499212,11332853,0,14643254,0,35520585,0,0,313151,1005440,2354562,0,511843,1354939,5361538,0,725458,191730,4146451,829741,0,2077057,3122208,999278,4880213,2621308,6689002,0,3313521,343782,510328,1106981,3615999,8521800,3684621,3691151,5827240,6837101,8471225,3987779,13743909,5953404,13788594,15937047,15704207,8309591
20131108,271373666,74563049,0,8134943,0,483289,2210855,527900,29555,1021182,105420,1963010,0,693,702732,36397,170413,13653,1893118,1398658,940830,8762906,508751,664282,2366461,2172802,753396,806920,2047913,17956693,1890587,2657296,12662558,1679836,16095605,9530136,0,13656458,0,22254613,0,0,2076755,0,0,0,0,0,6804624,151324,306748,195683,99904,153408,980893,199274,11760751,98413,1677583,3590630,495190,982332,1226378,5349810,2471898,1558147,9028921,5142658,12118293,3079119,1576750,3215983,5169102,4477321,5387082,9972665,6189981,8644002,12371802,8720381
20131109,166496383,41994346,0,4000322,0,3186964,1110986,89819,0,0,2125183,156132,127696,318802,627832,0,0,10191,933043,2348066,223416,99009,51519,564355,1042117,395308,1646569,4379618,6356340,2744909,1535118,3520140,3112770,1288122,15480523,5781173,0,16657571,0,5621012,0,0,0,3009056,393446,0,0,0,0,0,296167,0,0,407945,29303,0,50341,51118,97875,5147483,4137003,0,156353,1140424,201562,5221677,3245183,1004732,3158299,677432,1864524,3026561,4030593,3003343,2783745,7186822,2240574,9049791,12320925,7029481
20131110,230063433,94368050,0,10094303,343456,5132038,205860,51106,412365,2202782,4276120,1247168,79072,1989,2118764,323100,554672,4574000,383722,412367,2031271,1462599,5685119,97869,8477888,4894947,2118413,1744979,1596079,12293356,3632541,7199585,7042406,3678114,14642448,7405806,0,24826222,0,6669987,0,5017690,0,98078,0,0,0,0,0,5311903,488844,4674848,0,202582,549053,44859,30062,980,0,3553528,1173781,0,101762,1502072,1064650,302230,373,1803727,1401059,7394213,2008875,993233,426646,225988,2604465,5895735,11204259,6341785,10069112,7664528
20131111,731819386,109513357,0,18016192,0,1141878,451597,613123,375496,2066940,745601,5909272,503512,340509,5824086,162829,1332159,107551,622208,959394,2415304,47824,159374,518496,10551507,2441130,4604079,940641,2215740,22585109,2235277,17262529,3527403,836597,16642549,14270497,134703312,320673459,0,41786529,2189049,0,0,0,0,0,0,0,104470,694682,2959606,4892022,2938830,2081910,414072,0,5036738,0,0,5458622,0,2235616,1484810,11941099,147068,0,275868,1730389,5425752,3330193,2214853,7000592,868718,6629265,4813381,2744391,7602556,3928065,1583101,3503965
20131112,223957703,50302934,0,12868185,0,13964,0,81878,20372,303985,0,221176,0,203653,160955,4266106,2878880,0,950813,175803,5822773,2421861,29163,604502,272706,246203,3563662,1008416,4954774,4117021,868345,941508,1200011,2106219,25462501,11535256,4453724,17485351,0,40189561,0,0,1952323,509872,0,0,0,0,323083,2032174,98458,0,0,0,2003108,29426,66309,0,3294471,123071,1197546,0,893451,5285458,0,0,3021676,3380336,1228416,14291905,0,1293372,12315309,1899585,4942411,2348112,3751488,2521931,3166291,2558794
20131113,247249532,64990313,0,16255707,0,100464,677137,39977,1003428,1389689,9893,266944,30530,83308,0,3057107,1682012,1079511,40457,303736,793167,7888650,1411133,1221150,766365,546937,5925402,1246297,3591322,230212,142636,9716984,5286567,203591,11197829,8484691,1000000,17148315,0,62143303,0,0,0,0,0,0,0,0,0,0,97646,505900,2018011,0,0,488810,3231926,0,4071789,4775611,2029397,9609081,6208707,8632051,1297861,0,655100,6156538,1802900,306505,2418207,465015,4939363,2834064,1699377,2530880,7740586,2341826,3304305,2123625
20131114,335368661,74674314,0,21362280,0,28670,4574487,0,0,20429,36401,4008623,350040,47127,5095,1950736,3737048,1434449,649398,1662706,871164,304549,458946,583470,371385,337792,5447856,2482250,53298,724098,100897,15482476,6505493,1083151,15529609,7970704,0,11795633,0,114281412,1963237,4974131,0,0,0,0,0,8756948,0,0,0,101184,503859,7232,0,0,3341256,15308616,0,358667,2764719,76293,0,2945848,17620516,0,312254,10292606,0,3417044,2961870,7021365,4975735,2205854,2514893,6128014,2258490,1559634,6648239,2098485
20131115,231320833,86272704,0,5791618,0,75799,188183,119040,588559,5882082,306089,346632,19786,865822,110594,0,339993,2200860,2710249,492389,970095,3478947,7021,49722,117030,377967,1823904,259336,690783,5545624,1455318,50575022,815477,68763,12493855,9944125,0,12209069,0,28632286,0,294593,395862,976602,2084341,0,622901,4934223,0,3130096,4963797,0,0,2860683,0,0,0,0,0,2995950,3984586,987568,299468,98602,0,170698,4266258,7684289,1428855,7780778,3887078,3557930,1209860,1746323,3774180,5937790,4675538,1780697,3399276,1839972
20131116,184811007,61830368,0,3639686,0,97142,39746,585055,8589152,0,646925,548094,56724,119556,1909119,99686,0,0,15099,298070,9251,794644,195181,79038,0,473416,6111253,3302864,2319013,6293079,20878405,1544117,2876741,309312,9956768,5168962,0,9950495,0,68474796,0,0,0,0,0,0,0,0,0,0,1018271,0,0,196850,0,0,0,2011692,0,599,29546,0,0,199317,3824065,0,50877,118241,411092,273053,0,10966,1699112,1328338,1552377,8102145,2232816,1675293,3011161,1683807
20131117,181926148,36367887,0,6325133,0,19805,1876985,0,0,40797,134544,1013548,68928,0,69051,305480,3597002,0,20208,0,17739,0,135824,643349,849283,13594,527696,624034,3044205,3596056,293080,520132,12626316,5098,17271793,7394175,0,11726805,0,57856329,0,0,0,983059,0,0,0,0,0,0,0,0,0,0,5078997,0,0,203370,0,0,0,0,0,385519,6067864,0,2599173,602445,5657740,3970840,868157,417492,3891056,4159417,1195582,2276018,3882034,3340853,4358226,1371317
20131118,430463498,131518342,0,10155522,95242,0,183150,890044,4503134,1039897,387992,1400209,860755,400447,1403926,0,6839476,51427190,1985983,790779,19856398,1064482,323611,866853,2506606,1293676,1097090,1158229,8611725,35001,842317,8111049,2903564,483995,10685036,17087251,0,17188985,0,97596448,4951107,5061,0,0,4229502,0,0,0,798575,0,199900,29270,2238755,0,7096117,0,4978153,34603178,498775,6912465,2959244,4192096,3797252,5547105,509480,0,2996820,8516548,5596870,3625129,579566,11040651,4342425,3064281,11482814,2903979,7466895,5903222,3222830,2099371
20131119,368421632,78685582,0,26130661,0,443388,0,344257,1241437,0,3553725,100516,1373676,10015,234715,189399,5605347,1311468,890693,4025014,126962,1766032,253726,201491,512400,8660622,757375,254195,2651997,1507054,1326649,3494980,4069573,7648215,20163708,11427180,0,13304939,0,117264078,5085185,5064223,0,0,0,0,0,0,0,8893846,5912816,0,0,5083950,0,0,4051142,8754457,4952861,10073,6613702,2483802,101496,3789076,19445984,2046871,3225405,295162,7225358,976546,4890852,3813445,2684932,5779816,2690234,1807062,4030961,2458891,4014033,1393964
20131120,299130814,95217337,0,6591144,0,834770,125344,129048,0,1507883,1143489,2842219,252463,172275,1112437,204311,7293193,20849,239284,5528351,6030224,11009667,118013,710598,1590753,714479,576226,160790,2345892,2556589,5383428,32344403,3461607,217608,30850077,10767046,0,13500916,0,46830162,0,5040523,0,19817,2002871,0,0,0,0,0,6483264,0,0,2033723,0,4483594,2957812,0,5137771,4046830,498417,293314,1469360,3562750,3727401,5090477,7278235,4540128,1339222,3319530,7724617,3042821,4996566,3498916,2904218,3498965,4072667,2549485,4271735,2080247
20131121,250055059,78365096,0,14883648,0,95427,219198,138948,11564257,39273,292587,7427,151210,39244,30739,3904,264285,411160,127226,806619,982561,7870613,1533709,2734706,0,859377,3175108,2177599,5950101,12691096,5533433,1697226,3485637,598778,22375734,10215881,0,14075033,0,47064292,0,1016598,0,0,0,0,0,0,0,0,304698,0,0,1002045,933117,203270,2243227,101467,3066634,0,6408788,16278207,1702291,502,0,2185076,10200529,2779163,267,199472,1051490,6133940,3513354,890594,1965406,5124000,1276827,3527088,4041145,1809828
20131122,196268342,52062330,0,9327215,280840,27814,14186,101842,4226,21636,1724067,1167833,149595,49748,1086000,125299,4610146,758847,1902371,1194354,319221,2463135,0,1161808,14185,3040556,217928,695331,3635642,8265054,76223,2910780,3417900,3298548,22509293,9602721,0,11636904,0,5224378,4918319,0,2978723,0,0,0,19804,0,0,0,2965500,0,0,386293,5215368,488139,434765,0,532812,0,0,2986910,802031,356766,3477839,2810322,6063529,16716170,6562188,5078694,1768931,1104407,3549985,2157702,3751379,5159765,5526744,4162607,3235427,2021597
20131123,181939042,39273508,0,3916106,0,20056,1095474,94147,4087288,0,971856,112568,29383,14864,253560,0,1825577,102268,1106364,0,316197,1576,1576583,102190,98858,10112837,335404,1281505,5160590,3589658,1573397,308158,773300,413744,22221101,9956871,0,9506136,0,24675287,0,0,0,0,0,0,0,5039238,1963628,0,265162,0,0,0,0,0,303886,207262,6633211,0,2233506,2767532,0,782311,1130802,3821031,7037032,1061387,342780,502725,486928,8387167,5610732,6195597,3546727,1360724,4475520,4966862,4709792,2474597
20131124,241165482,68668997,0,5734716,94158,25302920,455336,1468271,12504741,1359990,19741,689036,129746,2825383,8329,1996591,204123,168516,1312731,630925,156285,314649,1715802,0,711089,1241764,288554,772698,1067127,842062,1956003,2275583,264887,2157241,35315725,10772133,0,14690331,0,11198718,0,0,0,0,0,0,0,981130,5611400,0,2278509,0,0,0,0,0,9014418,0,799631,0,4892818,391374,0,7046373,1277988,1307431,12266683,974510,1755796,1422338,2563496,14151967,1972131,6012665,6441075,4254690,5630674,4636150,3012015,1824316
20131125,360684622,107158524,0,8956762,0,94209,96076,677274,122596,995438,121301,1034332,2042,1524479,830307,214918,606878,37977241,20123,1844490,908384,11878737,74435,1847798,1866979,409625,120907,335729,8818497,5680910,5955503,1478226,2773963,9890365,28581239,21952266,0,12754415,0,53028714,995199,204436,395441,0,0,199243,0,5168085,8113884,9116653,101759,0,4591656,1492346,1586001,798942,493279,1247238,5123078,4489688,0,30690394,0,1790824,1488933,685418,6303375,4178735,597411,4928458,5381902,6395500,1984849,3862417,4356755,3423496,3599180,6075911,5572602,1776376
20131126,296280268,85638604,0,29162912,0,355422,196111,124800,4672610,68645,0,4835530,794876,2090413,593001,926956,9946,2170741,19681,222347,13914865,2083205,4771728,1542392,264233,656599,1123961,36378,862827,2557301,6504998,1645409,3355880,74837,34863663,15703479,4300000,17794707,0,31648796,0,3451160,5139356,2413912,0,6469623,0,3707752,2529638,3204802,1635821,9981,2334562,180551,810991,0,0,511196,7301276,509735,0,1479650,196347,195830,1186482,4880360,6195441,601036,9756593,10221555,306565,4007586,2439550,1117963,4245417,7764749,4898226,2741748,2308002,1577563
20131127,297924238,87716021,0,32201167,0,30050,5570,48936,3465019,108433,2106592,332803,1658325,0,964957,620363,356014,1164095,2647886,127161,1301716,5116824,0,197297,211829,2093,9639690,608573,2922743,5710174,2763361,10498545,518698,2387107,26388852,7210422,0,14046632,0,61357729,4938021,0,0,150063,2962550,5067773,0,5011030,0,0,7315905,2775603,0,0,2097879,2443603,101317,3051730,0,503032,258998,0,8238177,774528,5106304,1833646,3004027,2980273,275,6043745,1841842,1785799,5878304,2676636,4230249,6259214,2926489,2213286,6160486,2573798
20131128,376490798,104250935,0,24979503,0,4673307,649270,4028313,158197,14052563,50441,0,403780,197479,167360,8959272,268415,1255769,60185,252820,394124,17371408,653018,4849885,134292,5118345,1279423,1352807,5525143,2534006,1455636,1798782,1597357,30035,35291746,12066539,1200000,11975191,0,66443225,4926317,61136,0,100,0,0,7906,5120340,14617145,6662416,3450675,4986058,0,7604630,2966805,0,0,0,1000183,8910743,6110006,6968941,994758,8570985,1496568,1201218,32810,0,1598770,2527731,5378082,5630372,5704092,6898849,10545182,3730148,2036278,8579954,5149634,1794330
20131129,281902898,76827957,0,10107857,29846,131665,14897457,354830,0,1029103,927253,398463,2201790,19920,17770,1577140,60010,965495,950529,1743378,49111,243229,288388,118803,1539377,10055533,3487769,1612141,6138769,8607520,3340084,3795488,1182623,956616,20669374,8051161,0,12274880,0,62834596,0,5995448,0,20050,0,5074060,0,5044875,4884490,5027673,200731,960253,0,5086508,203039,511226,0,102017,0,489414,7849938,101103,2191992,1287293,158862,2785946,1013217,1178864,1537426,9410041,7058872,8716740,2358682,3801296,482595,2689915,4191472,5845384,3427925,1557583
20131130,303528177,65277548,0,3352601,0,355236,507547,20342,10945398,3046995,102277,377325,7318332,1453028,21730,294481,799530,60103,202723,20307,1109497,132216,405337,183120,43877,9918001,1052046,1074577,55715,1071731,162620,13486458,7682824,21574,38533211,7035475,0,11812245,0,62896611,0,0,1960963,0,4086016,4982160,0,0,997538,0,11317,5274071,0,0,100068,0,197553,0,0,0,861208,4073256,6832923,26659705,590547,5007005,295027,5012366,8326972,336756,1227689,3635536,3390523,5106349,7847751,8290747,1184341,3963247,5294116,2427337
20131201,414011955,159927412,0,11765410,0,2364091,33932556,0,0,303945,215294,1058596,5823531,0,249240,44295519,363819,1004,607984,367769,1269454,603807,6010,6396584,23287,3166646,6012887,997156,11289683,630214,3734373,23112130,988004,348419,43703873,14056128,0,14120050,0,69531102,0,0,0,3672707,0,0,0,0,0,5058619,9917,0,2003446,4959971,7611966,304097,357557,5014461,49641,5029633,1543874,4518531,1172673,5487369,98539,865241,3589224,1967707,2043404,4733673,2983268,2857887,25791211,137209,3972389,3656239,3260891,1269054,5165543,3487449
20131202,393933489,84922634,0,10343023,7806,121984,9306661,0,0,2352686,94291,86567,79231,40558,261745,159704,7197305,368264,275683,4553005,1446361,259096,102496,1891954,3143195,3305118,2693931,2043254,1815998,1399660,2191065,26957115,2047957,376921,32531889,6249584,9000000,19220032,0,61089242,966909,0,0,14223428,0,10914788,0,4011383,1639854,4980412,9173871,8707565,7646428,1676736,4986379,0,2044554,2956520,8646364,1810290,2163943,2663032,496924,7355301,7209779,6854137,6058558,3149718,6518056,11569170,143112,2254814,1664446,10713238,6566260,3404824,6774717,3695908,5551409,1727281
20131203,344735764,77419042,0,19091785,0,1050667,0,702647,360718,1232492,3068580,2874989,70301,53848,982803,137196,12421173,114498,834003,278637,10049,1986321,342342,385662,147532,330514,1100777,290428,2361536,6371815,1262255,16590588,1988483,976403,30568920,4679909,0,18655803,0,60140100,0,5082018,0,4958404,0,0,4385469,594527,0,202573,5220719,5864970,2785181,10047,4938975,552046,4110537,3193907,5826457,900673,1585521,1507563,5567103,5878734,3243386,10889120,7977408,5383248,4217097,17556761,0,4697689,6312314,4014607,3149190,3315800,4886835,7783384,4716354,1963373
20131204,343344909,56431936,0,14755997,6141,345343,1533723,9069,983023,549932,1863008,1845197,585,1210553,122194,2068820,59799,447047,344995,353079,0,144054,10211512,10071,298176,1203289,1576446,2218154,2459955,1394000,6739771,2502839,626799,548365,28369847,11402126,100000,15124538,0,114475211,0,2941691,176303,2825987,0,0,4060738,0,0,0,689334,0,4870,1014136,635961,2963483,0,1973507,2146058,6424990,3612310,7649525,655838,1662177,510659,1622028,5785551,0,7670119,10011128,8206297,3280098,1476754,4772958,2389955,11874578,7928447,5852428,4670613,1952730
20131205,292855413,76366680,0,25375388,0,1927107,568541,29923,13277430,194902,987424,1688417,0,212884,756198,369073,2328140,1868452,358711,1214914,450521,2789181,694844,2925807,56326,234082,1729494,3384649,2702204,2000689,3032,2571949,1394451,4271947,27870541,4548989,0,17547038,0,28211549,0,15025045,4976585,0,0,0,0,0,0,9875,504936,0,3058337,0,0,202330,2404723,199762,1473713,4994149,202227,13708791,1976960,8516203,6054455,3840928,9238597,221008,1205120,3052519,8889098,7043943,9423420,6265703,3610925,4915942,4731267,7145717,2334512,3083826
20131206,356540468,57949235,0,12314762,328238,580273,504929,50646,193931,101968,207121,1056821,80177,462063,29881,2197963,31589,2989,70683,2113831,198303,1727137,68496,1403517,85125,2002224,344228,3278879,3206553,1099500,6016112,17109686,593374,488236,32905242,10727571,0,17262799,0,122437284,4485522,0,196906,0,0,0,502054,5919762,11025908,5275588,3906785,0,5950514,0,296556,0,1481917,0,0,1786111,0,2239680,1899358,3642931,2989624,49331,5810259,4477149,3519701,1993889,3819121,4631003,968660,11228746,4809405,7077968,3709075,3701345,3382664,4480805
20131207,217367351,41960101,0,3525740,149178,293830,19902,0,476171,20294,0,162289,1223077,49,0,55289,516012,1064467,2827487,1458409,960601,325928,3215946,444063,0,22758,2502036,108786,428646,3864432,510380,7019921,4179357,6585053,25976171,5627806,700000,13179684,0,49278509,985622,0,0,40246,0,0,0,5029786,4926904,2039872,0,0,2739244,503341,0,0,0,491688,0,392373,4465630,14726478,758361,1505463,3487524,992591,3795565,5158362,4110624,121975,247449,4892183,281133,2884392,230019,3749664,5205387,1365925,2182108,3335171
20131208,292422763,72467360,0,8102981,0,19545,0,151094,899012,689710,739929,1150722,211770,30052,3572218,75257,0,580560,211514,11440854,3540792,418929,759966,1111945,219681,765280,1780259,2271482,3686910,1583725,265980,23382701,2054407,2750085,28025358,2688294,0,12573085,0,61161699,2020692,10095356,5000741,0,0,0,13172383,4975338,3914321,0,621543,0,4898123,13674,0,506123,0,743576,4980640,1020044,0,477539,6854401,106619,2999021,0,4216207,3283200,1818911,340780,1811037,2529329,788445,17138691,5355403,2591422,3940984,4566842,2365047,2360535
20131209,445687711,86840471,0,22833187,190583,356691,6783158,0,0,0,0,3002875,2980043,204682,446603,0,777358,1014187,624820,14726788,158623,6560386,50524,1176679,3295888,168845,2576639,794768,2013752,220605,1611316,10389414,3592384,289673,30942970,7925234,0,14646973,0,156109793,1971738,4532820,1459076,0,6053669,0,0,987918,0,0,4036954,2797,9731204,2032788,4972096,0,0,0,294486,8015821,2003726,11834663,493748,984475,985826,10475798,13389717,6629426,3984755,14314717,3956237,1023821,657712,8225527,3993230,6731075,6833566,3628131,2555182,2429571
20131210,320716673,87971611,0,15516717,0,0,350900,4931,0,7913357,224109,1317564,876776,513859,793393,785527,3439888,5917,119416,10652029,1568901,1713261,1940194,3280669,6249105,243504,1884082,553755,1027357,10640940,3883267,4843413,7066630,562150,33444454,8525751,0,17883174,0,45450075,0,1981740,1001552,1049499,0,3451933,496294,0,0,405412,259496,5483612,143050,0,0,2470722,5542887,884080,0,17740086,9846746,688089,4982466,2226740,3678223,0,3070433,7663978,3472549,7295637,7076814,352887,2821471,4021877,9941652,2482389,4509229,6236459,3223961,2939645
20131211,379060143,127492378,0,47248096,0,0,412890,548869,0,38741854,181747,151456,490752,921002,859714,483772,572981,19753,80955,11279599,96862,791881,340010,991580,1407533,435914,1101918,1004886,9548394,4174624,1457717,2183667,1236829,727123,18493716,16249322,0,16873109,0,117899111,1010530,0,1008612,3921853,0,0,605963,0,0,0,3464055,980417,2537284,48930,0,4882299,1956982,0,1139825,2024606,5207817,0,705816,4015243,3741812,200374,1046356,598165,10579283,1238996,1492390,2625713,5187,7089428,3262732,4297319,2126989,3562667,4746116,1928748
20131212,418603977,98277459,0,23812538,24915,1350654,1405705,212743,15158415,1015,454091,265031,480463,205487,62632,848220,99409,13104557,1395371,1010929,4935872,557539,1110109,7019193,3768451,1375164,4649377,6042284,1082396,253295,3935616,1945849,1457092,253047,32894091,15920318,18110000,75763901,0,59200767,0,0,0,0,0,0,0,0,0,4635386,0,9032900,5802440,0,5525387,1327660,3106988,2835555,40470,7077891,1531119,3276471,3601786,3261092,7074899,5467886,6086344,3223787,1582451,1756977,5750012,1672650,4231534,4869999,2566401,5190986,4794468,5492182,5280582,2341138
20131213,341420228,82976053,0,14921395,109549,564346,1000076,720806,1016600,19405930,1069986,85252,316574,276991,1086077,333219,212133,134643,20094,481905,3221831,201683,56655,1601939,1908290,1247387,4488601,2078711,18116008,269548,1547925,4427355,756842,1297702,30315409,5436815,20000,16205554,0,44200232,789670,0,10586896,0,998282,2551421,7465,782819,500625,0,4830663,0,0,8945977,3491651,9526941,5146052,0,2013509,652628,992091,8339445,594609,5565445,11029249,0,7236166,1887289,2027431,7862729,12481251,6908718,7736986,8369698,10528437,1774277,6173551,4788661,3533107,3612426
20131214,202207460,50614042,0,8746876,171951,847016,431563,877960,0,146679,114402,199059,97829,19951,1254803,151587,251112,1122718,0,843945,1004269,935660,366175,943393,1721818,7920956,2948295,1029807,274556,2667650,7387417,3738181,2557100,1841314,15247134,6393213,90100,13960232,0,28266382,0,0,100366,50598,0,2025108,0,0,2981893,147040,4181793,2472593,0,8956932,0,1690093,0,0,975056,0,4955,197210,3902442,5866532,0,304270,1620357,2593870,1514710,13800697,2055654,2176984,3670209,3985338,9300222,3418701,700756,5814411,1747971,1379596
20131215,292391614,64887265,0,13641543,0,383849,140476,0,16608,4573680,0,755209,0,3358421,284535,1161030,1239386,5226617,2347768,3320233,1459965,6843935,994916,496073,521095,6215260,462548,6416757,91205,122892,304805,904242,1393870,2210347,20249836,5521059,0,13575904,0,96049419,0,0,0,1024575,0,1952647,0,0,0,10139,5987599,0,0,0,0,3068835,500597,4916502,927904,0,394115,15278855,51167,3650039,0,6447158,1652676,3633243,516501,2243597,5163023,7033969,2840544,101715,748170,6790526,3983970,4730185,5201704,3258176
